-1000 -1000 0
-1000 -920 0
-1000 -840 0
-1000 -760 0
-1000 -680 0
-1000 -600 0
-1000 -520 0
-1000 -440 0
-1000 -360 -0.109711
-1000 -280 -0.10192
-1000 -200 -0.0823883
-1000 -120 -0.0538032
-1000 -40 -0.0186042
-1000 40 0.0176955
-1000 120 0.0525946
-1000 200 0.0821516
-1000 280 0.102287
-1000 360 0.110069
-1000 440 0
-1000 520 0
-1000 600 0
-1000 680 0
-1000 760 0
-1000 840 0
-1000 920 0
-1000 1000 0
-1000 1080 0
-920 -1000 0
-920 -920 0
-920 -840 0
-920 -760 0
-920 -680 0
-920 -600 0
-920 -520 -0.0748111
-920 -440 -0.0813114
-920 -360 -0.0826063
-920 -280 -0.0755609
-920 -200 -0.0607432
-920 -120 -0.0396619
-920 -40 -0.0137922
-920 40 0.0129414
-920 120 0.0387958
-920 200 0.0602586
-920 280 0.0752219
-920 360 0.0824495
-920 440 0.0810963
-920 520 0.0740601
-920 600 0
-920 680 0
-920 760 0
-920 840 0
-920 920 0
-920 1000 0
-920 1080 0
-840 -1000 0
-840 -920 0
-840 -840 0
-840 -760 0
-840 -680 0
-840 -600 -0.0581511
-840 -520 -0.0623904
-840 -440 -0.0648212
-840 -360 -0.0635213
-840 -280 -0.057045
-840 -200 -0.0454003
-840 -120 -0.0294787
-840 -40 -0.0102686
-840 40 0.00945513
-840 120 0.0288328
-840 200 0.0449596
-840 280 0.0563095
-840 360 0.0631863
-840 440 0.06464
-840 520 0.0619047
-840 600 0.057368
-840 680 0
-840 760 0
-840 840 0
-840 920 0
-840 1000 0
-840 1080 0
-760 -1000 0
-760 -920 0
-760 -840 0
-760 -760 0
-760 -680 -0.0487873
-760 -600 -0.0504987
-760 -520 -0.052154
-760 -440 -0.0520645
-760 -360 -0.0497325
-760 -280 -0.0439766
-760 -200 -0.0347047
-760 -120 -0.0223635
-760 -40 -0.00781705
-760 40 0.00691597
-760 120 0.0216339
-760 200 0.0342379
-760 280 0.0430485
-760 360 0.0495208
-760 440 0.0520735
-760 520 0.0518834
-760 600 0.0500795
-760 680 0.0481014
-760 760 0
-760 840 0
-760 920 0
-760 1000 0
-760 1080 0
-680 -1000 0
-680 -920 0
-680 -840 0
-680 -760 -0.0423408
-680 -680 -0.0427556
-680 -600 -0.0433934
-680 -520 -0.0433999
-680 -440 -0.0423104
-680 -360 -0.03918
-680 -280 -0.0339207
-680 -200 -0.0264861
-680 -120 -0.0173558
-680 -40 -0.00579358
-680 40 0.00540921
-680 120 0.0165579
-680 200 0.0262862
-680 280 0.0339053
-680 360 0.0393515
-680 440 0.0422173
-680 520 0.043298
-680 600 0.0431561
-680 680 0.0424481
-680 760 0.0419035
-680 840 0
-680 920 0
-680 1000 0
-680 1080 0
-600 -1000 0
-600 -920 0
-600 -840 -0.0373192
-600 -760 -0.0368827
-600 -680 -0.0369539
