#
#
param normB=1.715 current=1.0
grid X0=0 Y0=0 Z0=0 nX=44 nY=30 nZ=2 dX=20 dY=20 dZ=1000.
extendX flip=Bx
extendY flip=Bx,Bz
extendZ flip=Bz
data
0.0000,0.0000,0,0.0000,1.0000,0
0.0000,0.0000,1000,0.0000,1.0000,0
0.0000,20.0000,0,0.0000,1.0000,0
0.0000,20.0000,1000,0.0000,1.0000,0
0.0000,40.0000,0,-0.0000,1.0010,0
0.0000,40.0000,1000,-0.0000,1.0010,0
0.0000,60.0000,0,-0.0000,1.0010,0
0.0000,60.0000,1000,-0.0000,1.0010,0
0.0000,80.0000,0,-0.0003,1.0420,0
0.0000,80.0000,1000,-0.0003,1.0420,0
0.0000,100.0000,0,-0.0001,1.0820,0
0.0000,100.0000,1000,-0.0001,1.0820,0
0.0000,120.0000,0,-0.0001,1.1010,0
0.0000,120.0000,1000,-0.0001,1.1010,0
0.0000,140.0000,0,-0.0001,1.1150,0
0.0000,140.0000,1000,-0.0001,1.1150,0
0.0000,160.0000,0,-0.0000,1.1250,0
0.0000,160.0000,1000,-0.0000,1.1250,0
0.0000,180.0000,0,-0.0000,1.1350,0
0.0000,180.0000,1000,-0.0000,1.1350,0
0.0000,200.0000,0,-0.0000,1.1420,0
0.0000,200.0000,1000,-0.0000,1.1420,0
0.0000,220.0000,0,-0.0000,1.1470,0
0.0000,220.0000,1000,-0.0000,1.1470,0
0.0000,240.0000,0,0.0000,1.1460,0
0.0000,240.0000,1000,0.0000,1.1460,0
0.0000,260.0000,0,0.0000,1.1400,0
0.0000,260.0000,1000,0.0000,1.1400,0
0.0000,280.0000,0,0.0001,1.1270,0
0.0000,280.0000,1000,0.0001,1.1270,0
0.0000,300.0000,0,0.0001,1.1070,0
0.0000,300.0000,1000,0.0001,1.1070,0
0.0000,320.0000,0,0.0001,1.0810,0
0.0000,320.0000,1000,0.0001,1.0810,0
0.0000,340.0000,0,0.0002,1.0480,0
0.0000,340.0000,1000,0.0002,1.0480,0
0.0000,360.0000,0,0.0002,1.0110,0
0.0000,360.0000,1000,0.0002,1.0110,0
0.0000,380.0000,0,0.0002,0.9650,0
0.0000,380.0000,1000,0.0002,0.9650,0
