7.25 1.98466e-320 5.32458 1.98466e-320 5.53102
7.75 1.98466e-320 5.14714 5.25759 5.14905
8.25 1.98466e-320 5.14714 4.91969 4.87442
8.75 4.21371 5.14714 4.91969 4.87442
9.25 4.21371 4.65181 4.91969 4.87442
9.75 4.21371 4.65181 4.91969 4.29702
10.25 3.85567 4.65181 4.91969 4.29702
10.75 3.7124 4.19116 3.90582 3.97804
11.25 3.62197 4.19116 3.76394 3.83252
11.75 3.43346 3.91578 3.60985 3.66728
12.25 3.31675 3.78 3.40074 3.49197
12.75 3.22523 3.70778 3.28153 3.38575
13.25 3.15599 3.61002 3.17269 3.26786
13.75 3.06917 3.50446 3.06816 3.19305
14.25 2.97014 3.39424 2.9752 3.1009
14.75 2.89827 3.31215 2.88602 3.01274
15.25 2.68543 3.20189 2.70549 2.91767
15.75 1.73034 2.94157 2.58055 2.7673
16.25 1.32502 2.66968 1.86517 1.26133
16.75 1.13715 1.96723 1.1797 1.09599
17.25 1.04557 1.49568 1.01965 1.0063
17.75 1.00438 1.409 0.914573 0.934095
18.25 0.956543 1.25321 0.883759 0.903981
18.75 0.920379 1.20338 0.841606 0.903981
19.25 0.88098 1.10461 0.773346 0.865692
19.75 0.860161 1.06896 0.752597 0.836449
20.25 0.807169 1.01998 0.733931 0.784778
20.75 0.778476 1.01067 0.708825 0.736178
21.25 0.761276 0.974145 0.677571 0.696577
21.75 0.718909 0.927107 0.632886 0.654864
22.25 0.677003 0.876015 0.632886 0.63298
22.75 0.645219 0.807735 0.551121 0.596287
23.25 0.59584 0.748287 0.517255 0.536185
23.75 0.540112 0.700219 0.481473 0.473015
24.25 0.491982 0.672333 0.432792 0.403417
24.75 0.452449 0.6405 0.382865 0.356234
25.25 0.418648 0.61006 0.338137 0.3219
25.75 0.370802 0.575663 0.302407 0.286414
26.25 0.35052 0.53166 0.270302 0.257361
26.75 0.319434 0.502585 0.240046 0.226631
27.25 0.288569 0.482564 0.207245 0.187409
27.75 0.250227 0.454955 0.181747 0.176068
28.25 0.234916 0.404982 0.152508 0.15416
28.75 0.214163 0.381303 0.123894 0.135845
29.25 0.1821 0.338803 0.0982209 0.119693
29.75 0.14026 0.330207 0.0778284 0.119693
30.25 0.128942 0.314362 0.0547757 0.119693
30.75 0.128942 0.301785 0.0547757 0.0466888
31.25 0.058452 0.279028 -0.0124293 0.0243684
31.75 0.0388585 0.242727 -0.031751 0.00194609
32.25 0.01082 0.214705 -0.0543091 -0.0295986
32.75 -0.0137439 0.185106 -0.0827839 -0.056277
33.25 -0.0601421 0.150486 -0.107847 -0.0865822
33.75 -0.0827393 0.114532 -0.13341 -0.101889
34.25 -0.135634 0.0845748 -0.165111 -0.12339
34.75 -0.157644 0.052023 -0.165111 -0.142607
35.25 -0.190533 0.014265 -0.239471 -0.15947
35.75 -0.245006 -0.00486039 -0.258027 -0.173635
36.25 -0.253967 -0.0351582 -0.283659 -0.204064
36.75 -0.282701 -0.0428882 -0.283659 -0.219565
37.25 -0.282701 -0.055884 -0.314764 -0.235783
37.75 -0.282701 -0.0764841 -0.321697 -0.263151
38.25 -0.282701 -0.0952737 -0.340146 -0.270042
38.75 -0.282701 -0.107574 -0.340146 -0.285181
39.25 -0.282701 -0.116737 -0.370287 -0.301392
39.75 -0.282701 -0.13768 -0.370287 -0.319686
40.25 -0.296961 -0.143151 -0.38659 -0.32285
40.75 -0.296961 -0.166055 -0.410916 -0.347393
41.25 -0.306021 -0.185241 -0.43204 -0.385651
41.75 -0.323023 -0.209541 -0.452923 -0.431039
42.25 -0.366109 -0.224237 -0.478572 -0.464021
42.75 -0.381194 -0.239709 -0.503833 -0.479835
43.25 -0.393589 -0.239709 -0.520165 -0.505882
43.75 -0.409476 -0.239905 -0.532594 -0.505882
44.25 -0.455288 -0.239905 -0.548073 -0.540763
44.75 -0.466195 -0.239905 -0.551527 -0.542208
45.25 -0.475141 -0.246711 -0.561552 -0.544862
45.75 -0.494076 -0.246711 -0.561552 -0.544862
46.25 -0.51398 -0.246711 -0.561552 -0.551398
46.75 -0.532612 -0.246711 -0.568125 -0.553736
47.25 -0.551777 -0.255264 -0.568125 -0.553736
47.75 -0.552922 -0.282589 -0.570359 -0.561134
48.25 -0.583546 -0.306027 -0.582266 -0.561134
48.75 -0.583546 -0.347415 -0.591325 -0.564985
49.25 -0.607534 -0.383538 -0.60383 -0.565159
49.75 -0.623055 -0.424435 -0.610313 -0.565159
50.25 -0.630539 -0.462105 -0.636767 -0.573326
50.75 -0.64411 -0.491949 -0.673602 -0.575577
51.25 -0.690037 -0.523183 -0.710528 -0.598837
51.75 -0.706624 -0.53489 -0.725299 -0.641162
52.25 -0.706624 -0.56376 -0.754882 -0.658252
52.75 -0.706624 -0.565601 -0.783038 -0.678123
53.25 -0.731601 -0.572159 -0.800327 -0.696379
53.75 -0.768275 -0.58181 -0.825094 -0.703197
54.25 -0.768275 -0.58181 -0.839817 -0.731674
54.75 -0.768275 -0.58181 -0.892922 -0.745389
55.25 -0.768275 -0.58181 -0.902635 -0.755247
55.75 -0.768275 -0.58181 -0.907628 -0.77098
56.25 -0.768275 -0.58181 -0.916454 -0.785296
56.75 -0.768275 -0.58181 -0.916454 -0.797881
57.25 -0.768275 -0.58181 -0.939553 -0.823361
57.75 -0.768275 -0.591516 -0.939553 -0.866687
58.25 -0.768275 -0.591516 -0.942111 -0.87854
58.75 -0.768275 -0.675938 -0.951725 -0.887812
59.25 -0.768275 -0.696503 -0.958634 -0.902166
59.75 -0.780265 -0.744849 -0.958784 -0.9098
60.25 -0.805967 -0.764017 -0.958784 -0.928148
60.75 -0.810832 -0.785331 -0.967749 -0.934319
61.25 -0.839991 -0.803869 -0.980973 -0.934319
61.75 -0.906393 -0.803869 -0.980973 -0.956869
62.25 -0.906393 -0.803869 -0.991793 -0.956869
62.75 -0.906393 -0.803869 -1.00778 -0.956869
63.25 -0.906393 -0.803869 -1.01753 -0.956869
63.75 -0.906393 -0.803869 -1.01753 -0.956869
64.25 -0.906393 -0.810397 -1.04827 -0.956869
64.75 -0.906393 -0.810397 -1.06648 -0.956869
65.25 -0.906393 -0.810397 -1.06825 -0.956869
65.75 -0.906393 -0.810397 -1.08002 -0.966941
66.25 -0.906393 -0.810397 -1.13567 -0.980512
66.75 -0.906393 -0.810397 -1.1893 -1.00877
67.25 -0.906393 -0.810397 -1.1893 -1.0169
67.75 -0.906393 -0.810397 -1.1893 -1.0169
68.25 -0.906393 -0.810397 -1.1893 -1.01788
68.75 -0.906393 -0.810397 -1.24628 -1.01788
69.25 -0.906393 -0.810397 -1.24628 -1.01788
69.75 -0.906393 -0.810397 -1.24628 -1.05168
70.25 -0.906393 -0.810397 -1.24628 -1.05168
70.75 -0.906393 -0.810397 -1.24628 -1.09422
71.25 -0.906393 -0.810397 -1.24628 -1.10698
71.75 -0.906393 -0.810397 -1.24628 -1.10698
72.25 -0.906393 -0.810397 -1.24628 -1.14508
72.75 -0.906393 -0.810397 -1.24628 -1.14508
73.25 -1.00524 -0.810397 -1.24628 -1.14508
73.75 -1.00524 -0.810397 -1.24628 -1.14508
74.25 -1.00524 -0.810397 -1.24628 -1.14508
74.75 -1.00524 -0.810397 -1.24628 -1.14508
75.25 -1.00524 -0.810397 -1.24628 -1.14508
75.75 -1.00524 -0.810397 -1.24628 -1.14508
76.25 -1.00524 -0.849039 -1.24628 -1.14508
76.75 -1.05489 -0.852487 -1.24628 -1.14508
77.25 -1.05489 -0.871651 -1.24628 -1.14508
77.75 -1.05489 -0.871651 -1.24628 -1.14508
78.25 -1.05489 -0.871651 -1.24628 -1.14508
78.75 -1.20336 -0.871651 -1.24628 -1.14508
79.25 -1.20336 -0.871651 -1.24628 -1.14508
79.75 -1.20336 -0.894402 -1.24628 -1.14859
80.25 -1.20336 -0.937896 -1.24628 -1.18305
80.75 -1.20336 -0.984743 -1.24628 -1.20645
81.25 -1.20336 -1.03929 -1.24628 -1.26213
81.75 -1.26546 -1.10241 -1.24628 -1.45465
82.25 -2.09851 -1.16325 -1.24845 -2.20706
82.75 -2.29625 -1.22363 -1.33376 -2.37304
83.25 -2.29625 -1.33076 -1.37941 -2.37304
83.75 -2.29625 -2.46342 -2.38359 -2.37304
84.25 -2.29625 -2.55163 -2.53833 -2.37304
84.75 -2.29625 -2.64187 -2.63491 -2.37304
