 CROCUS    8874  9999     1    2018_01_25
*-----   MUV & SAV Crocus Reference Table
*-----      From run 8949 taken 2018, 42 bursts 
*-----
*-----      Jurgen Engelfried, 26 July 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
             7  3107   10 26     7   0   882344   912061   -29717.    1339.6     -22.2
             7  3107   11 27     7   0   877869   944098   -66229.    1349.8     -49.1
             7  3107   12 28     7   0   723381   761570   -38189.    1218.6     -31.3
             7  3107   13 29     7   0   668103   815758  -147655.    1218.1    -121.2
             7  3107   14 30     7   0   671978   756534   -84556.    1195.2     -70.7
             7  3107   15 31     7   0   673093   750261   -77168.    1193.0     -64.7
 
 >>Cream     8  3108    0 16     8   0        0   653932  -653932.     808.7    -808.7
             8  3108    1 17     8   0        0   688536  -688536.     829.8    -829.8
             8  3108    2 18     8   0        0   556112  -556112.     745.7    -745.7
             8  3108    3 19     8   0        0   572182  -572182.     756.4    -756.4
             8  3108    4 20     8   0        0   487743  -487743.     698.4    -698.4
             8  3108    5 21     8   0        0   481283  -481283.     693.7    -693.7
             8  3108    6 22     8   0        0   366517  -366517.     605.4    -605.4
             8  3108    7 23     8   0        0   436240  -436240.     660.5    -660.5
             8  3108    8 24     8   0        0   582972  -582972.     763.5    -763.5
             8  3108    9 25     8   0        0   557794  -557794.     746.9    -746.9
             8  3108   10 26     8   0        0   474098  -474098.     688.5    -688.5
             8  3108   11 27     8   0        0   475564  -475564.     689.6    -689.6
             8  3108   12 28     8   0        0   425537  -425537.     652.3    -652.3
             8  3108   13 29     8   0        0   400675  -400675.     633.0    -633.0
             8  3108   14 30     8   0        0   352414  -352414.     593.6    -593.6
             8  3108   15 31     8   0        0   329692  -329692.     574.2    -574.2
 
 >>Cream    13  3113    0 16    13   0       15        8        7.       4.8       1.5
            13  3113    1 17    13   0    96309       46    96263.     310.4     310.1
            13  3113    2 18    13   0   423964   406429    17535.     911.3      19.2
            13  3113    3 19    13   0   439338   382672    56666.     906.6      62.5
            13  3113    4 20    13   0   344342   343837      505.     829.6       0.6
            13  3113    5 21    13   0   334601   287600    47001.     788.8      59.6
            13  3113    6 22    13   0   356671   235548   121123.     769.6     157.4
            13  3113    7 23    13   0       24   199197  -199173.     446.3    -446.2
            13  3113    8 24    13   0   494871   269995   224876.     874.6     257.1
            13  3113    9 25    13   0   157745   183964   -26219.     584.6     -44.9
            13  3113   10 26    13   0   243235   240905     2330.     695.8       3.3
            13  3113   11 27    13   0   140332   140125      207.     529.6       0.4
            13  3113   12 28    13   0   140593   159654   -19061.     547.9     -34.8
            13  3113   13 29    13   0   119791   117357     2434.     487.0       5.0
            13  3113   14 30    13   0   183029   144536    38493.     572.3      67.3
            13  3113   15 31    13   0  1215708   107272  1108436.    1150.2     963.7
 
 >>Cream    14  3114    0 16    14   0   585638   608885   -23247.    1092.9     -21.3
            14  3114    1 17    14   0   562993   554761     8232.    1057.2       7.8
            14  3114    2 18    14   0   834884   820108    14776.    1286.5      11.5
            14  3114    3 19    14   0   772143   764621     7522.    1239.7       6.1
            14  3114    4 20    14   0  1135490  1388514  -253024.    1588.7    -159.3
            14  3114    5 21    14   0  3186579  1268986  1917593.    2110.8     908.5
            14  3114    6 22    14   0  1352137  1171891   180246.    1588.7     113.5
            14  3114    7 23    14   0  1059518  1064087    -4569.    1457.3      -3.1
            14  3114    8 24    14   0  1359149  1106651   252498.    1570.3     160.8
            14  3114    9 25    14   0  1068978  1032031    36947.    1449.5      25.5
            14  3114   10 26    14   0  1141414  1104681    36733.    1498.7      24.5
            14  3114   11 27    14   0  1078073  1055852    22221.    1460.8      15.2
            14  3114   12 28    14   0   791988   764446    27542.    1247.6      22.1
            14  3114   13 29    14   0   706217   709352    -3135.    1189.8      -2.6
            14  3114   14 30    14   0   806974   601011   205963.    1186.6     173.6
            14  3114   15 31    14   0   588169   507394    80775.    1046.7      77.2
 
 >>Cream    15  3115    0 16    15   0        5        1        4.       2.4       1.6
            15  3115    1 17    15   0        7        8       -1.       3.9      -0.3
            15  3115    2 18    15   0   121298   208995   -87697.     574.7    -152.6
            15  3115    3 19    15   0   139054   149263   -10209.     537.0     -19.0
            15  3115    4 20    15   0   137970   202205   -64235.     583.2    -110.1
            15  3115    5 21    15   0   127267   147857   -20590.     524.5     -39.3
            15  3115    6 22    15   0   172557   204167   -31610.     613.8     -51.5
            15  3115    7 23    15   0   271340   181413    89927.     672.9     133.6
            15  3115    8 24    15   0   213417   226203   -12786.     663.0     -19.3
            15  3115    9 25    15   0   175651   220538   -44887.     629.4     -71.3
