  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
            24   204    4 20     4  59     1294     1620     -326.      54.0      -6.0
            24   204    5 21     4  58     1360     1619     -259.      54.6      -4.7
            24   204    6 22     4  57     3053     1524     1529.      67.7      22.6
            24   204    7 23     4  56     1655     1563       92.      56.7       1.6
            24   204    8 24     5  63     3628     1727     1901.      73.2      26.0
            24   204    9 25     5  62    28739     1696    27043.     174.5     155.0
            24   204   10 26     5  61    28965     1681    27284.     175.1     155.9
            24   204   11 27     5  60     9905     1803     8102.     108.2      74.9
            24   204   12 28     5  59     9152     1619     7533.     103.8      72.6
            24   204   13 29     5  58     3077     1626     1451.      68.6      21.2
            24   204   14 30     5  57     3381     1781     1600.      71.8      22.3
            24   204   15 31     5  56    29237     1679    27558.     175.8     156.7
 
 >>Cream    25   208    0 16     4  55     4440    29006   -24566.     182.9    -134.3
            25   208    1 17     4  54     3919     8195    -4276.     110.1     -38.9
            25   208    2 18     4  53     3512     3226      286.      82.1       3.5
            25   208    3 19     4  52    17926    16786     1140.     186.3       6.1
            25   208    4 20     4  51    11275    21144    -9869.     180.1     -54.8
            25   208    5 21     4  50    26426    73564   -47138.     316.2    -149.1
            25   208    6 22     4  49     4778     8405    -3627.     114.8     -31.6
            25   208    7 23     4  48    17621    98509   -80888.     340.8    -237.4
            25   208    8 24     5  55     7190     2069     5121.      96.2      53.2
            25   208    9 25     5  54    12647     1603    11044.     119.4      92.5
            25   208   10 26     5  53   103863   808951  -705088.     955.4    -738.0
            25   208   11 27     5  52    20880     1656    19224.     150.1     128.1
            25   208   12 28     5  51     9414     1502     7912.     104.5      75.7
            25   208   13 29     5  50   140175     1539   138636.     376.4     368.3
            25   208   14 30     5  49     6281     1391     4890.      87.6      55.8
            25   208   15 31     5  48     2453     1155     1298.      60.1      21.6
 
 >>Cream    26   214    0 16     4  47     3178     1376     1802.      67.5      26.7
            26   214    1 17     4  46     6615     3171     3444.      98.9      34.8
            26   214    2 18     4  45     1578     1618      -40.      56.5      -0.7
            26   214    3 19     4  44    22719     1631    21088.     156.0     135.1
            26   214    4 20     4  43    46901     1316    45585.     219.6     207.6
            26   214    5 21     4  42    22099     1665    20434.     154.2     132.6
            26   214    6 22     4  41     4754     1433     3321.      78.7      42.2
            26   214    7 23     4  40     1846     1791       55.      60.3       0.9
            26   214    8 24     5  47     2223     1248      975.      58.9      16.5
            26   214    9 25     5  46     1481     1130      351.      51.1       6.9
            26   214   10 26     5  45     9616     1195     8421.     104.0      81.0
            26   214   11 27     5  44     8275     1291     6984.      97.8      71.4
            26   214   12 28     5  43    20930     1163    19767.     148.6     133.0
            26   214   13 29     5  42    15796      846    14950.     129.0     115.9
            26   214   14 30     5  41     3709      806     2903.      67.2      43.2
            26   214   15 31     5  40    20158     1015    19143.     145.5     131.6
 
 >>Cream    27   218    0 16     4  39     1216      937      279.      46.4       6.0
            27   218    1 17     4  38      972     1311     -339.      47.8      -7.1
            27   218    2 18     4  37     1419     1714     -295.      56.0      -5.3
            27   218    3 19     4  36      817      828      -11.      40.6      -0.3
            27   218    4 20     4  35      721      826     -105.      39.3      -2.7
            27   218    5 21     4  34     1211      811      400.      45.0       8.9
            27   218    6 22     4  33        0     1210    -1210.      34.8     -34.8
            27   218    7 23     4  32        0    18634   -18634.     136.5    -136.5
            27   218    8 24     5  39    42241      822    41419.     207.5     199.6
            27   218    9 25     5  38     7606     1232     6374.      94.0      67.8
            27   218   10 26     5  37     5881      697     5184.      81.1      63.9
            27   218   11 27     5  36    11296      822    10474.     110.1      95.1
            27   218   12 28     5  35     2602      748     1854.      57.9      32.0
            27   218   13 29     5  34    41888      906    40982.     206.9     198.1
            27   218   14 30     5  33    63710      791    62919.     254.0     247.7
            27   218   15 31     5  32        0      826     -826.      28.7     -28.7
 
 >>Cream    35   403    0 16     8 103        0        0        0.       0.0       0.0
            35   403    1 17     8 102        0        0        0.       0.0       0.0
            35   403    2 18     8 101        0        0        0.       0.0       0.0
            35   403    3 19     8 100        0        0        0.       0.0       0.0
            35   403    4 20     8  99        0     1229    -1229.      35.1     -35.1
            35   403    5 21     8  98        0     1156    -1156.      34.0     -34.0
            35   403    6 22     8  97     1505     1079      426.      50.8       8.4
            35   403    7 23     8  96     1074     1041       33.      46.0       0.7
            35   403    8 24     9 103        0        0        0.       0.0       0.0
            35   403    9 25     9 102        0        0        0.       0.0       0.0
            35   403   10 26     9 101        0        0        0.       0.0       0.0
            35   403   11 27     9 100        0     1216    -1216.      34.9     -34.9
            35   403   12 28     9  99        0     2805    -2805.      53.0     -53.0
            35   403   13 29     9  98     3953     1417     2536.      73.3      34.6
            35   403   14 30     9  97     2188     1021     1167.      56.6      20.6
            35   403   15 31     9  96     1156     1142       14.      47.9       0.3
 
 >>Cream    36   105    0 16     8  95     1147     1020      127.      46.6       2.7
            36   105    1 17     8  94     1784     1180      604.      54.4      11.1
            36   105    2 18     8  93    22820     1158    21662.     154.8     139.9
            36   105    3 19     8  92    99304     1353    97951.     317.3     308.7
            36   105    4 20     8  91     2442     1087     1355.      59.4      22.8
            36   105    5 21     8  90     1157     1101       56.      47.5       1.2
            36   105    6 22     8  89     9993     1315     8678.     106.3      81.6
            36   105    7 23     8  88    10494     1366     9128.     108.9      83.8
            36   105    8 24     9  95     8577    18741   -10164.     165.3     -61.5
            36   105    9 25     9  94    55916    24678    31238.     283.9     110.0
            36   105   10 26     9  93     8186    17711    -9525.     160.9     -59.2
            36   105   11 27     9  92     7553     4365     3188.     109.2      29.2
            36   105   12 28     9  91     9381     2206     7175.     107.6      66.7
            36   105   13 29     9  90     3527     9211    -5684.     112.9     -50.4
            36   105   14 30     9  89     2625     2283      342.      70.1       4.9
            36   105   15 31     9  88     3094     4062     -968.      84.6     -11.4
 
 >>Cream    37   109    0 16     8  87    29789     1541    28248.     177.0     159.6
            37   109    1 17     8  86     9636     1492     8144.     105.5      77.2
            37   109    2 18     8  85     6355     1857     4498.      90.6      49.6
            37   109    3 19     8  84     3139     1870     1269.      70.8      17.9
            37   109    4 20     8  83    29434     1580    27854.     176.1     158.2
            37   109    5 21     8  82     7312     1689     5623.      94.9      59.3
            37   109    6 22     8  81     3806     1725     2081.      74.4      28.0
            37   109    7 23     8  80    32285     2896    29389.     187.6     156.7
            37   109    8 24     9  87     8991    22685   -13694.     178.0     -76.9
            37   109    9 25     9  86    50548     2593    47955.     230.5     208.0
            37   109   10 26     9  85     7266    24538   -17272.     178.3     -96.9
            37   109   11 27     9  84    10408     1725     8683.     110.1      78.8
            37   109   12 28     9  83    14395    60547   -46152.     273.8    -168.6
            37   109   13 29     9  82    20140    10301     9839.     174.5      56.4
            37   109   14 30     9  81     5140     3129     2011.      90.9      22.1
            37   109   15 31     9  80     2896    42570   -39674.     213.2    -186.1
 
 >>Cream    38   115    0 16     8  79     4910     2902     2008.      88.4      22.7
            38   115    1 17     8  78     3726    11862    -8136.     124.9     -65.2
            38   115    2 18     8  77   319568    35210   284358.     595.6     477.4
            38   115    3 19     8  76    10263    17023    -6760.     165.2     -40.9
            38   115    4 20     8  75    17390     6417    10973.     154.3      71.1
            38   115    5 21     8  74    23001    13801     9200.     191.8      48.0
            38   115    6 22     8  73    19317    13467     5850.     181.1      32.3
            38   115    7 23     8  72     2785    12296    -9511.     122.8     -77.4
            38   115    8 24     9  79    21198     5664    15534.     163.9      94.8
            38   115    9 25     9  78     3377     4058     -681.      86.2      -7.9
            38   115   10 26     9  77    23310     5069    18241.     168.5     108.3
            38   115   11 27     9  76     3070     6647    -3577.      98.6     -36.3
            38   115   12 28     9  75     7081        0     7081.      84.1      84.1
            38   115   13 29     9  74    55517    25361    30156.     284.4     106.0
            38   115   14 30     9  73    13623    34096   -20473.     218.4     -93.7
            38   115   15 31     9  72    72857     2882    69975.     275.2     254.3
 
 >>Cream    39   119    0 16     8  71    18324    16564     1760.     186.8       9.4
            39   119    1 17     8  70    11553     7316     4237.     137.4      30.8
            39   119    2 18     8  69     4893     3201     1692.      90.0      18.8
            39   119    3 19     8  68    70149    23093    47056.     305.4     154.1
            39   119    4 20     8  67     6381    12145    -5764.     136.1     -42.3
            39   119    5 21     8  66     7618    12245    -4627.     140.9     -32.8
            39   119    6 22     8  65    18143     3549    14594.     147.3      99.1
            39   119    7 23     8  64    14083     3127    10956.     131.2      83.5
            39   119    8 24     9  71    10215     2477     7738.     112.7      68.7
            39   119    9 25     9  70     7795     2568     5227.     101.8      51.3
            39   119   10 26     9  69    29827     2717    27110.     180.4     150.3
            39   119   11 27     9  68     9929     3085     6844.     114.1      60.0
            39   119   12 28     9  67     9137     3903     5234.     114.2      45.8
            39   119   13 29     9  66    20866     3053    17813.     154.7     115.2
            39   119   14 30     9  65     3524     2875      649.      80.0       8.1
            39   119   15 31     9  64    17415     2776    14639.     142.1     103.0
 
 >>Cream    40   205    0 16     8  63     7322    15716    -8394.     151.8     -55.3
            40   205    1 17     8  62    77550    39781    37769.     342.5     110.3
            40   205    2 18     8  61    26768     8045    18723.     186.6     100.3
            40   205    3 19     8  60     5329   363653  -358324.     607.4    -589.9
            40   205    4 20     8  59     4515    28025   -23510.     180.4    -130.3
            40   205    5 21     8  58     4842     3477     1365.      91.2      15.0
            40   205    6 22     8  57    21109    29925    -8816.     225.9     -39.0
            40   205    7 23     8  56     3691     8181    -4490.     109.0     -41.2
            40   205    8 24     9  63     3190     2493      697.      75.4       9.2
            40   205    9 25     9  62     4058     3796      262.      88.6       3.0
            40   205   10 26     9  61     3566     3920     -354.      86.5      -4.1
            40   205   11 27     9  60     2834     2556      278.      73.4       3.8
            40   205   12 28     9  59    49643     2683    46960.     228.7     205.3
            40   205   13 29     9  58    12033     2582     9451.     120.9      78.2
            40   205   14 30     9  57    12257     4208     8049.     128.3      62.7
            40   205   15 31     9  56     4669     3267     1402.      89.1      15.7
 
 >>Cream    41   209    0 16     8  55     1654     3333    -1679.      70.6     -23.8
            41   209    1 17     8  54     2399   160863  -158464.     404.1    -392.2
            41   209    2 18     8  53     1821    16691   -14870.     136.1    -109.3
            41   209    3 19     8  52     1888     2574     -686.      66.8     -10.3
            41   209    4 20     8  51     2048     2368     -320.      66.5      -4.8
            41   209    5 21     8  50     1823    65242   -63419.     259.0    -244.9
            41   209    6 22     8  49     1875     2906    -1031.      69.1     -14.9
            41   209    7 23     8  48     1667     2578     -911.      65.2     -14.0
            41   209    8 24     9  55     2126     2521     -395.      68.2      -5.8
            41   209    9 25     9  54     2483     2711     -228.      72.1      -3.2
            41   209   10 26     9  53     2123     3110     -987.      72.3     -13.6
            41   209   11 27     9  52     1929     2432     -503.      66.0      -7.6
            41   209   12 28     9  51     2753     2987     -234.      75.8      -3.1
            41   209   13 29     9  50     2037     2392     -355.      66.6      -5.3
            41   209   14 30     9  49     1767     3024    -1257.      69.2     -18.2
            41   209   15 31     9  48     1723     2171     -448.      62.4      -7.2
 
 >>Cream    42   215    0 16     8  47     1763     2619     -856.      66.2     -12.9
            42   215    1 17     8  46     1893     2976    -1083.      69.8     -15.5
            42   215    2 18     8  45     1622     1538       84.      56.2       1.5
            42   215    3 19     8  44     1925     1674      251.      60.0       4.2
            42   215    4 20     8  43     1376     2033     -657.      58.4     -11.3
            42   215    5 21     8  42     1172     2007     -835.      56.4     -14.8
            42   215    6 22     8  41     1323     1820     -497.      56.1      -8.9
            42   215    7 23     8  40     2971     1280     1691.      65.2      25.9
            42   215    8 24     9  47     1546     3645    -2099.      72.0     -29.1
            42   215    9 25     9  46     1778    33176   -31398.     187.0    -167.9
            42   215   10 26     9  45     1540     1955     -415.      59.1      -7.0
            42   215   11 27     9  44     2264     2484     -220.      68.9      -3.2
            42   215   12 28     9  43     1609     4514    -2905.      78.2     -37.1
            42   215   13 29     9  42     2214     1636      578.      62.0       9.3
            42   215   14 30     9  41     1910     1847       63.      61.3       1.0
            42   215   15 31     9  40     1430     2776    -1346.      64.9     -20.8
 
 >>Cream    43   219    0 16     8  39     7655    14724    -7069.     149.6     -47.3
            43   219    1 17     8  38    32044    14177    17867.     215.0      83.1
            43   219    2 18     8  37     2122    56804   -54682.     242.7    -225.3
            43   219    3 19     8  36    96033    99898    -3865.     442.6      -8.7
            43   219    4 20     8  35    36108     3006    33102.     197.8     167.4
            43   219    5 21     8  34     2014     3519    -1505.      74.4     -20.2
            43   219    6 22     8  33     9132     2654     6478.     108.6      59.7
            43   219    7 23     8  32    20280     3198    17082.     153.2     111.5
            43   219    8 24     9  39    19518     1794    17724.     146.0     121.4
            43   219    9 25     9  38    13100     7233     5867.     142.6      41.1
            43   219   10 26     9  37     8285     9020     -735.     131.5      -5.6
            43   219   11 27     9  36    12261     1769    10492.     118.4      88.6
            43   219   12 28     9  35   112646    23452    89194.     368.9     241.8
            43   219   13 29     9  34    11382    20280    -8898.     177.9     -50.0
            43   219   14 30     9  33     1286    21495   -20209.     150.9    -133.9
            43   219   15 31     9  32    12149     8192     3957.     142.6      27.7
 
 >>Cream    44   717    0 16     8  31      884     1087     -203.      44.4      -4.6
            44   717    1 17     8  30     1532     1008      524.      50.4      10.4
            44   717    2 18     8  29        0     3077    -3077.      55.5     -55.5
            44   717    3 19     8  28        0     1041    -1041.      32.3     -32.3
            44   717    4 20     8  27        0        0        0.       0.0       0.0
            44   717    5 21     8  26        0        0        0.       0.0       0.0
            44   717    6 22     8  25        0        0        0.       0.0       0.0
            44   717    7 23     8  24        0        0        0.       0.0       0.0
            44   717    8 24     9  31      795     1073     -278.      43.2      -6.4
            44   717    9 25     9  30      796      999     -203.      42.4      -4.8
            44   717   10 26     9  29     1310     1006      304.      48.1       6.3
            44   717   11 27     9  28        0      887     -887.      29.8     -29.8
            44   717   12 28     9  27        0     1115    -1115.      33.4     -33.4
            44   717   13 29     9  26        0        0        0.       0.0       0.0
            44   717   14 30     9  25        0        0        0.       0.0       0.0
            44   717   15 31     9  24        0        0        0.       0.0       0.0
 
 >>Cream    51   404    0 16    12 103        0    14177   -14177.     119.1    -119.1
            51   404    1 17    12 102        0     7353    -7353.      85.7     -85.7
            51   404    2 18    12 101     4212    15326   -11114.     139.8     -79.5
            51   404    3 19    12 100     1124   101818  -100694.     320.8    -313.8
            51   404    4 20    12  99     1083     2393    -1310.      59.0     -22.2
            51   404    5 21    12  98     1837    33532   -31695.     188.1    -168.5
            51   404    6 22    12  97     6346    28826   -22480.     187.5    -119.9
            51   404    7 23    12  96     1425    19007   -17582.     142.9    -123.0
            51   404    8 24    13 103        0    21738   -21738.     147.4    -147.4
            51   404    9 25    13 102     2689   176950  -174261.     423.8    -411.1
            51   404   10 26    13 101    16507    10197     6310.     163.4      38.6
            51   404   11 27    13 100    60108     6754    53354.     258.6     206.3
            51   404   12 28    13  99    14946    30871   -15925.     214.0     -74.4
            51   404   13 29    13  98     8267    25353   -17086.     183.4     -93.2
            51   404   14 30    13  97     3463    24290   -20827.     166.6    -125.0
            51   404   15 31    13  96     2131    18018   -15887.     141.9    -111.9
 
 >>Cream    52   106    0 16    12  95     2888    26426   -23538.     171.2    -137.5
            52   106    1 17    12  94     1391    10014    -8623.     106.8     -80.7
            52   106    2 18    12  93     1635    20125   -18490.     147.5    -125.3
            52   106    3 19    12  92     1323    26767   -25444.     167.6    -151.8
            52   106    4 20    12  91     1855    39124   -37269.     202.4    -184.1
            52   106    5 21    12  90     1356     2085     -729.      58.7     -12.4
            52   106    6 22    12  89     1860    20896   -19036.     150.9    -126.2
            52   106    7 23    12  88     1958    13800   -11842.     125.5     -94.3
            52   106    8 24    13  95     1123     3642    -2519.      69.0     -36.5
            52   106    9 25    13  94     2210     6080    -3870.      91.0     -42.5
            52   106   10 26    13  93     1183     2357    -1174.      59.5     -19.7
            52   106   11 27    13  92     1421     2676    -1255.      64.0     -19.6
            52   106   12 28    13  91     1933    57394   -55461.     243.6    -227.7
            52   106   13 29    13  90     1484   116688  -115204.     343.8    -335.1
            52   106   14 30    13  89     1804    13539   -11735.     123.9     -94.7
            52   106   15 31    13  88     1784    22280   -20496.     155.1    -132.1
 
 >>Cream    53   110    0 16    12  87     1390     2435    -1045.      61.8     -16.9
            53   110    1 17    12  86     1764     2433     -669.      64.8     -10.3
            53   110    2 18    12  85     1868     2364     -496.      65.1      -7.6
            53   110    3 19    12  84     1904     2985    -1081.      69.9     -15.5
            53   110    4 20    12  83     2054     2844     -790.      70.0     -11.3
            53   110    5 21    12  82     1980     2989    -1009.      70.5     -14.3
            53   110    6 22    12  81     2425     3333     -908.      75.9     -12.0
            53   110    7 23    12  80     2327     2618     -291.      70.3      -4.1
            53   110    8 24    13  87    73098     2662    70436.     275.2     255.9
            53   110    9 25    13  86    20565    27673    -7108.     219.6     -32.4
            53   110   10 26    13  85     3687    14509   -10822.     134.9     -80.2
            53   110   11 27    13  84     2489     4704    -2215.      84.8     -26.1
            53   110   12 28    13  83    19615     6133    13482.     160.5      84.0
            53   110   13 29    13  82     3352     7475    -4123.     104.1     -39.6
            53   110   14 30    13  81    10895    13048    -2153.     154.7     -13.9
            53   110   15 31    13  80    11662     8534     3128.     142.1      22.0
 
 >>Cream    54   116    0 16    12  79     5345     4861      484.     101.0       4.8
            54   116    1 17    12  78     2638     6798    -4160.      97.1     -42.8
            54   116    2 18    12  77     8062    19182   -11120.     165.1     -67.4
            54   116    3 19    12  76     2673    21046   -18373.     154.0    -119.3
            54   116    4 20    12  75     2694    12539    -9845.     123.4     -79.8
            54   116    5 21    12  74     3126    54018   -50892.     239.0    -212.9
            54   116    6 22    12  73     3585    21515   -17930.     158.4    -113.2
            54   116    7 23    12  72     5915    13139    -7224.     138.0     -52.3
            54   116    8 24    13  79     2626    17109   -14483.     140.5    -103.1
            54   116    9 25    13  78     2762    30168   -27406.     181.5    -151.0
            54   116   10 26    13  77     3235    13198    -9963.     128.2     -77.7
            54   116   11 27    13  76     3263    12708    -9445.     126.4     -74.7
            54   116   12 28    13  75     2567    65367   -62800.     260.6    -240.9
            54   116   13 29    13  74     2623     3548     -925.      78.6     -11.8
            54   116   14 30    13  73     3414    35628   -32214.     197.6    -163.0
            54   116   15 31    13  72     3028    15430   -12402.     135.9     -91.3
 
 >>Cream    55   120    0 16    12  71     2674     3263     -589.      77.1      -7.6
            55   120    1 17    12  70     2848     3101     -253.      77.1      -3.3
            55   120    2 18    12  69     3374     2865      509.      79.0       6.4
            55   120    3 19    12  68     3054     3137      -83.      78.7      -1.1
            55   120    4 20    12  67     4207     4890     -683.      95.4      -7.2
            55   120    5 21    12  66     2800     3307     -507.      78.1      -6.5
            55   120    6 22    12  65     3226     3246      -20.      80.4      -0.2
            55   120    7 23    12  64     3050     3314     -264.      79.8      -3.3
            55   120    8 24    13  71     3987     3237      750.      85.0       8.8
            55   120    9 25    13  70    15595     3312    12283.     137.5      89.3
            55   120   10 26    13  69     3683     4348     -665.      89.6      -7.4
            55   120   11 27    13  68     6102     3847     2255.      99.7      22.6
            55   120   12 28    13  67     4106     3413      693.      86.7       8.0
            55   120   13 29    13  66    59615     3327    56288.     250.9     224.4
            55   120   14 30    13  65     6348     3436     2912.      98.9      29.4
            55   120   15 31    13  64    11995     3187     8808.     123.2      71.5
 
 >>Cream    56   206    0 16    12  63     2901     3474     -573.      79.8      -7.2
            56   206    1 17    12  62     3037     3197     -160.      79.0      -2.0
            56   206    2 18    12  61     3581     3571       10.      84.6       0.1
            56   206    3 19    12  60     3605     3330      275.      83.3       3.3
            56   206    4 20    12  59     3053     3277     -224.      79.6      -2.8
            56   206    5 21    12  58     3013     3198     -185.      78.8      -2.3
            56   206    6 22    12  57     2977     3246     -269.      78.9      -3.4
            56   206    7 23    12  56     2866     3228     -362.      78.1      -4.6
            56   206    8 24    13  63     3458     3400       58.      82.8       0.7
            56   206    9 25    13  62     3421     5873    -2452.      96.4     -25.4
            56   206   10 26    13  61     3468     3203      265.      81.7       3.2
            56   206   11 27    13  60   143329     3919   139410.     383.7     363.3
