  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
           246  1316   12 28    61  75    68063    73179    -5116.     375.8     -13.6
           246  1316   13 29    61  74    74965    78769    -3804.     392.1      -9.7
           246  1316   14 30    61  73    79576    86555    -6979.     407.6     -17.1
           246  1316   15 31    61  72    80112    84673    -4561.     405.9     -11.2
 
 >>Cream   247  1320    0 16    60  71    82056    87641    -5585.     411.9     -13.6
           247  1320    1 17    60  70    81195    97234   -16039.     422.4     -38.0
           247  1320    2 18    60  69    90381   108027   -17646.     445.4     -39.6
           247  1320    3 19    60  68   140464        0   140464.     374.8     374.8
           247  1320    4 20    60  67        0        0        0.       0.0       0.0
           247  1320    5 21    60  66        0        0        0.       0.0       0.0
           247  1320    6 22    60  65        0        0        0.       0.0       0.0
           247  1320    7 23    60  64        0        0        0.       0.0       0.0
           247  1320    8 24    61  71    82692    86822    -4130.     411.7     -10.0
           247  1320    9 25    61  70    86797    96997   -10200.     428.7     -23.8
           247  1320   10 26    61  69    98189   105726    -7537.     451.6     -16.7
           247  1320   11 27    61  68        0        0        0.       0.0       0.0
           247  1320   12 28    61  67        0        0        0.       0.0       0.0
           247  1320   13 29    61  66        0        0        0.       0.0       0.0
           247  1320   14 30    61  65        0        0        0.       0.0       0.0
           247  1320   15 31    61  64        0        0        0.       0.0       0.0
 
 >>Cream   248  1406    0 16    60  63        0        0        0.       0.0       0.0
           248  1406    1 17    60  62        0        0        0.       0.0       0.0
           248  1406    2 18    60  61        0        0        0.       0.0       0.0
           248  1406    3 19    60  60        0        0        0.       0.0       0.0
           248  1406    4 20    60  59   139101        0   139101.     373.0     373.0
           248  1406    5 21    60  58   171743   116066    55677.     536.5     103.8
           248  1406    6 22    60  57    94405    97832    -3427.     438.4      -7.8
           248  1406    7 23    60  56    83988    88568    -4580.     415.4     -11.0
           248  1406    8 24    61  63        0        0        0.       0.0       0.0
           248  1406    9 25    61  62        0        0        0.       0.0       0.0
           248  1406   10 26    61  61        0        0        0.       0.0       0.0
           248  1406   11 27    61  60        0        0        0.       0.0       0.0
           248  1406   12 28    61  59        0        0        0.       0.0       0.0
           248  1406   13 29    61  58   100189   119738   -19549.     469.0     -41.7
           248  1406   14 30    61  57    93776    99045    -5269.     439.1     -12.0
           248  1406   15 31    61  56    82586    91323    -8737.     417.0     -21.0
 
 >>Cream   249  1410    0 16    60  55    83100    95284   -12184.     422.4     -28.8
           249  1410    1 17    60  54    85382    91436    -6054.     420.5     -14.4
           249  1410    2 18    60  53    78085    86265    -8180.     405.4     -20.2
           249  1410    3 19    60  52    70954    76350    -5396.     383.8     -14.1
           249  1410    4 20    60  51    62280    68641    -6361.     361.8     -17.6
           249  1410    5 21    60  50    55364    59005    -3641.     338.2     -10.8
           249  1410    6 22    60  49    49470    51784    -2314.     318.2      -7.3
           249  1410    7 23    60  48    41823    44060    -2237.     293.1      -7.6
           249  1410    8 24    61  55    85722    91656    -5934.     421.2     -14.1
           249  1410    9 25    61  54    85765    96303   -10538.     426.7     -24.7
           249  1410   10 26    61  53    75730    83243    -7513.     398.7     -18.8
           249  1410   11 27    61  52    69863    78793    -8930.     385.6     -23.2
           249  1410   12 28    61  51    68448    68441        7.     370.0       0.0
           249  1410   13 29    61  50    60417    59989      428.     347.0       1.2
           249  1410   14 30    61  49    51599    59272    -7673.     333.0     -23.0
           249  1410   15 31    61  48    41334    41610     -276.     288.0      -1.0
 
 >>Cream   250  1416    0 16    60  47    40926    37457     3469.     280.0      12.4
           250  1416    1 17    60  46    33676    31851     1825.     256.0       7.1
           250  1416    2 18    60  45    33869    27933     5936.     248.6      23.9
           250  1416    3 19    60  44    25742    24805      937.     224.8       4.2
           250  1416    4 20    60  43    22851    23680     -829.     215.7      -3.8
           250  1416    5 21    60  42    20911    22537    -1626.     208.4      -7.8
           250  1416    6 22    60  41    18211    21067    -2856.     198.2     -14.4
           250  1416    7 23    60  40    15934    15633      301.     177.7       1.7
           250  1416    8 24    61  47    35980    36600     -620.     269.4      -2.3
           250  1416    9 25    61  46    31691    33669    -1978.     255.7      -7.7
           250  1416   10 26    61  45    28223    28672     -449.     238.5      -1.9
           250  1416   11 27    61  44    25733    25284      449.     225.9       2.0
           250  1416   12 28    61  43    25347    22963     2384.     219.8      10.8
           250  1416   13 29    61  42    20793    30308    -9515.     226.1     -42.1
           250  1416   14 30    61  41    18517    18805     -288.     193.2      -1.5
           250  1416   15 31    61  40    16557    15774      783.     179.8       4.4
 
 >>Cream   251  1420    0 16    60  39    15260    16099     -839.     177.1      -4.7
           251  1420    1 17    60  38    13161    28227   -15066.     203.4     -74.1
           251  1420    2 18    60  37    12635    21069    -8434.     183.6     -45.9
           251  1420    3 19    60  36    11411    17621    -6210.     170.4     -36.4
           251  1420    4 20    60  35    11325   119493  -108168.     361.7    -299.1
           251  1420    5 21    60  34    10086    33508   -23422.     208.8    -112.2
           251  1420    6 22    60  33     8757    23130   -14373.     178.6     -80.5
           251  1420    7 23    60  32     7623    68669   -61046.     276.2    -221.0
           251  1420    8 24    61  39    13116    14854    -1738.     167.2     -10.4
           251  1420    9 25    61  38    11824    13612    -1788.     159.5     -11.2
           251  1420   10 26    61  37    12547    11586      961.     155.3       6.2
           251  1420   11 27    61  36    10620    11001     -381.     147.0      -2.6
           251  1420   12 28    61  35    11251    11068      183.     149.4       1.2
           251  1420   13 29    61  34    10139     9867      272.     141.4       1.9
           251  1420   14 30    61  33     8388     9164     -776.     132.5      -5.9
           251  1420   15 31    61  32     7988     7843      145.     125.8       1.2
 
 >>Cream   252  1506    0 16    60  31     7397     7505     -108.     122.1      -0.9
           252  1506    1 17    60  30     6805     6911     -106.     117.1      -0.9
           252  1506    2 18    60  29     6529     5713      816.     110.6       7.4
           252  1506    3 19    60  28     6045     5705      340.     108.4       3.1
           252  1506    4 20    60  27     6048     5729      319.     108.5       2.9
           252  1506    5 21    60  26     5775     5498      277.     106.2       2.6
           252  1506    6 22    60  25     5025     5530     -505.     102.7      -4.9
           252  1506    7 23    60  24     4364     4015      349.      91.5       3.8
           252  1506    8 24    61  31     7309     6867      442.     119.1       3.7
           252  1506    9 25    61  30     6604     6313      291.     113.7       2.6
           252  1506   10 26    61  29     6411    27198   -20787.     183.3    -113.4
           252  1506   11 27    61  28     7609     5852     1757.     116.0      15.1
           252  1506   12 28    61  27    23041     6100    16941.     170.7      99.2
           252  1506   13 29    61  26     5128     5192      -64.     101.6      -0.6
           252  1506   14 30    61  25     4572     5225     -653.      99.0      -6.6
           252  1506   15 31    61  24     3728     4178     -450.      88.9      -5.1
 
 >>Cream   253  1510    0 16    60  23     3884     4547     -663.      91.8      -7.2
           253  1510    1 17    60  22     4056     3707      349.      88.1       4.0
           253  1510    2 18    60  21     3787     4027     -240.      88.4      -2.7
           253  1510    3 19    60  20     3340     3628     -288.      83.5      -3.5
           253  1510    4 20    60  19     3099     3692     -593.      82.4      -7.2
           253  1510    5 21    60  18     2877     3065     -188.      77.1      -2.4
           253  1510    6 22    60  17     2877     3063     -186.      77.1      -2.4
           253  1510    7 23    60  16     2653     2705      -52.      73.2      -0.7
           253  1510    8 24    61  23     4270     4003      267.      91.0       2.9
           253  1510    9 25    61  22     4570     4009      561.      92.6       6.1
           253  1510   10 26    61  21     3485     3853     -368.      85.7      -4.3
           253  1510   11 27    61  20     3331     3244       87.      81.1       1.1
           253  1510   12 28    61  19     4394     3644      750.      89.7       8.4
           253  1510   13 29    61  18     2989     2946       43.      77.0       0.6
           253  1510   14 30    61  17     2673     3083     -410.      75.9      -5.4
           253  1510   15 31    61  16     2662     2628       34.      72.7       0.5
 
 >>Cream   254  1516    0 16    60  15     2227     2645     -418.      69.8      -6.0
           254  1516    1 17    60  14     1892     2611     -719.      67.1     -10.7
           254  1516    2 18    60  13     2000     4209    -2209.      78.8     -28.0
           254  1516    3 19    60  12     2111     2630     -519.      68.9      -7.5
           254  1516    4 20    60  11     1886     2619     -733.      67.1     -10.9
           254  1516    5 21    60  10     1807     2034     -227.      62.0      -3.7
           254  1516    6 22    60   9     1851     3112    -1261.      70.4     -17.9
           254  1516    7 23    60   8     1584     1822     -238.      58.4      -4.1
           254  1516    8 24    61  15     2440     2698     -258.      71.7      -3.6
           254  1516    9 25    61  14     2460     3025     -565.      74.1      -7.6
           254  1516   10 26    61  13     2111     2051       60.      64.5       0.9
           254  1516   11 27    61  12     2040      712     1328.      52.5      25.3
           254  1516   12 28    61  11     1954     2676     -722.      68.0     -10.6
           254  1516   13 29    61  10     1722     1767      -45.      59.1      -0.8
           254  1516   14 30    61   9     3824     1705     2119.      74.4      28.5
           254  1516   15 31    61   8     1480     1997     -517.      59.0      -8.8
 
 >>Cream   255  1520    0 16    60   7     1313     2409    -1096.      61.0     -18.0
           255  1520    1 17    60   6      875     1435     -560.      48.1     -11.7
           255  1520    2 18    60   5     1397     1014      383.      49.1       7.8
           255  1520    3 19    60   4     1113     1108        5.      47.1       0.1
           255  1520    4 20    60   3     1038      919      119.      44.2       2.7
           255  1520    5 21    60   2      624     1590     -966.      47.1     -20.5
           255  1520    6 22    60   1     1020      726      294.      41.8       7.0
           255  1520    7 23    60   0     5350    20219   -14869.     159.9     -93.0
           255  1520    8 24    61   7     1216     1287      -71.      50.0      -1.4
           255  1520    9 25    61   6     1373     1163      210.      50.4       4.2
           255  1520   10 26    61   5      882      980      -98.      43.2      -2.3
           255  1520   11 27    61   4     1034      887      147.      43.8       3.4
           255  1520   12 28    61   3     1168      865      303.      45.1       6.7
           255  1520   13 29    61   2     8288      754     7534.      95.1      79.2
           255  1520   14 30    61   1      651      760     -109.      37.6      -2.9
           255  1520   15 31    61   0    10039    44088   -34049.     232.7    -146.4
 
 >>Cream   256  1603    0 16    64 127    25192     9854    15338.     187.2      81.9
           256  1603    1 17    64 126      962     1213     -251.      46.6      -5.4
           256  1603    2 18    64 125      751     1100     -349.      43.0      -8.1
           256  1603    3 19    64 124      749     6607    -5858.      85.8     -68.3
           256  1603    4 20    64 123     1024     4243    -3219.      72.6     -44.4
           256  1603    5 21    64 122     2218     1460      758.      60.6      12.5
           256  1603    6 22    64 121     1826     5937    -4111.      88.1     -46.7
           256  1603    7 23    64 120     1075     1585     -510.      51.6      -9.9
           256  1603    8 24    65 127    13998     9672     4326.     153.9      28.1
           256  1603    9 25    65 126     1069      702      367.      42.1       8.7
           256  1603   10 26    65 125      698      644       54.      36.6       1.5
           256  1603   11 27    65 124     1053     1843     -790.      53.8     -14.7
           256  1603   12 28    65 123     1088      880      208.      44.4       4.7
           256  1603   13 29    65 122      975      887       88.      43.2       2.0
           256  1603   14 30    65 121     4256      937     3319.      72.1      46.1
           256  1603   15 31    65 120     1047     1211     -164.      47.5      -3.5
 
 >>Cream   257  1607    0 16    64 119     1588     1419      169.      54.8       3.1
           257  1607    1 17    64 118     1405     1510     -105.      54.0      -1.9
           257  1607    2 18    64 117     1559     2085     -526.      60.4      -8.7
           257  1607    3 19    64 116     1920     2731     -811.      68.2     -11.9
           257  1607    4 20    64 115     3257     2184     1073.      73.8      14.5
           257  1607    5 21    64 114     2546     2065      481.      67.9       7.1
           257  1607    6 22    64 113     3378     2916      462.      79.3       5.8
           257  1607    7 23    64 112     2378     2290       88.      68.3       1.3
           257  1607    8 24    65 119     1542     1437      105.      54.6       1.9
           257  1607    9 25    65 118     1560     1469       91.      55.0       1.7
           257  1607   10 26    65 117     1907     1581      326.      59.1       5.5
           257  1607   11 27    65 116     1957     1580      377.      59.5       6.3
           257  1607   12 28    65 115     2218     1768      450.      63.1       7.1
           257  1607   13 29    65 114     1997     2003       -6.      63.2      -0.1
           257  1607   14 30    65 113     3109     2140      969.      72.4      13.4
           257  1607   15 31    65 112     2377     1971      406.      65.9       6.2
 
 >>Cream   258  1613    0 16    64 111     2970     2524      446.      74.1       6.0
           258  1613    1 17    64 110     4862     2449     2413.      85.5      28.2
           258  1613    2 18    64 109     2380     2422      -42.      69.3      -0.6
           258  1613    3 19    64 108     2480     2989     -509.      74.0      -6.9
           258  1613    4 20    64 107     3644     3975     -331.      87.3      -3.8
           258  1613    5 21    64 106     3396     3186      210.      81.1       2.6
           258  1613    6 22    64 105     3949     3624      325.      87.0       3.7
           258  1613    7 23    64 104     4070     3781      289.      88.6       3.3
           258  1613    8 24    65 111     2644     2415      229.      71.1       3.2
           258  1613    9 25    65 110     2849     2524      325.      73.3       4.4
           258  1613   10 26    65 109     2654     2329      325.      70.6       4.6
           258  1613   11 27    65 108     2852     3226     -374.      78.0      -4.8
           258  1613   12 28    65 107     4294     3243     1051.      86.8      12.1
           258  1613   13 29    65 106     3665     3979     -314.      87.4      -3.6
           258  1613   14 30    65 105  2798982     3837  2795145.    1674.2    1669.6
           258  1613   15 31    65 104     3894     3830       64.      87.9       0.7
 
 >>Cream   259  1617    0 16    64 103     3543     4582    -1039.      90.1     -11.5
           259  1617    1 17    64 102     4383     4703     -320.      95.3      -3.4
           259  1617    2 18    64 101     4709     4853     -144.      97.8      -1.5
           259  1617    3 19    64 100     4205     4861     -656.      95.2      -6.9
           259  1617    4 20    64  99     5202     6052     -850.     106.1      -8.0
           259  1617    5 21    64  98     6163     5716      447.     109.0       4.1
           259  1617    6 22    64  97     6263     9765    -3502.     126.6     -27.7
           259  1617    7 23    64  96     6997     7090      -93.     118.7      -0.8
           259  1617    8 24    65 103     5150     5209      -59.     101.8      -0.6
           259  1617    9 25    65 102     3722     5174    -1452.      94.3     -15.4
           259  1617   10 26    65 101     4824     4740       84.      97.8       0.9
           259  1617   11 27    65 100     5003     4763      240.      98.8       2.4
           259  1617   12 28    65  99     5769     5840      -71.     107.7      -0.7
           259  1617   13 29    65  98     6130     5556      574.     108.1       5.3
           259  1617   14 30    65  97    57771     5917    51854.     252.4     205.5
           259  1617   15 31    65  96     9236     6718     2518.     126.3      19.9
 
 >>Cream   260  1703    0 16    64  95     6905     7415     -510.     119.7      -4.3
           260  1703    1 17    64  94     8800     8323      477.     130.9       3.6
           260  1703    2 18    64  93     9255     9593     -338.     137.3      -2.5
           260  1703    3 19    64  92     9652     8593     1059.     135.1       7.8
           260  1703    4 20    64  91   165075    10722   154353.     419.3     368.1
           260  1703    5 21    64  90    11588    11393      195.     151.6       1.3
           260  1703    6 22    64  89    13547    14952    -1405.     168.8      -8.3
           260  1703    7 23    64  88    13526    13366      160.     164.0       1.0
           260  1703    8 24    65  95     7325     6973      352.     119.6       2.9
           260  1703    9 25    65  94    10044     8287     1757.     135.4      13.0
           260  1703   10 26    65  93     8417     8451      -34.     129.9      -0.3
           260  1703   11 27    65  92    10942     9256     1686.     142.1      11.9
           260  1703   12 28    65  91    18985     9440     9545.     168.6      56.6
           260  1703   13 29    65  90    11899    10795     1104.     150.6       7.3
           260  1703   14 30    65  89    13042    12076      966.     158.5       6.1
           260  1703   15 31    65  88    21400    13040     8360.     185.6      45.0
 
 >>Cream   261  1707    0 16    64  87    14512    15873    -1361.     174.3      -7.8
           261  1707    1 17    64  86    17033    15651     1382.     180.8       7.6
           261  1707    2 18    64  85    19628    17586     2042.     192.9      10.6
           261  1707    3 19    64  84    22581    21680      901.     210.4       4.3
           261  1707    4 20    64  83    23461    23632     -171.     217.0      -0.8
           261  1707    5 21    64  82    27919    27149      770.     234.7       3.3
           261  1707    6 22    64  81    31290    31379      -89.     250.3      -0.4
           261  1707    7 23    64  80    34289    36608    -2319.     266.3      -8.7
           261  1707    8 24    65  87    15816    14912      904.     175.3       5.2
           261  1707    9 25    65  86    18885    16750     2135.     188.8      11.3
           261  1707   10 26    65  85    18566    18175      391.     191.7       2.0
           261  1707   11 27    65  84    22422    20144     2278.     206.3      11.0
           261  1707   12 28    65  83    23770    23841      -71.     218.2      -0.3
           261  1707   13 29    65  82    25906    27387    -1481.     230.9      -6.4
           261  1707   14 30    65  81    37884    28401     9483.     257.5      36.8
           261  1707   15 31    65  80    42630    33282     9348.     275.5      33.9
 
 >>Cream   262  1713    0 16    64  79    40272    42038    -1766.     286.9      -6.2
           262  1713    1 17    64  78    46874    44763     2111.     302.7       7.0
           262  1713    2 18    64  77    54426    56645    -2219.     333.3      -6.7
           262  1713    3 19    64  76    61984    66885    -4901.     359.0     -13.7
           262  1713    4 20    64  75    77417    81401    -3984.     398.5     -10.0
           262  1713    5 21    64  74    80549    76864     3685.     396.8       9.3
           262  1713    6 22    64  73    87598    92217    -4619.     424.0     -10.9
           262  1713    7 23    64  72    85206    95310   -10104.     424.9     -23.8
           262  1713    8 24    65  79    37585    36357     1228.     271.9       4.5
           262  1713    9 25    65  78    49266    44906     4360.     306.9      14.2
           262  1713   10 26    65  77    55590    56018     -428.     334.1      -1.3
           262  1713   11 27    65  76    66001    73599    -7598.     373.6     -20.3
           262  1713   12 28    65  75    80570    74069     6501.     393.2      16.5
           262  1713   13 29    65  74    82120    82953     -833.     406.3      -2.1
           262  1713   14 30    65  73    90464    91835    -1371.     427.0      -3.2
           262  1713   15 31    65  72    90297    94027    -3730.     429.3      -8.7
 
 >>Cream   263  1717    0 16    64  71    92168   101375    -9207.     439.9     -20.9
           263  1717    1 17    64  70    95465   105132    -9667.     447.9     -21.6
           263  1717    2 18    64  69   115365   118781    -3416.     483.9      -7.1
           263  1717    3 19    64  68        0        0        0.       0.0       0.0
           263  1717    4 20    64  67        0        0        0.       0.0       0.0
           263  1717    5 21    64  66        0        0        0.       0.0       0.0
           263  1717    6 22    64  65        0        0        0.       0.0       0.0
           263  1717    7 23    64  64        0        0        0.       0.0       0.0
           263  1717    8 24    65  71    90274    97998    -7724.     433.9     -17.8
           263  1717    9 25    65  70   104435   102917     1518.     455.4       3.3
           263  1717   10 26    65  69   140929   116137    24792.     507.0      48.9
           263  1717   11 27    65  68        0   148556  -148556.     385.4    -385.4
           263  1717   12 28    65  67        0        0        0.       0.0       0.0
           263  1717   13 29    65  66        0        0        0.       0.0       0.0
           263  1717   14 30    65  65        0        0        0.       0.0       0.0
           263  1717   15 31    65  64        0        0        0.       0.0       0.0
 
 >>Cream   264  1803    0 16    64  63        0        0        0.       0.0       0.0
           264  1803    1 17    64  62        0        0        0.       0.0       0.0
           264  1803    2 18    64  61        0        0        0.       0.0       0.0
           264  1803    3 19    64  60        0        0        0.       0.0       0.0
           264  1803    4 20    64  59        0        0        0.       0.0       0.0
           264  1803    5 21    64  58   111566   119395    -7829.     480.6     -16.3
           264  1803    6 22    64  57   107986   103351     4635.     459.7      10.1
           264  1803    7 23    64  56    96626   108277   -11651.     452.7     -25.7
           264  1803    8 24    65  63        0        0        0.       0.0       0.0
           264  1803    9 25    65  62        0        0        0.       0.0       0.0
           264  1803   10 26    65  61        0        0        0.       0.0       0.0
           264  1803   11 27    65  60        0        0        0.       0.0       0.0
           264  1803   12 28    65  59        0   151801  -151801.     389.6    -389.6
           264  1803   13 29    65  58   128062   116110    11952.     494.1      24.2
           264  1803   14 30    65  57   102768   113864   -11096.     465.4     -23.8
           264  1803   15 31    65  56   100488   105120    -4632.     453.4     -10.2
 
 >>Cream   265  1807    0 16    64  55    93054   108588   -15534.     449.0     -34.6
           265  1807    1 17    64  54    96921   106988   -10067.     451.6     -22.3
           265  1807    2 18    64  53    85393    88566    -3173.     417.1      -7.6
           265  1807    3 19    64  52    88950    85887     3063.     418.1       7.3
           265  1807    4 20    64  51    67547    71206    -3659.     372.5      -9.8
           265  1807    5 21    64  50    58418    59592    -1174.     343.5      -3.4
           265  1807    6 22    64  49    50414    49848      566.     316.6       1.8
           265  1807    7 23    64  48    45436   101963   -56527.     383.9    -147.2
           265  1807    8 24    65  55    99011   106826    -7815.     453.7     -17.2
           265  1807    9 25    65  54   108872   104260     4612.     461.7      10.0
           265  1807   10 26    65  53    90373    96363    -5990.     432.1     -13.9
           265  1807   11 27    65  52    86014    77626     8388.     404.5      20.7
           265  1807   12 28    65  51    74507    68379     6128.     378.0      16.2
           265  1807   13 29    65  50    57853    56988      865.     338.9       2.6
           265  1807   14 30    65  49    53305    48455     4850.     319.0      15.2
           265  1807   15 31    65  48    52056    45775     6281.     312.8      20.1
 
 >>Cream   266  1813    0 16    64  47    38313    39469    -1156.     278.9      -4.1
           266  1813    1 17    64  46    33072    36690    -3618.     264.1     -13.7
           266  1813    2 18    64  45    29355    28646      709.     240.8       2.9
           266  1813    3 19    64  44    26020    26375     -355.     228.9      -1.6
           266  1813    4 20    64  43    24213    22305     1908.     215.7       8.8
           266  1813    5 21    64  42    22141    20851     1290.     207.3       6.2
           266  1813    6 22    64  41    20228    18810     1418.     197.6       7.2
           266  1813    7 23    64  40    19797    20244     -447.     200.1      -2.2
           266  1813    8 24    65  47       57    37997   -37940.     195.1    -194.5
           266  1813    9 25    65  46    40431    31431     9000.     268.1      33.6
           266  1813   10 26    65  45    30777    28179     2598.     242.8      10.7
           266  1813   11 27    65  44    25355    23980     1375.     222.1       6.2
           266  1813   12 28    65  43    24060    24899     -839.     221.3      -3.8
           266  1813   13 29    65  42    22618    20397     2221.     207.4      10.7
           266  1813   14 30    65  41    18038    18506     -468.     191.2      -2.4
           266  1813   15 31    65  40    16526    17406     -880.     184.2      -4.8
 
 >>Cream   267  1817    0 16    64  39    14080    14718     -638.     169.7      -3.8
           267  1817    1 17    64  38    13794    13790        4.     166.1       0.0
           267  1817    2 18    64  37    11281    12582    -1301.     154.5      -8.4
           267  1817    3 19    64  36    25419    12946    12473.     195.9      63.7
           267  1817    4 20    64  35    13365    11131     2234.     156.5      14.3
           267  1817    5 21    64  34    10480     9141     1339.     140.1       9.6
           267  1817    6 22    64  33    11623     9098     2525.     143.9      17.5
           267  1817    7 23    64  32     8252     8648     -396.     130.0      -3.0
           267  1817    8 24    65  39    15653    13873     1780.     171.8      10.4
           267  1817    9 25    65  38    13256    13126      130.     162.4       0.8
           267  1817   10 26    65  37    12951    12527      424.     159.6       2.7
           267  1817   11 27    65  36    11639    11347      292.     151.6       1.9
           267  1817   12 28    65  35    11774    10668     1106.     149.8       7.4
           267  1817   13 29    65  34     9921     9586      335.     139.7       2.4
           267  1817   14 30    65  33     9278     8670      608.     134.0       4.5
           267  1817   15 31    65  32     7622     7565       57.     123.2       0.5
 
 >>Cream   268  1903    0 16    64  31     7706     8542     -836.     127.5      -6.6
           268  1903    1 17    64  30     6826     7683     -857.     120.5      -7.1
           268  1903    2 18    64  29     7086     6746      340.     117.6       2.9
           268  1903    3 19    64  28     6071     6053       18.     110.1       0.2
           268  1903    4 20    64  27     5516     6059     -543.     107.6      -5.0
           268  1903    5 21    64  26     5596     5069      527.     103.3       5.1
           268  1903    6 22    64  25     4743     5721     -978.     102.3      -9.6
           268  1903    7 23    64  24     4223     4242      -19.      92.0      -0.2
           268  1903    8 24    65  31     7046     6710      336.     117.3       2.9
           268  1903    9 25    65  30     7486     6933      553.     120.1       4.6
           268  1903   10 26    65  29     6197     5947      250.     110.2       2.3
           268  1903   11 27    65  28     6660     5916      744.     112.1       6.6
           268  1903   12 28    65  27     5613     5327      286.     104.6       2.7
           268  1903   13 29    65  26     4936     4842       94.      98.9       1.0
           268  1903   14 30    65  25     4643     4735      -92.      96.8      -1.0
           268  1903   15 31    65  24     4431     4188      243.      92.8       2.6
 
 >>Cream   269  1907    0 16    64  23     3613     4773    -1160.      91.6     -12.7
           269  1907    1 17    64  22     3956     4856     -900.      93.9      -9.6
           269  1907    2 18    64  21     3408     3767     -359.      84.7      -4.2
           269  1907    3 19    64  20     3085     5402    -2317.      92.1     -25.2
           269  1907    4 20    64  19     3263     3104      159.      79.8       2.0
           269  1907    5 21    64  18     2665     2808     -143.      74.0      -1.9
           269  1907    6 22    64  17     3136     2612      524.      75.8       6.9
           269  1907    7 23    64  16     2433     2313      120.      68.9       1.7
           269  1907    8 24    65  23     4119     4035       84.      90.3       0.9
           269  1907    9 25    65  22     4181     3699      482.      88.8       5.4
           269  1907   10 26    65  21     3844     3519      325.      85.8       3.8
           269  1907   11 27    65  20     3240     3357     -117.      81.2      -1.4
           269  1907   12 28    65  19     3414     3196      218.      81.3       2.7
           269  1907   13 29    65  18     2735     2873     -138.      74.9      -1.8
           269  1907   14 30    65  17     2988     2968       20.      77.2       0.3
           269  1907   15 31    65  16     2323     2586     -263.      70.1      -3.8
 
 >>Cream   270  1913    0 16    64  15     2678     2332      346.      70.8       4.9
           270  1913    1 17    64  14     2436     2574     -138.      70.8      -1.9
           270  1913    2 18    64  13     2371     2315       56.      68.5       0.8
           270  1913    3 19    64  12     2215     2317     -102.      67.3      -1.5
           270  1913    4 20    64  11     2337     1904      433.      65.1       6.6
           270  1913    5 21    64  10     2101     1875      226.      63.1       3.6
           270  1913    6 22    64   9     2043     1692      351.      61.1       5.7
           270  1913    7 23    64   8     1482     1546      -64.      55.0      -1.2
           270  1913    8 24    65  15     2717     2394      323.      71.5       4.5
           270  1913    9 25    65  14     2489     2226      263.      68.7       3.8
           270  1913   10 26    65  13     2403     1897      506.      65.6       7.7
           270  1913   11 27    65  12     2147     1825      322.      63.0       5.1
           270  1913   12 28    65  11     1843     1620      223.      58.8       3.8
           270  1913   13 29    65  10     1908     1695      213.      60.0       3.5
           270  1913   14 30    65   9     1756     4380    -2624.      78.3     -33.5
           270  1913   15 31    65   8     3145     1160     1985.      65.6      30.3
 
 >>Cream   271  1917    0 16    64   7     1419     1428       -9.      53.4      -0.2
           271  1917    1 17    64   6     1105     1987     -882.      55.6     -15.9
           271  1917    2 18    64   5      965     1023      -58.      44.6      -1.3
           271  1917    3 19    64   4     1062     1052       10.      46.0       0.2
           271  1917    4 20    64   3     1046     1026       20.      45.5       0.4
           271  1917    5 21    64   2      861      903      -42.      42.0      -1.0
           271  1917    6 22    64   1      890      811       79.      41.2       1.9
           271  1917    7 23    64   0    37596    10002    27594.     218.2     126.5
           271  1917    8 24    65   7     1098     1116      -18.      47.1      -0.4
           271  1917    9 25    65   6     1092     1170      -78.      47.6      -1.6
           271  1917   10 26    65   5     1115     1082       33.      46.9       0.7
           271  1917   11 27    65   4     1163      815      348.      44.5       7.8
           271  1917   12 28    65   3   766721      966   765755.     876.2     874.0
           271  1917   13 29    65   2      811      745       66.      39.4       1.7
           271  1917   14 30    65   1      718      746      -28.      38.3      -0.7
           271  1917   15 31    65   0    22714     5001    17713.     166.5     106.4
 
 >>Cream   272  1604    0 16    68 127    14547    25227   -10680.     199.4     -53.6
           272  1604    1 17    68 126     1208     1157       51.      48.6       1.0
           272  1604    2 18    68 125      701      783      -82.      38.5      -2.1
           272  1604    3 19    68 124      846     1219     -373.      45.4      -8.2
           272  1604    4 20    68 123     1394     1747     -353.      56.0      -6.3
           272  1604    5 21    68 122      875     4946    -4071.      76.3     -53.4
           272  1604    6 22    68 121     1542     1293      249.      53.2       4.7
           272  1604    7 23    68 120     1610     1000      610.      51.1      11.9
           272  1604    8 24    69 127    20889    16066     4823.     192.2      25.1
           272  1604    9 25    69 126      921      626      295.      39.3       7.5
           272  1604   10 26    69 125      564      913     -349.      38.4      -9.1
           272  1604   11 27    69 124     1089     2510    -1421.      60.0     -23.7
           272  1604   12 28    69 123      901     1153     -252.      45.3      -5.6
           272  1604   13 29    69 122      913      919       -6.      42.8      -0.1
           272  1604   14 30    69 121     1383     1805     -422.      56.5      -7.5
           272  1604   15 31    69 120     1221     1564     -343.      52.8      -6.5
 
 >>Cream   273  1608    0 16    68 119     2159    37338   -35179.     198.7    -177.0
           273  1608    1 17    68 118     1900     1805       95.      60.9       1.6
           273  1608    2 18    68 117     1950     1734      216.      60.7       3.6
           273  1608    3 19    68 116     2322     1966      356.      65.5       5.4
           273  1608    4 20    68 115     2411     1977      434.      66.2       6.6
