CHAPEDES  7000  7999     1    2017_11_18
   49  117    0   400.46    2.09
   50  117    0   400.48    2.15
   51  117    0   398.55    1.97
   52  117    0   402.34    2.09
   53  117    0   396.07    2.07
   54  117    0   402.62    2.31
   55  117    0   402.36    1.87
   56  117    0   398.60    2.04
   57  117    0   403.33    2.08
   58  117    0   399.76    2.40
   59  117    0   402.72    2.01
   60  117    0   401.17    2.13
   61  117    0   398.01    2.18
   62  117    0   401.41    2.16
   63  117    0   398.93    2.13
   64  117    0   401.82    2.03
   65  117    0   401.97    2.17
   66  117    0   403.69    2.18
   67  117    0   403.97    2.07
   68  117    0   401.69    2.15
   69  117    0   400.97    2.08
   70  117    0   402.36    2.10
   71  117    0   401.80    2.13
   72  117    0   401.00    2.15
   73  117    0   402.29    2.52
   74  117    0   399.39    2.14
   75  117    0   401.63    2.10
   76  117    0   404.35    2.60
   77  117    0   396.03    2.18
   78  117    0   401.74    2.21
   79  117    0   399.46    2.25
   80  117    0   399.26    2.40
   81  117    0   400.62    2.10
   82  117    0   398.31    2.03
   83  117    0   397.25    2.36
   84  117    0   399.17    2.30
   85  117    0   402.37    2.52
   86  117    0   396.83    2.40
   87  117    0   399.47    2.29
   88  117    0   398.71    2.61
   89  117    0   404.94    2.43
   90  117    0   398.02    2.66
   91  117    0   399.94    2.76
   92  117    0   403.47    1.95
   93  117    0   397.98    2.92
   94  117    0   397.79    2.09
   95  117    0   401.52    2.32
   96  117    0   399.69    2.84
   97  117    0   400.01    2.10
   98  117    0   400.80    2.32
   99  117    0   400.37    2.11
  100  117   99     0.00    0.00
  101  117   99     0.00    0.00
  102  117   99     0.00    0.00
  103  117   99     0.00    0.00
  104  117   99     0.00    0.00
  105  117   99     0.00    0.00
  106  117   99     0.00    0.00
  107  117   99     0.00    0.00
  108  117   99     0.00    0.00
  109  117   99     0.00    0.00
  110  117   99     0.00    0.00
  111  117   99     0.00    0.00
  112  117   99     0.00    0.00
  113  117   99     0.00    0.00
  114  117   99     0.00    0.00
  115  117   99     0.00    0.00
  116  117   99     0.00    0.00
  117  117   99     0.00    0.00
  118  117   99     0.00    0.00
  119  117   99     0.00    0.00
  120  117   99     0.00    0.00
  121  117   99     0.00    0.00
  122  117   99     0.00    0.00
  123  117   99     0.00    0.00
  124  117   99     0.00    0.00
  125  117   99     0.00    0.00
  126  117   99     0.00    0.00
  127  117   99     0.00    0.00
    0  118   99     0.00    0.00
    1  118   99     0.00    0.00
    2  118   99     0.00    0.00
    3  118   99     0.00    0.00
    4  118   99     0.00    0.00
    5  118   99     0.00    0.00
    6  118   99     0.00    0.00
    7  118   99     0.00    0.00
    8  118   99     0.00    0.00
    9  118   99     0.00    0.00
   10  118   99     0.00    0.00
   11  118   99     0.00    0.00
   12  118   99     0.00    0.00
   13  118   99     0.00    0.00
   14  118   99     0.00    0.00
   15  118   99     0.00    0.00
   16  118   99     0.00    0.00
   17  118   99     0.00    0.00
   18  118   99     0.00    0.00
   19  118   99     0.00    0.00
   20  118   99     0.00    0.00
   21  118   99     0.00    0.00
   22  118   99     0.00    0.00
   23  118   99     0.00    0.00
   24  118   99     0.00    0.00
   25  118   99     0.00    0.00
   26  118   99     0.00    0.00
   27  118   99     0.00    0.00
   28  118   99     0.00    0.00
   29  118    0   399.87    2.32
   30  118    2   403.27    1.24
   31  118    0   385.20    2.36
   32  118    0   389.19    2.12
   33  118    0   398.08    2.06
   34  118    0   400.97    2.12
   35  118    0   401.63    2.01
   36  118    0   398.83    2.23
   37  118    0   402.28    2.16
   38  118    0   398.03    2.14
   39  118    0   401.32    2.01
   40  118    0   402.61    2.20
   41  118    0   401.22    2.13
   42  118    0   401.07    2.13
   43  118    0   399.34    2.26
   44  118    0   399.78    2.14
   45  118    0   399.04    2.11
   46  118    0   400.09    2.10
   47  118    0   399.96    2.24
   48  118    0   403.08    2.10
   49  118    0   404.19    2.05
   50  118    2   399.60    1.08
   51  118    0   405.17    2.06
   52  118    0   400.14    1.77
   53  118    0   399.44    2.09
   54  118    0   396.82    1.98
   55  118    9   401.24    1.28
   56  118    0   398.55    2.08
   57  118    0   398.66    2.11
   58  118    0   398.09    2.14
   59  118    0   401.95    2.19
   60  118    0   394.14    2.19
   61  118    0   402.75    2.21
   62  118    0   401.14    2.10
   63  118    0   397.66    2.18
   64  118    0   402.71    2.05
   65  118    0   399.37    2.16
   66  118    0   419.92    2.11
   67  118    0   401.28    2.07
   68  118    0   400.39    2.29
   69  118    0   403.48    2.19
   70  118    0   401.48    2.17
   71  118    0   400.20    2.08
   72  118    0   402.46    2.10
   73  118    0   398.66    2.32
   74  118    0   403.04    2.13
   75  118    0   399.48    2.15
   76  118    0   385.93    2.79
   77  118    0   403.30    2.29
   78  118    0   398.24    1.98
   79  118    0   399.88    2.11
   80  118    0   398.87    2.23
   81  118    0   402.19    2.12
   82  118    0   397.29    2.08
   83  118    0   398.77    2.22
   84  118    0   397.62    2.27
   85  118    0   382.61    2.63
   86  118    0   401.46    2.26
   87  118    0   402.79    2.69
   88  118    0   399.23    2.75
   89  118    0   397.94    2.59
   90  118    0   399.00    2.87
   91  118    0   401.23    2.86
   92  118    0   401.84    2.08
   93  118    0   402.64    3.12
   94  118    0   397.78    2.19
   95  118    0   399.02    2.15
   96  118    0   394.52    2.01
   97  118    0   401.74    2.11
   98  118    0   398.92    2.17
   99  118   99     0.00    0.00
  100  118   99     0.00    0.00
  101  118   99     0.00    0.00
  102  118   99     0.00    0.00
  103  118   99     0.00    0.00
  104  118   99     0.00    0.00
  105  118   99     0.00    0.00
  106  118   99     0.00    0.00
  107  118   99     0.00    0.00
  108  118   99     0.00    0.00
  109  118   99     0.00    0.00
  110  118   99     0.00    0.00
  111  118   99     0.00    0.00
  112  118   99     0.00    0.00
  113  118   99     0.00    0.00
  114  118   99     0.00    0.00
  115  118   99     0.00    0.00
  116  118   99     0.00    0.00
  117  118   99     0.00    0.00
  118  118   99     0.00    0.00
  119  118   99     0.00    0.00
  120  118   99     0.00    0.00
  121  118   99     0.00    0.00
  122  118   99     0.00    0.00
  123  118   99     0.00    0.00
  124  118   99     0.00    0.00
  125  118   99     0.00    0.00
  126  118   99     0.00    0.00
  127  118   99     0.00    0.00
    0  119   99     0.00    0.00
    1  119   99     0.00    0.00
    2  119   99     0.00    0.00
    3  119   99     0.00    0.00
    4  119   99     0.00    0.00
    5  119   99     0.00    0.00
    6  119   99     0.00    0.00
    7  119   99     0.00    0.00
    8  119   99     0.00    0.00
    9  119   99     0.00    0.00
   10  119   99     0.00    0.00
   11  119   99     0.00    0.00
   12  119   99     0.00    0.00
   13  119   99     0.00    0.00
   14  119   99     0.00    0.00
   15  119   99     0.00    0.00
   16  119   99     0.00    0.00
   17  119   99     0.00    0.00
   18  119   99     0.00    0.00
   19  119   99     0.00    0.00
   20  119   99     0.00    0.00
   21  119   99     0.00    0.00
   22  119   99     0.00    0.00
   23  119   99     0.00    0.00
   24  119   99     0.00    0.00
   25  119   99     0.00    0.00
   26  119   99     0.00    0.00
   27  119   99     0.00    0.00
   28  119   99     0.00    0.00
   29  119   99     0.00    0.00
   30  119    0   399.98    2.47
   31  119    0   403.16    2.32
   32  119    0   402.56    2.07
   33  119    0   409.54    2.07
   34  119    0   401.41    1.97
   35  119    0   399.67    2.02
   36  119    0   402.22    2.11
   37  119    0   402.40    2.13
   38  119    0   399.72    2.14
   39  119    0   402.01    1.81
   40  119    0   403.75    2.23
   41  119    0   398.47    2.19
   42  119    0   399.03    2.13
   43  119    0   400.05    2.15
   44  119    0   405.45    2.21
   45  119    0   401.32    2.19
   46  119    0   400.67    2.49
   47  119    0   401.36    2.28
   48  119    0   400.79    1.99
   49  119    0   400.84    2.16
   50  119    0   402.29    2.17
   51  119    0   402.65    2.07
   52  119    0   406.06    2.20
   53  119    0   400.12    2.08
   54  119    0   401.63    2.08
   55  119    0   399.63    2.22
   56  119    0   403.54    2.10
   57  119    0   399.40    2.12
   58  119    0   398.57    2.20
   59  119    0   403.07    2.14
   60  119    0   401.53    2.32
   61  119    0   384.18    2.07
   62  119    0   403.92    2.21
   63  119    0   403.03    2.20
   64  119    0   403.36    2.13
   65  119    0   401.16    2.06
   66  119    0   401.28    2.18
   67  119    0   400.53    2.12
   68  119    0   403.47    2.27
   69  119    0   403.12    2.11
   70  119    0   410.92    2.89
   71  119    0   400.71    2.01
   72  119    0   400.00    2.19
   73  119    0   400.91    3.21
   74  119    0   396.64    2.17
   75  119    0   390.23    2.16
   76  119    0   402.04    2.73
   77  119    0   390.15    2.74
   78  119    0   411.90    2.11
   79  119    0   402.69    2.08
   80  119    0   401.15    2.22
   81  119    0   401.96    2.07
   82  119    0   400.99    2.15
   83  119    0   400.42    2.03
   84  119    0   402.94    2.85
   85  119    0   400.54    2.34
   86  119    0   399.88    2.77
   87  119    0   401.74    2.14
   88  119    0   404.96    2.26
   89  119    0   399.80    2.51
   90  119    0   406.14    2.48
   91  119    0   399.11    2.29
   92  119    0   399.66    2.73
   93  119    0   395.29    2.40
   94  119    0   400.83    2.17
   95  119    0   401.91    1.93
   96  119    0   398.54    2.28
   97  119    0   398.58    2.09
   98  119   99     0.00    0.00
   99  119   99     0.00    0.00
  100  119   99     0.00    0.00
  101  119   99     0.00    0.00
  102  119   99     0.00    0.00
  103  119   99     0.00    0.00
  104  119   99     0.00    0.00
  105  119   99     0.00    0.00
  106  119   99     0.00    0.00
  107  119   99     0.00    0.00
  108  119   99     0.00    0.00
  109  119   99     0.00    0.00
  110  119   99     0.00    0.00
  111  119   99     0.00    0.00
  112  119   99     0.00    0.00
  113  119   99     0.00    0.00
  114  119   99     0.00    0.00
  115  119   99     0.00    0.00
  116  119   99     0.00    0.00
  117  119   99     0.00    0.00
  118  119   99     0.00    0.00
  119  119   99     0.00    0.00
  120  119   99     0.00    0.00
  121  119   99     0.00    0.00
  122  119   99     0.00    0.00
  123  119   99     0.00    0.00
  124  119   99     0.00    0.00
  125  119   99     0.00    0.00
  126  119   99     0.00    0.00
  127  119   99     0.00    0.00
    0  120   99     0.00    0.00
    1  120   99     0.00    0.00
    2  120   99     0.00    0.00
    3  120   99     0.00    0.00
    4  120   99     0.00    0.00
    5  120   99     0.00    0.00
    6  120   99     0.00    0.00
    7  120   99     0.00    0.00
    8  120   99     0.00    0.00
    9  120   99     0.00    0.00
   10  120   99     0.00    0.00
   11  120   99     0.00    0.00
   12  120   99     0.00    0.00
   13  120   99     0.00    0.00
   14  120   99     0.00    0.00
   15  120   99     0.00    0.00
   16  120   99     0.00    0.00
   17  120   99     0.00    0.00
   18  120   99     0.00    0.00
   19  120   99     0.00    0.00
   20  120   99     0.00    0.00
   21  120   99     0.00    0.00
   22  120   99     0.00    0.00
   23  120   99     0.00    0.00
   24  120   99     0.00    0.00
   25  120   99     0.00    0.00
   26  120   99     0.00    0.00
   27  120   99     0.00    0.00
   28  120   99     0.00    0.00
   29  120   99     0.00    0.00
   30  120   99     0.00    0.00
   31  120   99     0.00    0.00
   32  120    0   403.89    2.18
   33  120    0   395.69    2.06
   34  120    0   403.86    2.12
   35  120    0   401.62    2.06
   36  120    0   401.97    2.23
   37  120    0   404.90    2.19
   38  120    0   401.51    1.98
   39  120    0   401.51    2.06
   40  120    0   400.06    2.13
   41  120    0   402.33    2.08
   42  120    0   401.36    2.13
   43  120    0   400.95    2.10
   44  120    0   410.67    2.19
   45  120    0   398.00    2.15
   46  120    0   406.22    2.05
   47  120    0   401.99    2.09
   48  120    0   409.39    2.01
   49  120    0   399.80    2.56
   50  120    0   402.77    2.23
   51  120    0   400.19    2.04
   52  120    0   398.17    2.01
   53  120    0   400.95    2.20
   54  120    0   400.78    2.25
   55  120    0   400.12    2.11
   56  120    0   400.73    2.53
   57  120    0   400.43    2.27
   58  120    0   398.70    2.13
   59  120    2   402.47    1.09
   60  120    0   402.27    2.08
   61  120    0   401.18    2.12
   62  120    0   412.90    2.11
   63  120    0   402.54    1.95
   64  120    0   399.83    2.09
   65  120    0   399.04    2.06
   66  120    0   394.51    2.24
   67  120    0   404.51    2.11
   68  120    0   402.60    2.25
   69  120    0   385.21    2.09
   70  120    0   403.83    2.10
   71  120    0   400.77    2.13
   72  120    0   401.37    2.21
   73  120    0   404.27    2.16
   74  120    0   402.70    3.08
   75  120    0   403.59    2.04
   76  120    0   399.06    2.80
   77  120    0   401.24    2.11
   78  120    0   401.62    2.11
   79  120    0   404.29    2.04
   80  120    0   399.53    2.75
   81  120    0   399.17    4.55
   82  120    0   400.59    2.34
   83  120    0   401.79    2.57
   84  120    0   398.05    3.05
   85  120    0   402.58    2.54
   86  120    0   401.71    2.39
   87  120    0   405.40    2.51
   88  120    0   401.62    2.83
   89  120    0   397.73    2.12
   90  120    0   397.48    2.51
   91  120    0   398.52    2.47
   92  120    0   402.85    2.32
   93  120    0   400.06    2.29
   94  120    0   399.11    2.08
   95  120    0   401.18    2.08
   96  120   99     0.00    0.00
   97  120   99     0.00    0.00
   98  120   99     0.00    0.00
   99  120   99     0.00    0.00
  100  120   99     0.00    0.00
  101  120   99     0.00    0.00
  102  120   99     0.00    0.00
  103  120   99     0.00    0.00
  104  120   99     0.00    0.00
  105  120   99     0.00    0.00
  106  120   99     0.00    0.00
  107  120   99     0.00    0.00
  108  120   99     0.00    0.00
  109  120   99     0.00    0.00
  110  120   99     0.00    0.00
  111  120   99     0.00    0.00
  112  120   99     0.00    0.00
  113  120   99     0.00    0.00
  114  120   99     0.00    0.00
  115  120   99     0.00    0.00
  116  120   99     0.00    0.00
  117  120   99     0.00    0.00
  118  120   99     0.00    0.00
  119  120   99     0.00    0.00
  120  120   99     0.00    0.00
  121  120   99     0.00    0.00
  122  120   99     0.00    0.00
  123  120   99     0.00    0.00
  124  120   99     0.00    0.00
  125  120   99     0.00    0.00
  126  120   99     0.00    0.00
  127  120   99     0.00    0.00
    0  121   99     0.00    0.00
    1  121   99     0.00    0.00
    2  121   99     0.00    0.00
    3  121   99     0.00    0.00
    4  121   99     0.00    0.00
    5  121   99     0.00    0.00
    6  121   99     0.00    0.00
    7  121   99     0.00    0.00
    8  121   99     0.00    0.00
    9  121   99     0.00    0.00
   10  121   99     0.00    0.00
   11  121   99     0.00    0.00
   12  121   99     0.00    0.00
   13  121   99     0.00    0.00
   14  121   99     0.00    0.00
   15  121   99     0.00    0.00
   16  121   99     0.00    0.00
   17  121   99     0.00    0.00
   18  121   99     0.00    0.00
   19  121   99     0.00    0.00
   20  121   99     0.00    0.00
   21  121   99     0.00    0.00
   22  121   99     0.00    0.00
   23  121   99     0.00    0.00
   24  121   99     0.00    0.00
   25  121   99     0.00    0.00
   26  121   99     0.00    0.00
   27  121   99     0.00    0.00
   28  121   99     0.00    0.00
   29  121   99     0.00    0.00
   30  121   99     0.00    0.00
   31  121   99     0.00    0.00
   32  121    0   399.05    2.28
   33  121    0   399.28    2.13
   34  121    0   399.01    2.19
   35  121    0   398.48    2.11
   36  121    0   400.44    3.13
   37  121    0   397.11    2.08
   38  121    0   402.78    2.11
   39  121    0   403.14    2.13
   40  121    0   400.32    2.18
   41  121    0   397.91    2.15
   42  121    0   400.41    2.11
   43  121    0   410.47    2.63
   44  121    0   399.64    1.95
   45  121    0   397.90    1.97
   46  121    0   399.04    2.13
   47  121    0   400.51    2.17
   48  121    0   403.04    2.08
   49  121    0   398.29    2.22
   50  121    0   399.40    2.27
   51  121    0   398.24    2.19
   52  121    0   400.06    2.26
   53  121    0   399.96    2.20
   54  121    0   398.23    2.39
   55  121    0   400.64    2.17
   56  121    0   382.73    2.52
   57  121    0   399.42    2.22
   58  121    0   401.35    2.21
   59  121    0   400.98    2.14
   60  121    0   398.93    2.15
   61  121    0   399.90    2.11
   62  121    0   398.73    2.24
   63  121    0   400.46    2.07
   64  121    0   403.91    2.30
   65  121    0   406.54    2.34
   66  121    0   399.11    2.49
   67  121    0   402.28    2.10
   68  121    0   401.80    2.20
   69  121    0   401.48    2.19
   70  121    0   401.52    2.25
   71  121    0   393.47    2.23
   72  121    0   397.06    2.25
   73  121    0   401.24    2.06
   74  121    0   401.75    2.68
   75  121    0   400.03    2.04
   76  121    0   397.09    2.56
   77  121    0   405.56    2.11
   78  121    0   402.96    2.06
   79  121    0   401.83    2.15
   80  121    0   399.37    2.50
   81  121    0   400.96    2.65
   82  121    0   399.44    2.67
   83  121    0   413.84    2.23
   84  121    0   400.15    2.54
   85  121    0   400.56    2.31
   86  121    0   401.39    2.79
   87  121    0   395.72    2.25
   88  121    0   398.78    3.26
   89  121    0   401.96    2.14
   90  121    0   400.45    2.59
   91  121    0   393.77    2.53
   92  121    0   401.71    2.07
   93  121    0   400.85    2.64
   94  121    0   400.61    2.14
   95  121    0   398.70    2.21
   96  121   99     0.00    0.00
   97  121   99     0.00    0.00
   98  121   99     0.00    0.00
   99  121   99     0.00    0.00
  100  121   99     0.00    0.00
  101  121   99     0.00    0.00
  102  121   99     0.00    0.00
  103  121   99     0.00    0.00
  104  121   99     0.00    0.00
  105  121   99     0.00    0.00
  106  121   99     0.00    0.00
  107  121   99     0.00    0.00
  108  121   99     0.00    0.00
  109  121   99     0.00    0.00
  110  121   99     0.00    0.00
  111  121   99     0.00    0.00
  112  121   99     0.00    0.00
  113  121   99     0.00    0.00
  114  121   99     0.00    0.00
  115  121   99     0.00    0.00
  116  121   99     0.00    0.00
  117  121   99     0.00    0.00
  118  121   99     0.00    0.00
  119  121   99     0.00    0.00
  120  121   99     0.00    0.00
  121  121   99     0.00    0.00
  122  121   99     0.00    0.00
  123  121   99     0.00    0.00
  124  121   99     0.00    0.00
  125  121   99     0.00    0.00
  126  121   99     0.00    0.00
  127  121   99     0.00    0.00
    0  122   99     0.00    0.00
    1  122   99     0.00    0.00
    2  122   99     0.00    0.00
    3  122   99     0.00    0.00
    4  122   99     0.00    0.00
    5  122   99     0.00    0.00
    6  122   99     0.00    0.00
    7  122   99     0.00    0.00
    8  122   99     0.00    0.00
    9  122   99     0.00    0.00
   10  122   99     0.00    0.00
   11  122   99     0.00    0.00
   12  122   99     0.00    0.00
   13  122   99     0.00    0.00
   14  122   99     0.00    0.00
   15  122   99     0.00    0.00
   16  122   99     0.00    0.00
   17  122   99     0.00    0.00
   18  122   99     0.00    0.00
   19  122   99     0.00    0.00
   20  122   99     0.00    0.00
   21  122   99     0.00    0.00
   22  122   99     0.00    0.00
   23  122   99     0.00    0.00
   24  122   99     0.00    0.00
   25  122   99     0.00    0.00
   26  122   99     0.00    0.00
   27  122   99     0.00    0.00
   28  122   99     0.00    0.00
   29  122   99     0.00    0.00
   30  122   99     0.00    0.00
   31  122   99     0.00    0.00
   32  122   99     0.00    0.00
   33  122    0   398.91    2.41
   34  122    9   399.57    1.31
   35  122    0   399.99    2.05
   36  122    0   398.96    2.17
   37  122    0   403.41    2.16
   38  122    0   412.29    2.14
   39  122    0   400.01    2.11
   40  122    0   400.27    2.08
   41  122    0   394.66    2.15
   42  122    0   399.42    2.04
   43  122    0   398.80    2.18
   44  122    0   399.55    2.16
   45  122    0   400.15    2.15
   46  122    0   398.19    2.09
   47  122    0   399.90    2.04
   48  122    0   402.30    2.09
   49  122    0   403.59    2.08
   50  122    0   400.76    1.95
   51  122    0   401.56    2.08
   52  122    0   399.41    1.94
   53  122    0   400.10    2.44
   54  122    0   401.30    2.11
   55  122    0   400.77    2.14
   56  122    0   398.58    2.17
   57  122    0   401.04    1.95
   58  122    0   403.62    2.10
   59  122    0   396.89    2.19
   60  122    0   400.22    2.07
   61  122    0   397.74    2.15
   62  122    0   400.67    2.13
   63  122    0   401.95    2.01
   64  122    0   399.31    2.32
   65  122    0   400.43    2.09
   66  122    0   403.27    2.23
   67  122    0   401.83    2.11
   68  122    0   400.90    2.10
   69  122    0   400.15    2.07
   70  122    0   403.64    2.51
   71  122    0   402.50    2.12
   72  122    0   401.80    2.11
   73  122    0   407.70    2.09
   74  122    0   401.66    2.40
   75  122    0   402.04    2.02
   76  122    0   404.93    2.70
   77  122    0   402.51    2.00
   78  122    0   384.84    1.86
   79  122    0   404.39    2.21
   80  122    0   398.03    2.80
   81  122    0   403.29    2.66
   82  122    0   400.67    2.90
   83  122    0   400.62    2.24
   84  122    0   400.54    2.43
   85  122    0   398.55    2.26
   86  122    0   399.52    2.59
   87  122    0   399.00    2.23
   88  122    0   398.25    2.69
   89  122    0   400.36    2.22
   90  122    0   400.42    2.24
   91  122    0   396.78    2.18
   92  122    0   402.09    2.14
   93  122    0   399.32    2.59
   94  122    0   401.62    2.19
   95  122   99     0.00    0.00
   96  122   99     0.00    0.00
   97  122   99     0.00    0.00
   98  122   99     0.00    0.00
   99  122   99     0.00    0.00
  100  122   99     0.00    0.00
  101  122   99     0.00    0.00
  102  122   99     0.00    0.00
  103  122   99     0.00    0.00
  104  122   99     0.00    0.00
  105  122   99     0.00    0.00
  106  122   99     0.00    0.00
  107  122   99     0.00    0.00
  108  122   99     0.00    0.00
  109  122   99     0.00    0.00
  110  122   99     0.00    0.00
  111  122   99     0.00    0.00
  112  122   99     0.00    0.00
  113  122   99     0.00    0.00
  114  122   99     0.00    0.00
  115  122   99     0.00    0.00
  116  122   99     0.00    0.00
  117  122   99     0.00    0.00
  118  122   99     0.00    0.00
  119  122   99     0.00    0.00
  120  122   99     0.00    0.00
  121  122   99     0.00    0.00
  122  122   99     0.00    0.00
  123  122   99     0.00    0.00
  124  122   99     0.00    0.00
  125  122   99     0.00    0.00
  126  122   99     0.00    0.00
  127  122   99     0.00    0.00
    0  123   99     0.00    0.00
    1  123   99     0.00    0.00
    2  123   99     0.00    0.00
    3  123   99     0.00    0.00
    4  123   99     0.00    0.00
    5  123   99     0.00    0.00
    6  123   99     0.00    0.00
    7  123   99     0.00    0.00
    8  123   99     0.00    0.00
    9  123   99     0.00    0.00
   10  123   99     0.00    0.00
   11  123   99     0.00    0.00
   12  123   99     0.00    0.00
   13  123   99     0.00    0.00
   14  123   99     0.00    0.00
   15  123   99     0.00    0.00
   16  123   99     0.00    0.00
   17  123   99     0.00    0.00
   18  123   99     0.00    0.00
   19  123   99     0.00    0.00
   20  123   99     0.00    0.00
   21  123   99     0.00    0.00
   22  123   99     0.00    0.00
   23  123   99     0.00    0.00
   24  123   99     0.00    0.00
   25  123   99     0.00    0.00
   26  123   99     0.00    0.00
   27  123   99     0.00    0.00
   28  123   99     0.00    0.00
   29  123   99     0.00    0.00
   30  123   99     0.00    0.00
   31  123   99     0.00    0.00
   32  123   99     0.00    0.00
   33  123   99     0.00    0.00
   34  123    0   402.12    2.60
   35  123    0   398.65    2.17
   36  123    0   398.40    2.14
   37  123    0   398.38    2.34
   38  123    0   399.17    2.18
   39  123    0   401.33    2.11
   40  123    0   400.32    2.06
   41  123    0   402.20    2.19
   42  123    0   402.08    2.12
   43  123    0   399.75    2.33
   44  123    0   400.24    2.21
   45  123    0   398.39    2.19
   46  123    0   399.12    2.28
   47  123    0   399.71    2.12
   48  123    0   403.91    2.15
   49  123    0   403.28    2.15
   50  123    0   401.65    2.43
   51  123    0   403.46    2.12
   52  123    0   409.35    2.07
   53  123    0   397.03    2.30
   54  123    0   398.79    2.05
   55  123    0   398.94    2.10
   56  123    0   397.50    2.18
   57  123    0   404.14    2.19
   58  123    0   404.00    2.23
   59  123    0   396.80    2.14
   60  123    0   399.81    2.16
   61  123    0   400.77    2.23
   62  123    0   402.18    2.16
   63  123    0   398.37    2.09
   64  123    0   385.44    2.19
   65  123    0   402.79    2.18
   66  123    0   410.48    2.31
   67  123    0   399.36    2.07
   68  123    0   400.77    2.21
   69  123    0   398.91    2.08
   70  123    0   400.93    2.19
   71  123    0   405.09    2.20
   72  123    0   402.45    2.20
   73  123    0   399.67    2.21
   74  123    0   397.06    2.25
   75  123    0   404.08    2.05
   76  123    0   403.48    2.86
   77  123    0   394.91    2.20
   78  123    0   401.80    2.08
   79  123    0   404.96    2.66
   80  123    0   395.28    2.51
   81  123    0   399.25    2.33
   82  123    0   402.43    2.31
   83  123    0   400.78    2.60
   84  123    0   400.98    2.60
   85  123    0   396.87    2.75
   86  123    0   399.34    2.50
   87  123    0   398.97    2.25
   88  123    0   398.98    2.78
   89  123    0   398.86    2.17
   90  123    0   400.32    2.67
   91  123    0   399.55    2.84
   92  123    0   398.77    2.10
   93  123    0   399.39    2.58
   94  123   99     0.00    0.00
   95  123   99     0.00    0.00
   96  123   99     0.00    0.00
   97  123   99     0.00    0.00
   98  123   99     0.00    0.00
   99  123   99     0.00    0.00
  100  123   99     0.00    0.00
  101  123   99     0.00    0.00
  102  123   99     0.00    0.00
  103  123   99     0.00    0.00
  104  123   99     0.00    0.00
  105  123   99     0.00    0.00
  106  123   99     0.00    0.00
  107  123   99     0.00    0.00
  108  123   99     0.00    0.00
  109  123   99     0.00    0.00
  110  123   99     0.00    0.00
  111  123   99     0.00    0.00
  112  123   99     0.00    0.00
  113  123   99     0.00    0.00
  114  123   99     0.00    0.00
  115  123   99     0.00    0.00
  116  123   99     0.00    0.00
  117  123   99     0.00    0.00
  118  123   99     0.00    0.00
  119  123   99     0.00    0.00
  120  123   99     0.00    0.00
  121  123   99     0.00    0.00
  122  123   99     0.00    0.00
  123  123   99     0.00    0.00
  124  123   99     0.00    0.00
  125  123   99     0.00    0.00
  126  123   99     0.00    0.00
  127  123   99     0.00    0.00
    0  124   99     0.00    0.00
    1  124   99     0.00    0.00
    2  124   99     0.00    0.00
    3  124   99     0.00    0.00
    4  124   99     0.00    0.00
    5  124   99     0.00    0.00
    6  124   99     0.00    0.00
    7  124   99     0.00    0.00
    8  124   99     0.00    0.00
    9  124   99     0.00    0.00
   10  124   99     0.00    0.00
   11  124   99     0.00    0.00
   12  124   99     0.00    0.00
   13  124   99     0.00    0.00
   14  124   99     0.00    0.00
   15  124   99     0.00    0.00
   16  124   99     0.00    0.00
   17  124   99     0.00    0.00
   18  124   99     0.00    0.00
   19  124   99     0.00    0.00
   20  124   99     0.00    0.00
   21  124   99     0.00    0.00
   22  124   99     0.00    0.00
   23  124   99     0.00    0.00
   24  124   99     0.00    0.00
   25  124   99     0.00    0.00
   26  124   99     0.00    0.00
   27  124   99     0.00    0.00
   28  124   99     0.00    0.00
   29  124   99     0.00    0.00
   30  124   99     0.00    0.00
   31  124   99     0.00    0.00
   32  124   99     0.00    0.00
   33  124   99     0.00    0.00
   34  124   99     0.00    0.00
   35  124    0   400.39    2.60
   36  124    0   400.33    2.39
   37  124    0   403.55    2.08
   38  124    0   398.26    2.12
   39  124    0   399.84    2.14
   40  124    0   402.45    2.43
   41  124    0   390.84    2.23
   42  124    0   402.90    2.02
   43  124    0   401.45    2.10
   44  124    0   399.81    2.23
   45  124    0   424.44    2.19
   46  124    0   397.43    2.24
   47  124    0   399.20    2.20
   48  124    0   400.20    2.05
   49  124    0   397.41    2.07
   50  124    0   401.53    1.97
   51  124    0   402.47    2.02
   52  124    0   401.91    2.07
   53  124    0   399.53    2.16
   54  124    0   398.39    2.18
   55  124    0   398.95    2.13
   56  124    0   403.40    2.13
   57  124    0   399.66    2.11
   58  124    0   401.20    2.12
   59  124    0   403.19    2.28
   60  124    0   393.75    2.15
   61  124    0   401.67    2.17
   62  124    0   399.88    2.16
   63  124    0   397.16    2.13
   64  124    0   401.08    2.09
   65  124    0   404.91    2.13
   66  124    0   398.15    2.49
   67  124    0   399.16    2.30
   68  124    0   403.10    2.13
   69  124    0   386.49    2.16
   70  124    0   400.52    2.22
   71  124    0   402.37    2.32
   72  124    0   401.92    2.10
   73  124    0   398.87    2.06
   74  124    0   398.16    2.25
   75  124    0   402.24    2.06
   76  124    0   402.00    2.94
   77  124    0   406.27    1.98
   78  124    0   398.62    2.09
   79  124    0   401.26    2.75
   80  124    0   397.75    2.59
   81  124    0   396.70    2.62
   82  124    0   402.10    3.20
   83  124    0   400.55    2.40
