CHAPEDES  7000  7999     1    2017_11_18
  119   22   99     0.00    0.00
  120   22   99     0.00    0.00
  121   22   99     0.00    0.00
  122   22   99     0.00    0.00
  123   22   99     0.00    0.00
  124   22   99     0.00    0.00
  125   22   99     0.00    0.00
  126   22   99     0.00    0.00
  127   22   99     0.00    0.00
    0   23   99     0.00    0.00
    1   23   99     0.00    0.00
    2   23   99     0.00    0.00
    3   23   99     0.00    0.00
    4   23   99     0.00    0.00
    5   23   99     0.00    0.00
    6   23   99     0.00    0.00
    7   23   99     0.00    0.00
    8   23   99     0.00    0.00
    9   23   99     0.00    0.00
   10   23   99     0.00    0.00
   11   23   99     0.00    0.00
   12   23   99     0.00    0.00
   13   23   99     0.00    0.00
   14   23   99     0.00    0.00
   15   23   99     0.00    0.00
   16   23    0   402.51    4.51
   17   23    0   403.70    2.14
   18   23    0   401.14    2.22
   19   23    0   399.55    2.33
   20   23    0   403.63    2.54
   21   23    0   401.91    2.05
   22   23    0   404.18    2.19
   23   23    0   402.10    2.30
   24   23    0   400.99    2.10
   25   23    0   402.49    2.13
   26   23    0   398.47    2.51
   27   23    0   401.37    2.86
   28   23    0   401.99    2.09
   29   23    0   399.62    2.44
   30   23    0   400.11    2.07
   31   23    0   401.24    2.07
   32   23    0   402.40    2.10
   33   23    0   409.62    2.13
   34   23    0   408.14    2.10
   35   23    0   384.52    2.17
   36   23    0   399.30    2.07
   37   23    0   400.19    2.12
   38   23    0   399.90    1.96
   39   23    0   397.97    2.15
   40   23    0   400.58    1.99
   41   23    0   398.92    2.14
   42   23    0   401.64    2.13
   43   23    0   402.03    1.91
   44   23    0   404.95    2.19
   45   23    0   405.11    2.21
   46   23    0   400.98    2.04
   47   23    0   403.31    2.25
   48   23    0   400.43    2.09
   49   23    0   401.25    2.17
   50   23    0   403.90    2.25
   51   23    0   401.15    2.07
   52   23    0   400.89    2.09
   53   23    0   398.24    2.11
   54   23    0   401.77    2.20
   55   23    0   401.44    2.18
   56   23    0   402.49    2.14
   57   23    0   402.18    2.08
   58   23    0   400.99    2.32
   59   23    0   393.70    2.48
   60   23    0   402.42    2.13
   61   23    0   402.17    2.20
   62   23    0   405.23    2.28
   63   23    0   401.04    2.16
   64   23    0   397.37    2.14
   65   23    0   402.44    2.09
   66   23    0   401.68    2.27
   67   23    0   400.96    2.09
   68   23    0   400.26    2.11
   69   23    0   397.75    2.08
   70   23    0   400.05    2.15
   71   23    0   398.64    2.12
   72   23    0   402.37    1.92
   73   23    0   400.19    2.17
   74   23    0   400.94    2.11
   75   23    0   399.26    2.11
   76   23    0   401.37    2.18
   77   23    0   400.26    2.44
   78   23    0   399.95    2.77
   79   23    0   402.44    2.27
   80   23    0   399.74    2.34
   81   23    0   399.63    2.77
   82   23    0   401.25    2.25
   83   23    0   400.04    2.53
   84   23    0   398.25    2.08
   85   23    0   402.12    2.12
   86   23    0   401.13    2.40
   87   23    0   403.39    2.39
   88   23    0   399.16    2.24
   89   23    0   397.93    2.57
   90   23    0   399.33    2.14
   91   23    0   399.99    2.10
   92   23    0   405.34    2.06
   93   23    0   401.59    2.10
   94   23    0   401.18    2.09
   95   23    0   402.52    2.00
   96   23    0   400.73    2.08
   97   23    0   376.97    2.38
   98   23    0   401.29    2.15
   99   23    0   402.95    2.11
  100   23    0   402.35    2.07
  101   23    0   401.70    2.14
  102   23    0   403.12    2.03
  103   23    0   397.98    2.06
  104   23    0   400.80    2.02
  105   23    0   400.99    2.04
  106   23    0   400.65    2.15
  107   23    0   397.49    2.32
  108   23    0   396.78    2.33
  109   23    0   401.15    2.22
  110   23    0   402.66    2.12
  111   23    0   400.34    2.44
  112   23   99     0.00    0.00
  113   23   99     0.00    0.00
  114   23   99     0.00    0.00
  115   23   99     0.00    0.00
  116   23   99     0.00    0.00
  117   23   99     0.00    0.00
  118   23   99     0.00    0.00
  119   23   99     0.00    0.00
  120   23   99     0.00    0.00
  121   23   99     0.00    0.00
  122   23   99     0.00    0.00
  123   23   99     0.00    0.00
  124   23   99     0.00    0.00
  125   23   99     0.00    0.00
  126   23   99     0.00    0.00
  127   23   99     0.00    0.00
    0   24   99     0.00    0.00
    1   24   99     0.00    0.00
    2   24   99     0.00    0.00
    3   24   99     0.00    0.00
    4   24   99     0.00    0.00
    5   24   99     0.00    0.00
    6   24   99     0.00    0.00
    7   24   99     0.00    0.00
    8   24   99     0.00    0.00
    9   24   99     0.00    0.00
   10   24   99     0.00    0.00
   11   24   99     0.00    0.00
   12   24   99     0.00    0.00
   13   24   99     0.00    0.00
   14   24    0   399.05    2.08
   15   24    0   401.40    2.62
   16   24    0   402.22    2.05
   17   24    0   400.92    2.35
   18   24    0   403.31    2.18
   19   24    0   401.76    2.54
   20   24    0   401.32    2.13
   21   24    0   399.06    2.08
   22   24    0   402.17    2.59
   23   24    0   406.64    2.24
   24   24    0   395.86    2.07
   25   24    0   398.38    2.08
   26   24    0   399.47    2.06
   27   24    0   400.98    2.53
   28   24    0   399.04    2.44
   29   24    0   402.33    2.10
   30   24    0   400.82    2.05
   31   24    0   404.87    2.13
   32   24    0   399.51    2.03
   33   24    0   400.19    2.23
   34   24    0   401.71    2.02
   35   24    0   403.25    1.79
   36   24    0   405.51    2.26
   37   24    0   403.67    2.05
   38   24    0   393.56    2.18
   39   24    0   399.92    2.19
   40   24    0   396.89    2.14
   41   24    0   391.19    2.23
   42   24    0   404.23    2.20
   43   24    0   402.44    2.17
   44   24    0   402.75    2.10
   45   24    0   395.51    1.93
   46   24    0   400.92    2.03
   47   24    2   403.99    1.08
   48   24    0   400.08    2.16
   49   24    0   404.10    2.07
   50   24    0   399.13    2.15
   51   24    0   401.05    2.11
   52   24    0   401.03    2.07
   53   24    0   404.64    2.34
   54   24    0   400.20    2.14
   55   24    0   400.91    2.05
   56   24    0   404.00    2.57
   57   24    0   401.01    2.37
   58   24    0   403.99    2.15
   59   24    0   401.06    2.13
   60   24    0   400.21    2.09
   61   24    0   397.49    1.87
   62   24    0   399.87    1.81
   63   24    0   412.91    2.17
   64   24    0   401.47    2.05
   65   24    0   401.16    2.09
   66   24    0   398.47    2.12
   67   24    0   398.91    2.12
   68   24    0   397.64    1.96
   69   24    0   399.47    2.06
   70   24    0   400.50    2.13
   71   24    0   391.66    2.13
   72   24    0   397.44    1.95
   73   24    0   398.78    2.10
   74   24    0   401.43    2.10
   75   24    0   399.18    2.12
   76   24    0   398.82    2.60
   77   24    0   395.45    2.33
   78   24    0   397.93    2.34
   79   24    0   400.06    3.00
   80   24    0   400.19    2.79
   81   24    0   395.11    2.84
   82   24    0   399.94    2.32
   83   24    0   401.20    2.55
   84   24    0   400.95    2.91
   85   24    0   399.14    2.42
   86   24    0   397.79    2.89
   87   24    0   402.19    2.07
   88   24    0   400.72    2.14
   89   24    0   397.39    2.11
   90   24    0   400.38    2.25
   91   24    0   402.30    2.09
   92   24    0   401.07    1.94
   93   24    0   399.78    2.00
   94   24    0   397.18    2.08
   95   24    0   398.40    2.12
   96   24    0   400.32    2.04
   97   24    0   400.19    1.82
   98   24    0   398.68    1.98
   99   24    0   397.36    2.20
  100   24    0   400.93    1.98
  101   24    0   403.69    2.04
  102   24    0   404.25    2.02
  103   24    0   402.64    2.07
  104   24    0   397.41    2.09
  105   24    0   392.49    2.14
  106   24    0   402.20    2.24
  107   24    0   402.01    2.18
  108   24    0   404.31    1.99
  109   24    0   401.80    1.96
  110   24    0   395.97    2.04
  111   24    0   400.54    2.04
  112   24    0   401.24    2.22
  113   24    0   399.75    2.09
  114   24   99     0.00    0.00
  115   24   99     0.00    0.00
  116   24   99     0.00    0.00
  117   24   99     0.00    0.00
  118   24   99     0.00    0.00
  119   24   99     0.00    0.00
  120   24   99     0.00    0.00
  121   24   99     0.00    0.00
  122   24   99     0.00    0.00
  123   24   99     0.00    0.00
  124   24   99     0.00    0.00
  125   24   99     0.00    0.00
  126   24   99     0.00    0.00
  127   24   99     0.00    0.00
    0   25   99     0.00    0.00
    1   25   99     0.00    0.00
    2   25   99     0.00    0.00
    3   25   99     0.00    0.00
    4   25   99     0.00    0.00
    5   25   99     0.00    0.00
    6   25   99     0.00    0.00
    7   25   99     0.00    0.00
    8   25   99     0.00    0.00
    9   25   99     0.00    0.00
   10   25   99     0.00    0.00
   11   25   99     0.00    0.00
   12   25   99     0.00    0.00
   13   25    0   400.05    2.04
   14   25    0   402.30    1.93
   15   25    0   399.85    2.30
   16   25    0   400.36    2.13
   17   25    0   402.02    1.98
   18   25    0   401.30    2.27
   19   25    0   397.02    2.64
   20   25    0   398.99    2.22
   21   25    0   400.98    2.10
   22   25    0   401.07    2.61
   23   25    0   401.65    2.18
   24   25    0   400.71    2.15
   25   25    0   399.35    2.18
   26   25    0   401.89    3.37
   27   25    0   391.62    2.51
   28   25    0   405.48    2.75
   29   25    0   399.91    2.13
   30   25    0   398.43    2.11
   31   25    0   399.91    2.05
   32   25    0   396.95    2.10
   33   25    0   386.47    2.03
   34   25    0   399.68    2.11
   35   25    0   399.63    1.97
   36   25    0   400.78    2.16
   37   25    0   400.37    2.13
   38   25    0   401.13    2.27
   39   25    0   402.16    2.10
   40   25    0   398.87    1.92
   41   25    0   402.34    2.20
   42   25    0   398.78    2.14
   43   25    0   402.97    2.18
   44   25    0   398.78    2.15
   45   25    0   399.36    2.14
   46   25    0   388.14    2.02
   47   25    0   387.55    2.21
   48   25    0   401.10    2.18
   49   25    0   399.25    2.05
   50   25    0   398.44    2.16
   51   25    0   398.25    2.09
   52   25    0   399.06    2.12
   53   25    0   404.90    2.37
   54   25    0   399.69    2.18
   55   25    0   397.32    2.26
   56   25    0   401.68    2.81
   57   25    0   399.34    2.28
   58   25    0   397.35    2.14
   59   25    0   402.16    2.23
   60   25    0   399.75    2.26
   61   25    0   402.01    2.03
   62   25    0   400.66    2.21
   63   25    0   400.32    2.16
   64   25    0   401.20    2.12
   65   25    0   398.24    2.11
   66   25    0   399.34    2.27
   67   25    0   399.79    2.09
   68   25    0   398.97    2.22
   69   25    0   399.84    2.42
   70   25    0   399.29    2.16
   71   25    0   400.54    2.08
   72   25    0   396.60    2.14
   73   25    0   393.89    2.06
   74   25    0   395.87    2.12
   75   25    0   399.40    2.19
   76   25    0   398.57    2.68
   77   25    0   400.80    2.46
   78   25    0   403.02    2.67
   79   25    0   402.18    2.70
   80   25    0   406.26    2.31
   81   25    0   401.08    2.79
   82   25    0   400.52    2.37
   83   25    0   399.92    2.72
   84   25    0   400.31    2.67
   85   25    0   397.93    2.23
   86   25    0   398.24    2.31
   87   25    0   402.82    2.39
   88   25    0   402.19    2.06
   89   25    0   399.66    2.04
   90   25    0   400.70    2.21
   91   25    0   401.41    2.24
   92   25    0   399.16    2.37
   93   25    0   398.59    2.12
   94   25    0   398.30    2.16
   95   25    0   392.82    2.35
   96   25    0   400.21    2.10
   97   25    0   398.67    1.86
   98   25    0   401.29    2.11
   99   25    0   401.88    2.13
  100   25    0   400.45    2.02
  101   25    0   400.59    2.08
  102   25    0   398.77    2.20
  103   25    0   400.63    1.92
  104   25    0   401.38    2.24
  105   25    0   399.49    2.08
  106   25    0   398.87    2.09
  107   25    0   400.71    2.24
  108   25    0   403.94    2.11
  109   25    0   399.73    2.09
  110   25    0   399.20    2.29
  111   25    0   401.62    2.08
  112   25    0   400.85    2.13
  113   25    0   402.05    2.13
  114   25    0   401.62    2.13
  115   25   99     0.00    0.00
  116   25   99     0.00    0.00
  117   25   99     0.00    0.00
  118   25   99     0.00    0.00
  119   25   99     0.00    0.00
  120   25   99     0.00    0.00
  121   25   99     0.00    0.00
  122   25   99     0.00    0.00
  123   25   99     0.00    0.00
  124   25   99     0.00    0.00
  125   25   99     0.00    0.00
  126   25   99     0.00    0.00
  127   25   99     0.00    0.00
    0   26   99     0.00    0.00
    1   26   99     0.00    0.00
    2   26   99     0.00    0.00
    3   26   99     0.00    0.00
    4   26   99     0.00    0.00
    5   26   99     0.00    0.00
    6   26   99     0.00    0.00
    7   26   99     0.00    0.00
    8   26   99     0.00    0.00
    9   26   99     0.00    0.00
   10   26   99     0.00    0.00
   11   26   99     0.00    0.00
   12   26    0   400.12    2.22
   13   26    0   402.60    2.25
   14   26    0   400.88    2.08
   15   26    0   405.17    2.35
   16   26    0   397.88    2.11
   17   26    0   400.37    2.05
   18   26    0   401.33    2.18
   19   26    0   400.34    2.93
   20   26    0   401.44    2.18
   21   26    0   402.98    2.14
   22   26    0   398.95    2.28
   23   26    0   397.12    2.15
   24   26    0   400.22    2.15
   25   26    0   402.68    2.15
   26   26    0   406.86    2.07
   27   26    0   400.71    3.20
   28   26    0   402.28    3.23
   29   26    0   401.98    2.13
   30   26    0   402.84    2.10
   31   26    0   399.44    2.10
   32   26    0   401.13    2.29
   33   26    0   403.65    2.10
   34   26    0   397.74    2.21
   35   26    0   403.15    2.10
   36   26    0   401.09    2.27
   37   26    0   406.08    2.26
   38   26    0   402.87    1.99
   39   26    0   401.79    2.05
   40   26    0   405.33    2.10
   41   26    0   399.01    2.12
   42   26    0   402.25    2.24
   43   26    0   399.07    2.20
   44   26    0   403.12    2.17
   45   26    0   402.74    2.07
   46   26    0   400.43    2.18
   47   26    0   401.87    2.27
   48   26    0   394.83    2.09
   49   26    0   400.76    2.10
   50   26    0   399.52    2.14
   51   26    0   397.46    2.13
   52   26    0   398.66    2.20
   53   26    0   379.64    2.15
   54   26    0   401.53    2.10
   55   26    0   401.09    1.95
   56   26    0   401.70    2.74
   57   26    0   405.93    2.07
   58   26    0   400.68    2.74
   59   26    0   400.87    2.18
   60   26    0   399.32    2.28
   61   26    0   401.89    1.99
   62   26    0   405.32    2.16
   63   26    0   401.77    2.23
   64   26    0   397.94    2.19
   65   26    0   402.39    2.10
   66   26    0   400.21    2.17
   67   26    0   397.88    2.12
   68   26    0   399.86    2.12
   69   26    0   394.25    2.04
   70   26    0   399.47    2.11
   71   26    0   398.54    2.25
   72   26    0   400.28    2.15
   73   26    0   395.57    2.03
   74   26    0   399.91    2.06
   75   26    0   396.63    2.18
   76   26    0   397.98    2.62
   77   26    0   400.83    2.66
   78   26    0   398.70    2.69
   79   26    0   398.90    2.51
   80   26    0   400.70    3.01
   81   26    0   404.47    2.88
   82   26    0   399.61    2.29
   83   26    0   401.56    2.74
   84   26    0   400.64    2.81
   85   26    0   400.11    2.27
   86   26    0   400.09    2.72
   87   26    0   399.73    2.38
   88   26    0   400.92    2.10
   89   26    0   399.76    2.01
   90   26    0   406.00    2.07
   91   26    0   398.60    2.06
   92   26    0   401.17    2.14
   93   26    0   400.71    2.03
   94   26    0   397.07    2.08
   95   26    0   398.25    2.11
   96   26    0   399.09    2.04
   97   26    0   401.32    2.79
   98   26    0   400.54    2.07
   99   26    0   411.96    2.10
  100   26    0   399.90    1.97
  101   26    0   401.51    2.11
  102   26    0   399.06    2.00
  103   26    0   400.64    2.16
  104   26    0   403.22    3.16
  105   26    2   396.57    1.38
  106   26    0   400.90    1.94
  107   26    0   398.69    2.06
  108   26    0   399.56    2.09
  109   26    0   401.79    2.05
  110   26    0   398.27    2.00
  111   26    0   396.17    2.09
  112   26    0   408.00    2.05
  113   26    0   398.42    2.07
  114   26    0   397.85    2.12
  115   26    0   398.20    2.12
  116   26   99     0.00    0.00
  117   26   99     0.00    0.00
  118   26   99     0.00    0.00
  119   26   99     0.00    0.00
  120   26   99     0.00    0.00
  121   26   99     0.00    0.00
  122   26   99     0.00    0.00
  123   26   99     0.00    0.00
  124   26   99     0.00    0.00
  125   26   99     0.00    0.00
  126   26   99     0.00    0.00
  127   26   99     0.00    0.00
    0   27   99     0.00    0.00
    1   27   99     0.00    0.00
    2   27   99     0.00    0.00
    3   27   99     0.00    0.00
    4   27   99     0.00    0.00
    5   27   99     0.00    0.00
    6   27   99     0.00    0.00
    7   27   99     0.00    0.00
    8   27   99     0.00    0.00
    9   27   99     0.00    0.00
   10   27   99     0.00    0.00
   11   27    0   401.50    2.05
   12   27    0   400.76    2.13
   13   27    0   400.86    2.13
   14   27    0   398.39    2.16
   15   27    0   400.09    2.69
   16   27    0   399.06    2.20
   17   27    0   400.05    2.13
   18   27    0   408.63    2.18
   19   27    0   399.91    2.62
   20   27    0   396.87    2.21
   21   27    0   398.71    2.28
   22   27    0   401.44    2.64
   23   27    0   401.35    2.43
   24   27    0   397.70    2.14
   25   27    0   401.13    2.12
   26   27    0   398.09    2.00
   27   27    0   410.75    2.36
   28   27    0   397.23    2.57
   29   27    0   395.46    1.96
   30   27    0   401.93    2.06
   31   27    0   402.46    2.09
   32   27    0   400.45    2.04
   33   27    0   401.29    2.21
   34   27    0   401.28    2.15
   35   27    0   398.89    2.12
   36   27    0   399.80    2.19
   37   27    0   401.21    2.24
   38   27    0   399.83    2.11
   39   27    0   401.58    2.09
   40   27    0   400.39    2.13
   41   27    0   406.15    2.20
   42   27    0   403.71    2.14
   43   27    0   398.17    2.18
   44   27    0   399.64    2.20
   45   27    0   399.70    2.31
   46   27    0   401.32    2.10
   47   27    0   397.94    2.29
   48   27    0   382.52    2.03
   49   27    0   400.60    2.19
   50   27    0   403.32    2.09
   51   27    0   401.49    2.14
   52   27    0   378.42    2.07
   53   27    0   399.22    2.14
   54   27    0   402.28    2.11
   55   27    0   400.45    2.15
   56   27    0   400.30    2.52
   57   27    0   396.85    2.22
   58   27    0   396.49    2.29
   59   27    0   398.78    2.12
   60   27    0   401.61    2.29
   61   27    0   398.96    2.69
   62   27    0   405.67    2.12
   63   27    0   398.86    2.29
   64   27    0   401.64    2.15
   65   27    0   403.56    2.16
   66   27    0   406.27    2.18
   67   27    0   401.08    2.07
   68   27    0   400.21    2.25
   69   27    0   397.87    2.02
   70   27    0   398.92    2.14
   71   27    0   400.06    2.49
   72   27    0   396.99    2.16
   73   27    0   398.03    2.13
   74   27    0   398.32    2.06
   75   27    0   400.19    2.27
   76   27    0   397.03    2.37
   77   27    0   400.32    2.78
   78   27    0   404.61    2.64
   79   27    0   398.28    2.92
   80   27    0   400.19    2.89
   81   27    0   399.92    2.33
   82   27    0   399.22    2.42
   83   27    0   399.26    2.22
   84   27    0   400.60    2.90
   85   27    0   399.61    2.98
   86   27    0   413.86    2.86
   87   27    0   399.24    2.29
   88   27    0   399.78    2.04
   89   27    0   401.81    2.10
   90   27    0   399.66    2.08
   91   27    0   401.28    1.98
   92   27    0   402.95    2.21
   93   27    0   401.59    2.06
   94   27    0   400.73    2.19
   95   27    0   403.58    2.27
   96   27    0   400.11    2.16
   97   27    0   401.10    2.12
   98   27    0   399.42    2.13
   99   27    0   401.94    2.23
  100   27    0   401.13    2.08
  101   27    0   400.70    2.04
  102   27    0   400.52    2.22
  103   27    0   401.20    2.20
  104   27    0   390.70    2.13
  105   27    0   397.23    2.14
  106   27    0   403.25    2.25
  107   27    0   412.96    2.10
  108   27    0   400.58    2.13
  109   27    0   400.17    2.22
  110   27    0   400.86    2.20
  111   27    0   401.10    2.05
  112   27    0   399.20    2.10
  113   27    0   399.95    2.13
  114   27    0   396.53    2.18
  115   27    0   400.49    2.03
  116   27    0   403.00    2.25
  117   27   99     0.00    0.00
  118   27   99     0.00    0.00
  119   27   99     0.00    0.00
  120   27   99     0.00    0.00
  121   27   99     0.00    0.00
  122   27   99     0.00    0.00
  123   27   99     0.00    0.00
  124   27   99     0.00    0.00
  125   27   99     0.00    0.00
  126   27   99     0.00    0.00
  127   27   99     0.00    0.00
    0   28   99     0.00    0.00
    1   28   99     0.00    0.00
    2   28   99     0.00    0.00
    3   28   99     0.00    0.00
    4   28   99     0.00    0.00
    5   28   99     0.00    0.00
    6   28   99     0.00    0.00
    7   28   99     0.00    0.00
    8   28   99     0.00    0.00
    9   28   99     0.00    0.00
   10   28    0   399.24    2.11
   11   28    0   386.78    2.10
   12   28    0   400.94    2.14
   13   28    0   401.12    2.64
   14   28    0   398.87    2.02
   15   28    0   399.94    2.52
   16   28    0   402.50    2.23
   17   28    0   401.58    2.11
   18   28    0   387.00    2.48
   19   28    0   416.94    2.62
   20   28    0   398.99    2.14
   21   28    0   401.07    2.14
   22   28    0   399.86    2.07
   23   28    0   399.87    2.14
   24   28    0   398.84    2.20
   25   28    0   399.97    2.22
   26   28    0   399.78    2.15
   27   28    0   402.48    2.28
   28   28    0   398.84    2.82
   29   28    0   399.48    2.27
   30   28    0   399.69    2.11
   31   28    0   401.49    2.13
   32   28    0   398.81    2.26
   33   28    0   397.71    2.06
   34   28    0   399.83    2.26
   35   28    0   391.29    2.17
   36   28    0   400.42    2.09
   37   28    0   398.47    2.24
   38   28    0   402.25    2.28
   39   28    0   400.86    2.10
   40   28    0   406.33    2.25
   41   28    0   403.28    2.22
   42   28    0   393.43    2.21
   43   28    0   401.27    2.17
   44   28    0   398.96    2.11
   45   28    0   398.72    2.21
   46   28    0   400.66    2.07
   47   28    0   399.89    2.13
   48   28    0   403.14    2.14
   49   28    0   402.53    2.24
   50   28    0   399.54    2.08
   51   28    0   401.18    2.17
   52   28    0   400.75    2.20
   53   28    0   400.94    2.12
   54   28    0   406.60    2.06
   55   28    0   389.18    1.94
   56   28    0   397.58    2.60
   57   28    0   400.78    2.11
   58   28    0   395.50    2.13
   59   28    0   400.75    2.21
   60   28    0   399.05    2.12
   61   28    0   399.80    2.35
   62   28    0   400.40    2.06
   63   28    0   400.22    2.14
   64   28    0   397.52    2.15
   65   28    0   400.48    2.28
   66   28    0   399.00    2.16
   67   28    0   400.06    2.19
   68   28    0   400.20    2.16
   69   28    0   398.14    2.12
   70   28    0   399.04    2.10
   71   28    0   405.02    2.06
   72   28    0   398.62    2.14
   73   28    0   399.84    2.20
   74   28    0   396.55    2.13
   75   28    0   401.31    2.14
   76   28    0   397.76    2.24
   77   28    0   402.14    2.73
   78   28    0   401.62    2.38
   79   28    0   400.37    2.83
   80   28    0   400.18    2.27
   81   28    0   402.04    2.87
   82   28    0   399.51    2.82
   83   28    0   401.69    2.73
   84   28    0   399.71    2.98
   85   28    0   397.54    2.65
   86   28    0   411.30    2.86
   87   28    0   401.07    2.31
   88   28    0   398.79    2.12
   89   28    0   399.16    2.09
   90   28    0   398.03    2.08
   91   28    0   400.35    2.17
   92   28    0   401.03    2.14
   93   28    0   396.65    2.05
   94   28    0   402.76    2.06
   95   28    0   400.84    2.22
   96   28    0   399.21    2.15
   97   28    0   399.17    2.07
   98   28    0   399.95    2.11
   99   28    0   399.94    2.13
  100   28    0   401.45    2.02
  101   28    0   401.52    2.18
  102   28    0   402.30    2.11
  103   28    0   403.98    2.12
  104   28    0   401.14    2.37
  105   28    0   399.62    2.14
  106   28    0   403.12    1.99
  107   28    0   401.52    2.17
  108   28    0   400.91    1.93
  109   28    0   395.73    1.97
  110   28    0   400.74    2.13
  111   28    0   401.39    2.14
  112   28    0   400.36    2.16
  113   28    0   400.00    2.02
  114   28    0   400.55    2.25
  115   28    0   402.63    2.16
  116   28    0   390.72    2.12
  117   28    0   401.36    2.43
  118   28   99     0.00    0.00
  119   28   99     0.00    0.00
  120   28   99     0.00    0.00
  121   28   99     0.00    0.00
  122   28   99     0.00    0.00
  123   28   99     0.00    0.00
  124   28   99     0.00    0.00
  125   28   99     0.00    0.00
  126   28   99     0.00    0.00
  127   28   99     0.00    0.00
    0   29   99     0.00    0.00
    1   29   99     0.00    0.00
    2   29   99     0.00    0.00
    3   29   99     0.00    0.00
    4   29   99     0.00    0.00
    5   29   99     0.00    0.00
    6   29   99     0.00    0.00
    7   29   99     0.00    0.00
    8   29   99     0.00    0.00
    9   29    0   398.62    2.17
   10   29    0   401.77    2.34
   11   29    0   399.15    2.03
   12   29    0   398.26    2.09
   13   29    0   394.25    2.47
   14   29    0   389.75    2.10
   15   29    0   398.21    2.60
   16   29    0   401.34    2.14
   17   29    0   399.28    2.15
   18   29    0   398.88    2.08
   19   29    0   399.92    2.61
   20   29    0   400.13    2.24
   21   29    0   400.02    2.06
   22   29    0   399.24    2.09
   23   29    0   399.59    2.32
   24   29    0   399.17    2.01
   25   29    0   397.27    2.10
   26   29    0   402.26    1.94
   27   29    0   396.92    2.90
   28   29    0   400.20    3.83
   29   29    0   400.78    2.08
   30   29    0   397.52    2.00
   31   29    0   401.83    2.19
   32   29    0   404.18    2.20
   33   29    0   398.89    2.32
   34   29    0   397.60    2.18
   35   29    0   400.01    2.18
   36   29    0   402.24    2.03
   37   29    0   403.78    2.20
   38   29    0   402.12    2.10
   39   29    0   399.76    2.14
   40   29    0   400.69    2.09
   41   29    0   398.59    2.20
   42   29    0   403.24    2.19
   43   29    0   400.39    2.14
   44   29    0   400.58    2.17
   45   29    0   403.44    2.18
   46   29    0   403.11    2.04
   47   29    0   405.66    2.16
   48   29    0   395.03    2.11
   49   29    0   404.17    2.06
   50   29    0   400.62    2.07
   51   29    0   400.79    2.01
   52   29    0   396.62    2.11
   53   29    0   402.73    2.13
   54   29    0   383.62    2.25
   55   29    0   382.39    2.12
   56   29    0   404.51    2.83
   57   29    0   403.33    2.10
   58   29    0   394.94    2.06
   59   29    0   398.69    2.20
   60   29    0   403.88    2.13
   61   29    0   400.83    2.09
   62   29    0   404.86    1.94
   63   29    0   399.27    2.64
   64   29    0   398.32    2.27
   65   29    0   403.18    2.07
   66   29    0   400.47    2.31
   67   29    0   401.41    2.07
   68   29    0   398.12    2.15
   69   29    0   399.68    2.47
   70   29    0   400.31    2.16
   71   29    0   400.18    2.16
   72   29    0   397.65    2.24
   73   29    0   397.85    2.15
   74   29    0   401.47    2.10
   75   29    0   396.96    2.12
   76   29    0   399.67    2.53
   77   29    0   400.67    2.44
   78   29    0   398.05    2.67
   79   29    0   393.63    2.55
   80   29    0   404.50    2.67
   81   29    0   401.37    2.27
   82   29    0   400.74    2.42
   83   29    0   400.11    2.69
   84   29    0   399.39    2.79
   85   29    0   398.86    2.51
   86   29    0   383.24    2.33
   87   29    0   401.05    2.63
   88   29    0   398.12    2.02
   89   29    0   402.14    2.03
   90   29    0   398.86    2.13
   91   29    0   401.38    2.08
   92   29    0   399.57    2.12
   93   29    0   393.13    1.99
   94   29    0   397.08    2.12
   95   29    0   399.69    2.25
   96   29    0   400.40    2.05
   97   29    0   400.35    2.07
   98   29    0   400.83    2.10
   99   29    0   399.87    2.12
  100   29    0   402.52    2.02
  101   29    0   401.32    2.19
  102   29    0   402.37    2.06
  103   29    0   399.51    2.02
  104   29    0   400.25    2.09
  105   29    0   410.67    2.13
  106   29    0   400.97    2.26
  107   29    0   398.66    2.02
  108   29    0   392.27    2.08
  109   29    0   403.06    2.15
  110   29    0   397.79    2.12
  111   29    0   399.93    2.08
  112   29    0   398.07    2.12
  113   29    0   400.12    1.95
  114   29    0   400.03    2.06
  115   29    0   402.25    2.03
  116   29    0   403.51    1.95
  117   29    0   401.33    2.40
  118   29    0   402.69    2.12
  119   29   99     0.00    0.00
  120   29   99     0.00    0.00
  121   29   99     0.00    0.00
  122   29   99     0.00    0.00
  123   29   99     0.00    0.00
  124   29   99     0.00    0.00
  125   29   99     0.00    0.00
  126   29   99     0.00    0.00
  127   29   99     0.00    0.00
    0   30   99     0.00    0.00
    1   30   99     0.00    0.00
    2   30   99     0.00    0.00
    3   30   99     0.00    0.00
    4   30   99     0.00    0.00
    5   30   99     0.00    0.00
    6   30   99     0.00    0.00
    7   30   99     0.00    0.00
    8   30    0   387.76    2.19
    9   30    0   402.29    2.08
   10   30    0   404.97    2.16
   11   30    0   400.94    2.04
   12   30    0   401.26    2.08
   13   30    0   399.73    2.38
   14   30    0   399.63    2.01
   15   30    0   399.02    2.62
   16   30    0   399.12    2.15
   17   30    0   400.58    2.06
   18   30    0   401.06    2.44
   19   30    0   402.68    2.65
   20   30    0   402.42    2.12
   21   30    0   396.78    2.12
   22   30    0   398.51    2.30
   23   30    0   401.79    2.18
   24   30    0   393.23    2.18
   25   30    0   398.78    2.14
