DIGFCONS   500  12     3    2015_03_08
*---  Made with calib-7 ( run 1587, 2015_02_23)
*---  This is the best calib run for the 2014 data
****  The third parameter on the first line (12) is the number of shapes
    7   10       0.514     0.439     0.213   -29.315    10.664    27.171
    7   11       0.537     0.430     0.193   -29.519    11.635    27.625
    7   12       0.561     0.419     0.172   -29.740    12.630    28.102
    7   13       0.586     0.407     0.150   -29.978    13.652    28.601
    7   14       0.611     0.395     0.128   -30.234    14.704    29.122
    7   15       0.637     0.380     0.105   -30.506    15.787    29.664
    7   16       0.664     0.365     0.081   -30.795    16.904    30.228
    7   17       0.691     0.348     0.056   -31.099    18.056    30.815
    7   18       0.720     0.330     0.031   -31.420    19.247    31.423
    7   19       0.749     0.310     0.005   -31.757    20.477    32.053
    7   20       0.779     0.288    -0.022   -32.108    21.750    32.707
    7   21       0.810     0.265    -0.050   -32.475    23.066    33.384
    7   22       0.842     0.239    -0.079   -32.856    24.427    34.086
    7   23       0.875     0.212    -0.109   -33.252    25.836    34.813
    7   24       0.909     0.183    -0.140   -33.662    27.295    35.566
    7   25       0.944     0.152    -0.173   -34.086    28.805    36.348
    8  -25      -0.220     0.179     0.912   -28.371   -24.079    21.951
    8  -24      -0.196     0.209     0.886   -28.378   -22.868    22.084
    8  -23      -0.173     0.236     0.861   -28.396   -21.667    22.200
    8  -22      -0.149     0.262     0.836   -28.421   -20.476    22.303
    8  -21      -0.127     0.286     0.812   -28.450   -19.295    22.391
    8  -20      -0.104     0.309     0.788   -28.480   -18.126    22.467
    8  -19      -0.082     0.330     0.764   -28.509   -16.969    22.533
    8  -18      -0.060     0.349     0.741   -28.535   -15.827    22.589
    8  -17      -0.038     0.366     0.719   -28.555   -14.699    22.638
    8  -16      -0.017     0.383     0.697   -28.570   -13.588    22.682
    8  -15       0.004     0.397     0.676   -28.577   -12.494    22.722
    8  -14       0.025     0.411     0.655   -28.578   -11.419    22.760
    8  -13       0.046     0.423     0.634   -28.573   -10.363    22.799
    8  -12       0.067     0.433     0.614   -28.561    -9.326    22.841
    8  -11       0.087     0.443     0.594   -28.545    -8.310    22.887
    8  -10       0.108     0.451     0.575   -28.525    -7.314    22.941
    8   -9       0.128     0.459     0.556   -28.502    -6.337    23.003
    8   -8       0.148     0.465     0.537   -28.479    -5.380    23.076
    8   -7       0.168     0.471     0.519   -28.457    -4.440    23.162
    8   -6       0.187     0.475     0.501   -28.437    -3.517    23.262
    8   -5       0.207     0.479     0.483   -28.422    -2.610    23.377
    8   -4       0.227     0.481     0.466   -28.413    -1.717    23.510
    8   -3       0.246     0.483     0.448   -28.411    -0.835    23.660
    8   -2       0.266     0.484     0.431   -28.418     0.037    23.830
    8   -1       0.285     0.485     0.413   -28.435     0.902    24.019
    8    0       0.305     0.484     0.396   -28.464     1.761    24.230
    8    1       0.325     0.483     0.379   -28.505     2.617    24.461
    8    2       0.345     0.481     0.361   -28.560     3.473    24.714
    8    3       0.365     0.479     0.343   -28.630     4.331    24.989
    8    4       0.385     0.475     0.326   -28.714     5.194    25.287
    8    5       0.406     0.471     0.307   -28.814     6.064    25.607
    8    6       0.427     0.466     0.289   -28.931     6.944    25.949
    8    7       0.448     0.460     0.270   -29.063     7.836    26.314
    8    8       0.470     0.454     0.251   -29.213     8.742    26.701
    8    9       0.492     0.446     0.232   -29.379     9.666    27.111
    8   10       0.515     0.438     0.212   -29.562    10.609    27.542
    8   11       0.538     0.428     0.191   -29.762    11.574    27.996
    8   12       0.562     0.418     0.170   -29.979    12.564    28.472
    8   13       0.587     0.406     0.148   -30.213    13.579    28.969
    8   14       0.612     0.393     0.126   -30.463    14.623    29.488
    8   15       0.638     0.379     0.103   -30.730    15.698    30.029
    8   16       0.664     0.364     0.079   -31.012    16.806    30.592
    8   17       0.691     0.347     0.055   -31.311    17.948    31.176
    8   18       0.720     0.329     0.030   -31.625    19.128    31.782
    8   19       0.748     0.310     0.003   -31.954    20.346    32.411
    8   20       0.778     0.288    -0.024   -32.298    21.605    33.062
    8   21       0.809     0.266    -0.052   -32.656    22.906    33.737
    8   22       0.841     0.241    -0.080   -33.029    24.251    34.437
    8   23       0.874     0.214    -0.110   -33.416    25.643    35.161
    8   24       0.907     0.186    -0.142   -33.816    27.082    35.913
    8   25       0.942     0.155    -0.174   -34.230    28.571    36.692
    9  -25      -0.221     0.183     0.910   -28.782   -23.853    22.124
    9  -24      -0.196     0.212     0.884   -28.772   -22.654    22.257
    9  -23      -0.172     0.239     0.859   -28.772   -21.464    22.375
    9  -22      -0.149     0.264     0.834   -28.780   -20.285    22.479
    9  -21      -0.126     0.288     0.810   -28.793   -19.117    22.570
    9  -20      -0.104     0.310     0.786   -28.809   -17.960    22.650
    9  -19      -0.081     0.330     0.763   -28.823   -16.816    22.719
    9  -18      -0.059     0.349     0.740   -28.836   -15.686    22.780
    9  -17      -0.038     0.366     0.718   -28.845   -14.571    22.834
    9  -16      -0.016     0.382     0.696   -28.850   -13.473    22.884
    9  -15       0.005     0.397     0.675   -28.849   -12.391    22.930
    9  -14       0.026     0.410     0.654   -28.843   -11.327    22.975
    9  -13       0.047     0.422     0.633   -28.832   -10.282    23.021
    9  -12       0.068     0.432     0.613   -28.817    -9.256    23.069
    9  -11       0.088     0.442     0.594   -28.798    -8.249    23.123
    9  -10       0.108     0.450     0.575   -28.777    -7.261    23.184
    9   -9       0.128     0.457     0.556   -28.755    -6.291    23.253
    9   -8       0.148     0.463     0.537   -28.732    -5.340    23.333
    9   -7       0.168     0.469     0.519   -28.712    -4.406    23.425
    9   -6       0.188     0.473     0.501   -28.695    -3.488    23.531
