# channel, inverse QEq. factor, function
# function:  [0]*TMath::Exp(-([1]-[2]*x)/[3])  +  [4]*[0]*TMath::Exp(-(2.*[5]-([1]-[2]*x))/[3]) - [6]*[0]/(1.+TMath::Exp(([7]+[6]*[2]*x)/[8]))
# 
# Parameters [1], [2], [5] and [6] were fixed in fit. 
# [1]=1278, [5]=1308 channel half lenght parameters
# [2] is determined by orientation of a channel and equals to -1 for bottom and Saleve sides; for top and Jura sides it's +1
# [6]=1 for all half lenght channels, otherwise equals to 0.
#

QPositionFunction= [0]*(TMath::Exp(-([1]-[2]*x)/[3])+[4]*TMath::Exp(-(2.*[5]-([1]-[2]*x))/[3])-[6]/(1.+TMath::Exp(([7]+[6]*[2]*x)/[8])))

101 1.4307 1.34451 1278 -1 1997.87 3.678e-07 2586 0 1 1
102 1.45869 0.85563 1278 -1 1584.24 3.00504 2586 0 1 1
103 1.43277 0.773686 1278 -1 1865.9 2.44906 2586 0 1 1
104 1.37669 0.903746 1278 -1 1716.03 2.55584 2586 0 1 1
105 1.73367 0.549839 1278 -1 3750.04 0.814069 2586 0 1 1
106 1.46073 0.739589 1278 -1 2031.97 2.00089 2586 0 1 1
107 1.46569 0.697745 1278 -1 2218.68 1.73085 2586 0 1 1
108 1.55992 0.648481 1278 -1 2312.69 1.65764 2586 0 1 1
109 1.49189 0.712868 1278 -1 2088.78 1.94486 2586 0 1 1
110 1.45642 0.71315 1278 -1 2474.47 1.30646 2586 0 1 1
111 1.48997 0.717022 1278 -1 2283.53 1.4548 2586 0 1 1
112 1.4536 0.771385 1278 -1 2085.36 1.74125 2586 0 1 1
113 1.70439 0.568471 1278 -1 2367.48 1.94438 2586 0 1 1
114 1.50462 0.760952 1278 -1 2328.17 1.18083 2586 0 1 1
115 1.49181 0.796085 1278 -1 2161.26 1.38002 2586 0 1 1
116 1.44576 0.832974 1278 -1 2625.66 0.791908 2586 0 1 1
117 1.30829 0.964376 1278 -1 2222.21 1.08945 2586 0 1 1
118 1.23625 0.958502 1278 -1 5681.61 0 2586 1 353.364 139.864
119 1.06127 1.09552 1278 -1 5437.72 0 2586 1 353.712 147.1
120 0.886372 1.25305 1278 -1 7562.46 0 2586 1 212.388 120.213
121 1.13403 1.11201 1278 -1 2941.34 0 2586 1 48.4333 47.5986
122 0.871077 1.36507 1278 -1 3852.6 0 2586 1 300 0.530817
123 1.22847 0.961564 1278 -1 4174.5 0 2586 1 454.272 162.473
124 1.14489 1.1669 1278 -1 11934.2 0 2586 1 772.281 897.751
125 1.04164 1.12546 1278 -1 6458.81 0 2586 1 436.882 215.16
126 1.07721 1.15398 1278 -1 3743.79 0 2586 1 5694.52 0.208374
127 1.35037 0.885219 1278 -1 4164.75 0 2586 1 66.9994 22.7723
128 1.56959 0.796155 1278 -1 2327.68 1.1057 2586 0 1 1
129 1.46798 0.8149 1278 -1 2367.19 1.07275 2586 0 1 1
130 1.54053 0.767006 1278 -1 2303.16 1.13444 2586 0 1 1
131 1.4879 0.788239 1278 -1 2054.55 1.52864 2586 0 1 1
132 1.44493 0.775811 1278 -1 2144.98 1.68255 2586 0 1 1
133 1.54959 1.03377 1278 -1 1670.17 1.53873 2586 0 1 1
134 1.45422 0.732074 1278 -1 2241.77 1.54651 2586 0 1 1
135 1.47979 0.729969 1278 -1 2066.48 1.89577 2586 0 1 1
136 1.73508 0.614517 1278 -1 1786.46 3.58803 2586 0 1 1
137 1.47934 0.727402 1278 -1 2171.4 1.68219 2586 0 1 1
138 1.55558 0.76859 1278 -1 1758.73 2.62867 2586 0 1 1
139 1.50747 0.88657 1278 -1 1432.92 3.94627 2586 0 1 1
140 1.57527 0.756531 1278 -1 1439.18 5.40306 2586 0 1 1
141 1.39386 0.953554 1278 -1 1419.5 4.63383 2586 0 1 1
142 1.39441 0.92878 1278 -1 1842.55 1.84868 2586 0 1 1
143 1.35839 1.22517 1278 -1 1991.85 0.244611 2586 0 1 1
144 1.35839 1.22517 1278 -1 1991.85 0.244611 2586 0 1 1

151 1.24731 1.05336 1278 -1 4880.87 5.99728e-07 2586 0 1 1
152 1.24731 1.05336 1278 -1 4880.87 5.99728e-07 2586 0 1 1
153 1.12929 1.51423 1278 -1 1199.72 5.75907 2586 0 1 1
154 1.14159 1.37476 1278 -1 1320.89 4.37691 2586 0 1 1
155 1.19028 1.30979 1278 -1 1384.07 3.41712 2586 0 1 1
156 1.44101 0.792014 1278 -1 1719.17 2.83325 2586 0 1 1
157 1.45428 0.756113 1278 -1 1790.44 2.71531 2586 0 1 1
158 1.16568 1.12879 1278 -1 1968.15 1.37418 2586 0 1 1
159 1.44006 0.774535 1278 -1 1919.31 2.19506 2586 0 1 1
160 1.4588 0.726758 1278 -1 2089.29 1.92492 2586 0 1 1
161 1.47976 0.711246 1278 -1 2418.95 1.33627 2586 0 1 1
162 1.46467 0.7513 1278 -1 2125.98 1.67974 2586 0 1 1
163 1.45115 0.775741 1278 -1 2041.77 1.83262 2586 0 1 1
164 1.40436 0.841795 1278 -1 2121.89 1.45807 2586 0 1 1
165 1.46051 0.776214 1278 -1 2677.45 0.874735 2586 0 1 1
166 1.38045 0.895732 1278 -1 1993.07 1.60199 2586 0 1 1
167 1.48991 0.822512 1278 -1 2172.67 1.32475 2586 0 1 1
168 1.29416 1.02176 1278 -1 1886.85 1.62756 2586 0 1 1
169 1.16621 1.0316 1278 -1 4505.59 0 2586 1 181.806 63.459
170 0.98907 1.22549 1278 -1 4085.42 0 2586 1 62.9476 28.4104
171 1.15653 1.10786 1278 -1 2894.65 0 2586 1 105.462 63.6426
172 1.10894 1.08676 1278 -1 3709.35 0 2586 1 1103.83 2.03711
173 1.05574 1.14247 1278 -1 3881 0 2586 1 123.664 86.5001
174 1.03691 1.24937 1278 -1 2846.94 0 2586 1 80.5296 67.2361
175 1.00166 1.1451 1278 -1 6965.66 0 2586 1 353.241 176.043
176 1.16134 1.0071 1278 -1 5123.1 0 2586 1 126.476 52.3506
177 1.37874 0.922035 1278 -1 2105.45 1.2722 2586 0 1 1
178 1.31582 0.97476 1278 -1 1919.07 1.66014 2586 0 1 1
179 1.39705 0.868814 1278 -1 2039.95 1.56931 2586 0 1 1
180 1.37127 0.862213 1278 -1 2073.19 1.54654 2586 0 1 1
181 1.3852 0.831374 1278 -1 2214.47 1.37119 2586 0 1 1
182 1.4654 0.7719 1278 -1 2021.1 1.83192 2586 0 1 1
183 1.45016 0.774444 1278 -1 2011.49 1.86907 2586 0 1 1
184 1.49588 0.722656 1278 -1 2263.37 1.45423 2586 0 1 1
185 1.46099 0.731292 1278 -1 2100.77 1.8283 2586 0 1 1
186 1.45176 0.736086 1278 -1 2032.42 1.97642 2586 0 1 1
187 1.46565 0.72212 1278 -1 2027.17 2.02887 2586 0 1 1
188 1.44936 0.748783 1278 -1 1935.88 2.17786 2586 0 1 1
189 1.42672 0.799132 1278 -1 1788.6 2.56125 2586 0 1 1
190 1.47136 0.78506 1278 -1 1523.28 4.21509 2586 0 1 1
191 1.38745 0.87877 1278 -1 1934.85 1.72997 2586 0 1 1
192 1.41198 1.08051 1278 -1 1116.46 8.62188 2586 0 1 1
193 1.38056 0.988098 1278 -1 3857.59 6.84292e-07 2586 0 1 1
194 1.38056 0.988098 1278 -1 3857.59 6.84292e-07 2586 0 1 1

201 1.48174 0.928899 1278 1 2322.14 0.370789 2586 0 1 1
202 1.40801 0.755772 1278 1 2336.59 1.40647 2586 0 1 1
203 1.41914 0.935675 1278 1 1588.54 2.64698 2586 0 1 1
204 1.31638 0.9749 1278 1 1875.87 1.84859 2586 0 1 1
205 1.72089 0.51656 1278 1 1598.04 6.86133 2586 0 1 1
206 1.41758 0.766383 1278 1 2129.04 1.7432 2586 0 1 1
207 1.4052 0.831828 1278 1 1998.48 1.72271 2586 0 1 1
208 1.4752 0.708337 1278 1 2249.02 1.66149 2586 0 1 1
209 1.43883 0.734703 1278 1 2265.34 1.59503 2586 0 1 1
210 1.48642 0.700651 1278 1 2361.26 1.51581 2586 0 1 1
211 1.47691 0.669221 1278 1 2671.08 1.25956 2586 0 1 1
212 1.48389 0.718378 1278 1 2275.44 1.5523 2586 0 1 1
213 1.46613 0.71035 1278 1 2731.38 1.01125 2586 0 1 1
214 1.60389 0.65013 1278 1 2581.19 1.26019 2586 0 1 1
215 1.44942 0.798998 1278 1 2363.59 1.11879 2586 0 1 1
216 1.25138 0.961815 1278 1 2419.23 0.937979 2586 0 1 1
217 1.40227 0.81545 1278 1 2515.76 1.03516 2586 0 1 1
218 1.35844 0.81129 1278 1 5784.81 0 2586 1 867.812 29.8933
219 1.08126 1.05942 1278 1 6088.47 0 2586 1 293.441 131.41
220 0.949539 1.27002 1278 1 4187.11 0 2586 1 111.241 65.1543
221 1.22776 0.95207 1278 1 4941.95 0 2586 1 418.688 212.63
222 1.23558 0.95011 1278 1 4192.77 0 2586 1 194.916 84.7726
223 1.27205 0.957665 1278 1 3533.21 0 2586 1 363.458 129.093
224 1.17274 1.08749 1278 1 3141.24 0 2586 1 176.86 96.4927
225 1.15441 1.05593 1278 1 3944.21 0 2586 1 419.479 13.7557
226 1.18659 1.01509 1278 1 4673.82 0 2586 1 324.461 136.059
227 1.17552 1.00938 1278 1 4993.74 0 2586 1 390.642 157.995
