# channel, inverse QEq. factor, function
# function:  [0]*TMath::Exp(-([1]-[2]*x)/[3])  +  [4]*[0]*TMath::Exp(-(2.*[5]-([1]-[2]*x))/[3]) - [6]*[0]/(1.+TMath::Exp(([7]+[6]*[2]*x)/[8]))
# 
# Parameters [1], [2], [5] and [6] were fixed in fit. 
# [1]=1278, [5]=1308 channel half lenght parameters
# [2] is determined by orientation of a channel and equals to -1 for bottom and Saleve sides; for top and Jura sides it's +1
# [6]=1 for all half lenght channels, otherwise equals to 0.
#

QPositionFunction= [0]*(TMath::Exp(-([1]-[2]*x)/[3])+[4]*TMath::Exp(-(2.*[5]-([1]-[2]*x))/[3])-[6]/(1.+TMath::Exp(([7]+[6]*[2]*x)/[8])))

101 1.44424 0.690681 1278 -1 2163.15 1.9351 2586 0 1 1
102 1.41276 0.734193 1278 -1 2410.75 1.3812 2586 0 1 1
103 1.36724 0.814894 1278 -1 2108.1 1.72384 2586 0 1 1
104 1.34203 0.794429 1278 -1 3120.53 0.704247 2586 0 1 1
105 1.74941 0.434603 1278 -1 2930.06 2.19084 2586 0 1 1
106 1.42548 0.734337 1278 -1 2444.65 1.30438 2586 0 1 1
107 1.41544 0.750204 1278 -1 2542.67 1.15264 2586 0 1 1
108 1.50645 0.636794 1278 -1 2573.06 1.45397 2586 0 1 1
109 1.4164 0.775293 1278 -1 2213.33 1.54336 2586 0 1 1
110 1.4806 0.672718 1278 -1 2628.93 1.28396 2586 0 1 1
111 1.4763 0.720679 1278 -1 2379.64 1.37047 2586 0 1 1
112 1.43213 0.785107 1278 -1 2221.86 1.45215 2586 0 1 1
113 1.78134 0.514968 1278 -1 2506.09 2.09697 2586 0 1 1
114 1.42657 0.844959 1278 -1 2237.45 1.185 2586 0 1 1
115 1.45693 0.839098 1278 -1 2183.57 1.26017 2586 0 1 1
116 1.39898 0.863759 1278 -1 2582.7 0.7957 2586 0 1 1
117 1.35698 0.918902 1278 -1 2513.41 0.782669 2586 0 1 1
118 1.18068 0.999811 1278 -1 4371.57 0 2586 1 2541.75 5.42361
119 1.14813 1.03213 1278 -1 4277.6 0 2586 1 1770.79 4.89915
120 1.07271 1.07771 1278 -1 5073.2 0 2586 1 9264.02 332.641
