REFSHAPE   500  1999     2    2015_08_19
*---  Reference shape for montecarlo data
*--- 
****
    0    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    0  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    1  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    2  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    3  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    4  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    5  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    6  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    7  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    8  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
    9  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   10  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   11  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   12  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   32   47    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   48   63    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   64   79    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   80   95    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13   96  111    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   13  112  127    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   14    0   15    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   14   16   31    1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
