### Cedar slewing constants (generated from run 1520)

# The slewing correction is a linear function of the signal width in
# the width interval of (MinWidth, MaxWidth) and constant outside this interval.
# Data format: RO channel, corrections at width=MinWidth and width=MaxWidth.
# The values of MinWidth and MaxWidth are indicated below.

MinWidth 10
MaxWidth 16
SlewingCorr 0000 1.0 -1.0
SlewingCorr 0001 1.0 -1.0
SlewingCorr 0002 1.0 -1.0
SlewingCorr 0003 1.0 -1.0
SlewingCorr 0004 1.0 -1.0
SlewingCorr 0005 1.0 -1.0
SlewingCorr 0006 1.0 -1.0
SlewingCorr 0007 1.0 -1.0
SlewingCorr 0008 1.0 -1.0
SlewingCorr 0009 1.0 -1.0
SlewingCorr 0010 1.0 -1.0
SlewingCorr 0011 1.0 -1.0
SlewingCorr 0012 1.0 -1.0
SlewingCorr 0013 1.0 -1.0
SlewingCorr 0014 1.0 -1.0
SlewingCorr 0015 1.0 -1.0
SlewingCorr 0016 1.0 -1.0
SlewingCorr 0017 1.0 -1.0
SlewingCorr 0018 1.0 -1.0
SlewingCorr 0019 1.0 -1.0
SlewingCorr 0020 1.0 -1.0
SlewingCorr 0021 1.0 -1.0
SlewingCorr 0022 1.0 -1.0
SlewingCorr 0023 1.0 -1.0
SlewingCorr 0024 1.0 -1.0
SlewingCorr 0025 1.0 -1.0
SlewingCorr 0026 1.0 -1.0
SlewingCorr 0027 1.0 -1.0
SlewingCorr 0028 1.0 -1.0
SlewingCorr 0029 1.0 -1.0
SlewingCorr 0030 1.0 -1.0
SlewingCorr 0031 1.0 -1.0
SlewingCorr 0032 1.0 -1.0
SlewingCorr 0033 1.0 -1.0
SlewingCorr 0034 1.0 -1.0
SlewingCorr 0035 1.0 -1.0
SlewingCorr 0036 1.0 -1.0
SlewingCorr 0037 1.0 -1.0
SlewingCorr 0038 1.0 -1.0
SlewingCorr 0039 1.0 -1.0
SlewingCorr 0040 1.0 -1.0
SlewingCorr 0041 1.0 -1.0
SlewingCorr 0042 1.0 -1.0
SlewingCorr 0043 1.0 -1.0
SlewingCorr 0044 1.0 -1.0
SlewingCorr 0045 1.0 -1.0
SlewingCorr 0046 1.0 -1.0
SlewingCorr 0047 1.0 -1.0
SlewingCorr 0048 1.0 -1.0
SlewingCorr 0049 1.0 -1.0
SlewingCorr 0050 1.0 -1.0
SlewingCorr 0051 1.0 -1.0
SlewingCorr 0052 1.0 -1.0
SlewingCorr 0053 1.0 -1.0
SlewingCorr 0054 1.0 -1.0
SlewingCorr 0055 1.0 -1.0
SlewingCorr 0056 1.0 -1.0
SlewingCorr 0057 1.0 -1.0
SlewingCorr 0058 1.0 -1.0
SlewingCorr 0059 1.0 -1.0
SlewingCorr 0060 1.0 -1.0
SlewingCorr 0061 1.0 -1.0
SlewingCorr 0062 1.0 -1.0
SlewingCorr 0063 1.0 -1.0
SlewingCorr 0064 1.0 -1.0
SlewingCorr 0065 1.0 -1.0
SlewingCorr 0066 1.0 -1.0
SlewingCorr 0067 1.0 -1.0
SlewingCorr 0068 1.0 -1.0
SlewingCorr 0069 1.0 -1.0
SlewingCorr 0070 1.0 -1.0
SlewingCorr 0071 1.0 -1.0
SlewingCorr 0072 1.0 -1.0
SlewingCorr 0073 1.0 -1.0
SlewingCorr 0074 1.0 -1.0
SlewingCorr 0075 1.0 -1.0
SlewingCorr 0076 1.0 -1.0
SlewingCorr 0077 1.0 -1.0
SlewingCorr 0078 1.0 -1.0
SlewingCorr 0079 1.0 -1.0
SlewingCorr 0080 1.0 -1.0
SlewingCorr 0081 1.0 -1.0
SlewingCorr 0082 1.0 -1.0
SlewingCorr 0083 1.0 -1.0
SlewingCorr 0084 1.0 -1.0
SlewingCorr 0085 1.0 -1.0
SlewingCorr 0086 1.0 -1.0
SlewingCorr 0087 1.0 -1.0
SlewingCorr 0088 1.0 -1.0
SlewingCorr 0089 1.0 -1.0
SlewingCorr 0090 1.0 -1.0
SlewingCorr 0091 1.0 -1.0
SlewingCorr 0092 1.0 -1.0
SlewingCorr 0093 1.0 -1.0
SlewingCorr 0094 1.0 -1.0
SlewingCorr 0095 1.0 -1.0
SlewingCorr 0096 1.0 -1.0
SlewingCorr 0097 1.0 -1.0
SlewingCorr 0098 1.0 -1.0
SlewingCorr 0099 1.0 -1.0
SlewingCorr 0100 1.0 -1.0
SlewingCorr 0101 1.0 -1.0
SlewingCorr 0102 1.0 -1.0
SlewingCorr 0103 1.0 -1.0
SlewingCorr 0104 1.0 -1.0
SlewingCorr 0105 1.0 -1.0
SlewingCorr 0106 1.0 -1.0
SlewingCorr 0107 1.0 -1.0
SlewingCorr 0108 1.0 -1.0
SlewingCorr 0109 1.0 -1.0
SlewingCorr 0110 1.0 -1.0
SlewingCorr 0111 1.0 -1.0
SlewingCorr 0112 1.0 -1.0
SlewingCorr 0113 1.0 -1.0
SlewingCorr 0114 1.0 -1.0
SlewingCorr 0115 1.0 -1.0
SlewingCorr 0116 1.0 -1.0
SlewingCorr 0117 1.0 -1.0
SlewingCorr 0118 1.0 -1.0
SlewingCorr 0119 1.0 -1.0
SlewingCorr 0120 1.0 -1.0
SlewingCorr 0121 1.0 -1.0
SlewingCorr 0122 1.0 -1.0
SlewingCorr 0123 1.0 -1.0
SlewingCorr 0124 1.0 -1.0
SlewingCorr 0125 1.0 -1.0
SlewingCorr 0126 1.0 -1.0
SlewingCorr 0127 1.0 -1.0
SlewingCorr 0128 1.0 -1.0
SlewingCorr 0129 1.0 -1.0
SlewingCorr 0130 1.0 -1.0
SlewingCorr 0131 1.0 -1.0
SlewingCorr 0132 1.0 -1.0
SlewingCorr 0133 1.0 -1.0
SlewingCorr 0134 1.0 -1.0
SlewingCorr 0135 1.0 -1.0
SlewingCorr 0136 1.0 -1.0
SlewingCorr 0137 1.0 -1.0
SlewingCorr 0138 1.0 -1.0
SlewingCorr 0139 1.0 -1.0
SlewingCorr 0140 1.0 -1.0
SlewingCorr 0141 1.0 -1.0
SlewingCorr 0142 1.0 -1.0
SlewingCorr 0143 1.0 -1.0
SlewingCorr 0144 1.0 -1.0
SlewingCorr 0145 1.0 -1.0
SlewingCorr 0146 1.0 -1.0
SlewingCorr 0147 1.0 -1.0
SlewingCorr 0148 1.0 -1.0
SlewingCorr 0149 1.0 -1.0
SlewingCorr 0150 1.0 -1.0
SlewingCorr 0151 1.0 -1.0
SlewingCorr 0152 1.0 -1.0
SlewingCorr 0153 1.0 -1.0
SlewingCorr 0154 1.0 -1.0
SlewingCorr 0155 1.0 -1.0
SlewingCorr 0156 1.0 -1.0
SlewingCorr 0157 1.0 -1.0
SlewingCorr 0158 1.0 -1.0
SlewingCorr 0159 1.0 -1.0
SlewingCorr 0160 1.0 -1.0
SlewingCorr 0161 1.0 -1.0
SlewingCorr 0162 1.0 -1.0
SlewingCorr 0163 1.0 -1.0
SlewingCorr 0164 1.0 -1.0
SlewingCorr 0165 1.0 -1.0
SlewingCorr 0166 1.0 -1.0
SlewingCorr 0167 1.0 -1.0
SlewingCorr 0168 1.0 -1.0
SlewingCorr 0169 1.0 -1.0
SlewingCorr 0170 1.0 -1.0
SlewingCorr 0171 1.0 -1.0
SlewingCorr 0172 1.0 -1.0
SlewingCorr 0173 1.0 -1.0
SlewingCorr 0174 1.0 -1.0
SlewingCorr 0175 1.0 -1.0
SlewingCorr 0176 1.0 -1.0
SlewingCorr 0177 1.0 -1.0
SlewingCorr 0178 1.0 -1.0
SlewingCorr 0179 1.0 -1.0
SlewingCorr 0180 1.0 -1.0
SlewingCorr 0181 1.0 -1.0
SlewingCorr 0182 1.0 -1.0
SlewingCorr 0183 1.0 -1.0
SlewingCorr 0184 1.0 -1.0
SlewingCorr 0185 1.0 -1.0
SlewingCorr 0186 1.0 -1.0
SlewingCorr 0187 1.0 -1.0
SlewingCorr 0188 1.0 -1.0
SlewingCorr 0189 1.0 -1.0
SlewingCorr 0190 1.0 -1.0
SlewingCorr 0191 1.0 -1.0
SlewingCorr 0192 1.0 -1.0
SlewingCorr 0193 1.0 -1.0
SlewingCorr 0194 1.0 -1.0
SlewingCorr 0195 1.0 -1.0
SlewingCorr 0196 1.0 -1.0
SlewingCorr 0197 1.0 -1.0
SlewingCorr 0198 1.0 -1.0
SlewingCorr 0199 1.0 -1.0
SlewingCorr 0200 1.0 -1.0
SlewingCorr 0201 1.0 -1.0
SlewingCorr 0202 1.0 -1.0
SlewingCorr 0203 1.0 -1.0
SlewingCorr 0204 1.0 -1.0
SlewingCorr 0205 1.0 -1.0
SlewingCorr 0206 1.0 -1.0
SlewingCorr 0207 1.0 -1.0
SlewingCorr 0208 1.0 -1.0
SlewingCorr 0209 1.0 -1.0
SlewingCorr 0210 1.0 -1.0
SlewingCorr 0211 1.0 -1.0
SlewingCorr 0212 1.0 -1.0
SlewingCorr 0213 1.0 -1.0
SlewingCorr 0214 1.0 -1.0
SlewingCorr 0215 1.0 -1.0
SlewingCorr 0216 1.0 -1.0
SlewingCorr 0217 1.0 -1.0
SlewingCorr 0218 1.0 -1.0
SlewingCorr 0219 1.0 -1.0
SlewingCorr 0220 1.0 -1.0
SlewingCorr 0221 1.0 -1.0
SlewingCorr 0222 1.0 -1.0
SlewingCorr 0223 1.0 -1.0
SlewingCorr 0224 1.0 -1.0
SlewingCorr 0225 1.0 -1.0
SlewingCorr 0226 1.0 -1.0
