# Slewing corrections obtained with run 11731
#-----------------------------------------------------------------------------------
#SeqID 	p0       	p1			p2	     
#-----------------------------------------------------------------------------------
0     -0.05016	   26.57      0.7208
1     0    0      0
2     -0.03198    7.24      1.118
3     0    0      0
4     -0.05016	   26.57      0.7208
5     0    0      0
6     -0.03198    7.24      1.118
7     0    0      0
8     -0.05016	   26.57      0.7208
9     0    0      0
10     -0.03198    7.24      1.118
11     0    0      0
12     -0.05016	   26.57      0.7208
13     0    0      0
14     -0.03198    7.24      1.118
15     0    0      0
16     -0.05016	   26.57      0.7208
17     0    0      0
18     -0.03198    7.24      1.118
19     0    0      0
20     -0.05016	   26.57      0.7208
21     0    0      0
22     -0.03198    7.24      1.118
23     0    0      0
24     -0.05016	   26.57      0.7208
25     0    0      0
26     -0.03198    7.24      1.118
27     0    0      0
28     -0.05016	   26.57      0.7208
29     0    0      0
30     -0.03198    7.24      1.118
31     0    0      0
32     -0.05016	   26.57      0.7208
33     0    0      0
34     -0.03198    7.24      1.118
35     0    0      0
36     -0.05016	   26.57      0.7208
37     0    0      0
38     -0.03198    7.24      1.118
39     0    0      0
40     -0.05016	   26.57      0.7208
41     0    0      0
42     -0.03198    7.24      1.118
43     0    0      0
44     -0.05016	   26.57      0.7208
45     0    0      0
46     -0.03198    7.24      1.118
47     0    0      0
48     -0.05016	   26.57      0.7208
49     0    0      0
50     -0.03198    7.24      1.118
51     0    0      0
52     -0.05016	   26.57      0.7208
53     0    0      0
54     -0.03198    7.24      1.118
55     0    0      0
56     -0.05016	   26.57      0.7208
57     0    0      0
58     -0.03198    7.24      1.118
59     0    0      0
60     -0.05016	   26.57      0.7208
61     0    0      0
62     -0.03198    7.24      1.118
63     0    0      0
64     -0.05016	   26.57      0.7208
65     0    0      0
66     -0.03198    7.24      1.118
67     0    0      0
68     -0.05016	   26.57      0.7208
69     0    0      0
70     -0.03198    7.24      1.118
71     0    0      0
72     -0.05016	   26.57      0.7208
73     0    0      0
74     -0.03198    7.24      1.118
75     0    0      0
76     -0.05016	   26.57      0.7208
77     0    0      0
78     -0.03198    7.24      1.118
79     0    0      0
80     -0.05016	   26.57      0.7208
81     0    0      0
82     -0.03198    7.24      1.118
83     0    0      0
84     -0.05016	   26.57      0.7208
85     0    0      0
86     -0.03198    7.24      1.118
87     0    0      0
88     -0.05016	   26.57      0.7208
89     0    0      0
90     -0.03198    7.24      1.118
91     0    0      0
92     -0.05016	   26.57      0.7208
93     0    0      0
94     -0.03198    7.24      1.118
95     0    0      0
96     0    0      0
97     0    0      0
98     0    0      0
99     0    0      0
100     0    0      0
101     0    0      0
102     0    0      0
103     0    0      0
104     0    0      0
105     0    0      0
106     0    0      0
107     0    0      0
108     0    0      0
109     0    0      0
110     0    0      0
111     0    0      0
112     0    0      0
113     0    0      0
114     0    0      0
115     0    0      0
116     0    0      0
117     0    0      0
118     0    0      0
119     0    0      0
120     0    0      0
121     0    0      0
122     0    0      0
123     0    0      0
124     0    0      0
125     0    0      0
126     0    0      0
127     0    0      0
128     -0.05016	   26.57      0.7208
129     0    0      0
130     -0.03198    7.24      1.118
131     0    0      0
132     -0.05016	   26.57      0.7208
133     0    0      0
134     -0.03198    7.24      1.118
135     0    0      0
136     -0.05016	   26.57      0.7208
137     0    0      0
138     -0.03198    7.24      1.118
139     0    0      0
140     -0.05016	   26.57      0.7208
141     0    0      0
142     -0.03198    7.24      1.118
143     0    0      0
144     -0.05016	   26.57      0.7208
145     0    0      0
146     -0.03198    7.24      1.118
147     0    0      0
148     -0.05016	   26.57      0.7208
149     0    0      0
150     -0.03198    7.24      1.118
151     0    0      0
152     -0.05016	   26.57      0.7208
153     0    0      0
154     -0.03198    7.24      1.118
155     0    0      0
156     -0.05016	   26.57      0.7208
157     0    0      0
158     -0.03198    7.24      1.118
159     0    0      0
160     -0.05016	   26.57      0.7208
161     0    0      0
162     -0.03198    7.24      1.118
163     0    0      0
164     -0.05016	   26.57      0.7208
165     0    0      0
166     -0.03198    7.24      1.118
167     0    0      0
168     -0.05016	   26.57      0.7208
169     0    0      0
170     -0.03198    7.24      1.118
171     0    0      0
172     -0.05016	   26.57      0.7208
173     0    0      0
174     -0.03198    7.24      1.118
175     0    0      0
176     -0.05016	   26.57      0.7208
177     0    0      0
178     -0.03198    7.24      1.118
179     0    0      0
180     -0.05016	   26.57      0.7208
181     0    0      0
182     -0.03198    7.24      1.118
183     0    0      0
184     -0.05016	   26.57      0.7208
185     0    0      0
186     -0.03198    7.24      1.118
187     0    0      0
188     -0.05016	   26.57      0.7208
189     0    0      0
190     -0.03198    7.24      1.118
191     0    0      0
192     -0.05016	   26.57      0.7208
193     0    0      0
194     -0.03198    7.24      1.118
195     0    0      0
196     -0.05016	   26.57      0.7208
197     0    0      0
198     -0.03198    7.24      1.118
199     0    0      0
200     -0.05016	   26.57      0.7208
201     0    0      0
202     -0.03198    7.24      1.118
203     0    0      0
204     -0.05016	   26.57      0.7208
205     0    0      0
206     -0.03198    7.24      1.118
207     0    0      0
208     -0.05016	   26.57      0.7208
209     0    0      0
210     -0.03198    7.24      1.118
211     0    0      0
212     -0.05016	   26.57      0.7208
213     0    0      0
214     -0.03198    7.24      1.118
215     0    0      0
216     -0.05016	   26.57      0.7208
217     0    0      0
218     -0.03198    7.24      1.118
219     0    0      0
220     -0.05016	   26.57      0.7208
221     0    0      0
222     -0.03198    7.24      1.118
223     0    0      0
224     0    0      0
225     0    0      0
226     0    0      0
227     0    0      0
228     0    0      0
229     0    0      0
230     0    0      0
231     0    0      0
232     0    0      0
233     0    0      0
234     0    0      0
235     0    0      0
236     0    0      0
237     0    0      0
238     0    0      0
239     0    0      0
240     0    0      0
241     0    0      0
242     0    0      0
243     0    0      0
244     0    0      0
245     0    0      0
246     0    0      0
247     0    0      0
248     0    0      0
249     0    0      0
250     0    0      0
251     0    0      0
252     0    0      0
253     0    0      0
254     0    0      0
255     0    0      0
256     -0.05016	   26.57      0.7208
257     0    0      0
258     -0.03198    7.24      1.118
259     0    0      0
260     -0.05016	   26.57      0.7208
261     0    0      0
262     -0.03198    7.24      1.118
263     0    0      0
264     -0.05016	   26.57      0.7208
265     0    0      0
266     -0.03198    7.24      1.118
267     0    0      0
268     -0.05016	   26.57      0.7208
269     0    0      0
270     -0.03198    7.24      1.118
271     0    0      0
