# Slewing corrections obtained with run 10820
#-----------------------------------------------------------------------------------
#SeqID 	p0       	p1			p2	     
#-----------------------------------------------------------------------------------
0     -5.53e-2	   29.83      0.7973
1     0    0      0
2     -5.09e-2    11.86      1.619
3     0    0      0
4     -5.53e-2	   29.83      0.7973
5     0    0      0
6     -5.09e-2    11.86      1.619
7     0    0      0
8     -5.53e-2	   29.83      0.7973
9     0    0      0
10     -5.09e-2    11.86      1.619
11     0    0      0
12     -5.53e-2	   29.83      0.7973
13     0    0      0
14     -5.09e-2    11.86      1.619
15     0    0      0
16     -5.53e-2	   29.83      0.7973
17     0    0      0
18     -5.09e-2    11.86      1.619
19     0    0      0
20     -5.53e-2	   29.83      0.7973
21     0    0      0
22     -5.09e-2    11.86      1.619
23     0    0      0
24     -5.53e-2	   29.83      0.7973
25     0    0      0
26     -5.09e-2    11.86      1.619
27     0    0      0
28     -5.53e-2	   29.83      0.7973
29     0    0      0
30     -5.09e-2    11.86      1.619
31     0    0      0
32     -5.53e-2	   29.83      0.7973
33     0    0      0
34     -5.09e-2    11.86      1.619
35     0    0      0
36     -5.53e-2	   29.83      0.7973
37     0    0      0
38     -5.09e-2    11.86      1.619
39     0    0      0
40     -5.53e-2	   29.83      0.7973
41     0    0      0
42     -5.09e-2    11.86      1.619
43     0    0      0
44     -5.53e-2	   29.83      0.7973
45     0    0      0
46     -5.09e-2    11.86      1.619
47     0    0      0
48     -5.53e-2	   29.83      0.7973
49     0    0      0
50     -5.09e-2    11.86      1.619
51     0    0      0
52     -5.53e-2	   29.83      0.7973
53     0    0      0
54     -5.09e-2    11.86      1.619
55     0    0      0
56     -5.53e-2	   29.83      0.7973
57     0    0      0
58     -5.09e-2    11.86      1.619
59     0    0      0
60     -5.53e-2	   29.83      0.7973
61     0    0      0
62     -5.09e-2    11.86      1.619
63     0    0      0
64     -5.53e-2	   29.83      0.7973
65     0    0      0
66     -5.09e-2    11.86      1.619
67     0    0      0
68     -5.53e-2	   29.83      0.7973
69     0    0      0
70     -5.09e-2    11.86      1.619
71     0    0      0
72     -5.53e-2	   29.83      0.7973
73     0    0      0
74     -5.09e-2    11.86      1.619
75     0    0      0
76     -5.53e-2	   29.83      0.7973
77     0    0      0
78     -5.09e-2    11.86      1.619
79     0    0      0
80     -5.53e-2	   29.83      0.7973
81     0    0      0
82     -5.09e-2    11.86      1.619
83     0    0      0
84     -5.53e-2	   29.83      0.7973
85     0    0      0
86     -5.09e-2    11.86      1.619
87     0    0      0
88     -5.53e-2	   29.83      0.7973
89     0    0      0
90     -5.09e-2    11.86      1.619
91     0    0      0
92     -5.53e-2	   29.83      0.7973
93     0    0      0
94     -5.09e-2    11.86      1.619
95     0    0      0
96     0    0      0
97     0    0      0
98     0    0      0
99     0    0      0
100     0    0      0
101     0    0      0
102     0    0      0
103     0    0      0
104     0    0      0
105     0    0      0
106     0    0      0
107     0    0      0
108     0    0      0
109     0    0      0
110     0    0      0
111     0    0      0
112     0    0      0
113     0    0      0
114     0    0      0
115     0    0      0
116     0    0      0
117     0    0      0
118     0    0      0
119     0    0      0
120     0    0      0
121     0    0      0
122     0    0      0
123     0    0      0
124     0    0      0
125     0    0      0
126     0    0      0
127     0    0      0
128     -5.53e-2	   29.83      0.7973
129     0    0      0
130     -5.09e-2    11.86      1.619
131     0    0      0
132     -5.53e-2	   29.83      0.7973
133     0    0      0
