# Slewing corrections obtained with run 4740
#-----------------------------------------------------------------------------------
#SeqID 	p0       	p1			p2	     
#-----------------------------------------------------------------------------------
630    -8.52e-2	   22.2      1.091
631    -8.284e-2    12.92      2.071
632    -8.52e-2	   22.2      1.091 
633    -8.284e-2    12.92      2.071	
634    -8.52e-2	   22.2      1.091
635    -8.284e-2    12.92      2.071
636    -8.52e-2	   22.2      1.091
637    -8.284e-2    12.92      2.071
638    -8.52e-2	   22.2      1.091
639    -8.284e-2    12.92      2.071
640    -8.52e-2	   22.2      1.091  
641    -8.284e-2    12.92      2.071	
642    -8.52e-2	   22.2      1.091
643    -8.284e-2    12.92      2.071
644    -8.52e-2	   22.2      1.091
645    -8.284e-2    12.92      2.071
646    -8.52e-2	   22.2      1.091
647    -8.284e-2    12.92      2.071
648    -8.52e-2	   22.2      1.091 
649    -8.284e-2    12.92      2.071	
650    -8.52e-2	   22.2      1.091
651    -8.284e-2    12.92      2.071
652    -8.52e-2	   22.2      1.091
653    -8.284e-2    12.92      2.071
654    -8.52e-2	   22.2      1.091
655    -8.284e-2    12.92      2.071
656    -8.52e-2	   22.2      1.091  
657    -8.284e-2    12.92      2.071	
658    -8.52e-2	   22.2      1.091
659    -8.284e-2    12.92      2.071
660    -8.52e-2	   22.2      1.091
661    -8.284e-2    12.92      2.071
662    -8.52e-2	   22.2      1.091
663    -8.284e-2    12.92      2.071
664    -8.52e-2	   22.2      1.091 
665    -8.284e-2    12.92      2.071	
666    -8.52e-2	   22.2      1.091
667    -8.284e-2    12.92      2.071
668    -8.52e-2	   22.2      1.091
669    -8.284e-2    12.92      2.071
670    -8.52e-2	   22.2      1.091
671    -8.284e-2    12.92      2.071
672    -8.52e-2	   22.2      1.091  
673    -8.284e-2    12.92      2.071	
674    -8.52e-2	   22.2      1.091
675    -8.284e-2    12.92      2.071
676    -8.52e-2	   22.2      1.091
677    -8.284e-2    12.92      2.071
678    -8.52e-2	   22.2      1.091
679    -8.284e-2    12.92      2.071
680    -8.52e-2	   22.2      1.091 
681    -8.284e-2    12.92      2.071	
682    -8.52e-2	   22.2      1.091
683    -8.284e-2    12.92      2.071
684    -8.52e-2	   22.2      1.091
685    -8.284e-2    12.92      2.071
686    -8.52e-2	   22.2      1.091
687    -8.284e-2    12.92      2.071
688    -8.52e-2	   22.2      1.091  
689    -8.284e-2    12.92      2.071	
690    -8.52e-2	   22.2      1.091
691    -8.284e-2    12.92      2.071
692    -8.52e-2	   22.2      1.091
693    -8.284e-2    12.92      2.071
694    -8.52e-2	   22.2      1.091
695    -8.284e-2    12.92      2.071
696    -8.52e-2	   22.2      1.091 
697    -8.284e-2    12.92      2.071	
698    -8.52e-2	   22.2      1.091
699    -8.284e-2    12.92      2.071
700    -8.52e-2	   22.2      1.091
701    -8.284e-2    12.92      2.071
702    -8.52e-2	   22.2      1.091
703    -8.284e-2    12.92      2.071
704    -8.52e-2	   22.2      1.091 
705    -8.284e-2    12.92      2.071	
706    -8.52e-2	   22.2      1.091
707    -8.284e-2    12.92      2.071
708    -8.52e-2	   22.2      1.091
709    -8.284e-2    12.92      2.071
710    -8.52e-2	   22.2      1.091
711    -8.284e-2    12.92      2.071
712    -8.52e-2	   22.2      1.091 
713    -8.284e-2    12.92      2.071	
714    -8.52e-2	   22.2      1.091
715    -8.284e-2    12.92      2.071
716    -8.52e-2	   22.2      1.091
717    -8.284e-2    12.92      2.071
718    -8.52e-2	   22.2      1.091
719    -8.284e-2    12.92      2.071
720    -8.52e-2	   22.2      1.091 
721    -8.284e-2    12.92      2.071	
722    -8.52e-2	   22.2      1.091
723    -8.284e-2    12.92      2.071
724    -8.52e-2	   22.2      1.091
725    -8.284e-2    12.92      2.071
726    -8.52e-2	   22.2      1.091
