# Slewing corrections obtained with run 4740
#-----------------------------------------------------------------------------------
#SeqID 	p0       	p1			p2	     
#-----------------------------------------------------------------------------------
0      -6.87e-2	   16.59      1.16  
1      -7.26e-2    12.87      1.91		
2      -6.87e-2	   16.59      1.16
3      -7.26e-2    12.87      1.91
4      -6.87e-2	   16.59      1.16
5      -7.26e-2    12.87      1.91
6      -6.87e-2	   16.59      1.16
7      -7.26e-2    12.87      1.91
8      -6.87e-2	   16.59      1.16 
9      -7.26e-2    12.87      1.91	
10     -6.87e-2	   16.59      1.16
11     -7.26e-2    12.87      1.91
12     -6.87e-2	   16.59      1.16
13     -7.26e-2    12.87      1.91
14     -6.87e-2	   16.59      1.16
15     -7.26e-2    12.87      1.91
16     -6.87e-2	   16.59      1.16  
17     -7.26e-2    12.87      1.91	
18     -6.87e-2	   16.59      1.16
19     -7.26e-2    12.87      1.91
20     -6.87e-2	   16.59      1.16
21     -7.26e-2    12.87      1.91
22     -6.87e-2	   16.59      1.16
23     -7.26e-2    12.87      1.91
24     -6.87e-2	   16.59      1.16 
25     -7.26e-2    12.87      1.91	
26     -6.87e-2	   16.59      1.16
27     -7.26e-2    12.87      1.91
28     -6.87e-2	   16.59      1.16
29     -7.26e-2    12.87      1.91
30     -6.87e-2	   16.59      1.16
31     -7.26e-2    12.87      1.91
32     -6.87e-2	   16.59      1.16  
33     -7.26e-2    12.87      1.91	
34     -6.87e-2	   16.59      1.16
35     -7.26e-2    12.87      1.91
36     -6.87e-2	   16.59      1.16
37     -7.26e-2    12.87      1.91
38     -6.87e-2	   16.59      1.16
39     -7.26e-2    12.87      1.91
40     -6.87e-2	   16.59      1.16 
41     -7.26e-2    12.87      1.91	
42     -6.87e-2	   16.59      1.16
43     -7.26e-2    12.87      1.91
44     -6.87e-2	   16.59      1.16
45     -7.26e-2    12.87      1.91
46     -6.87e-2	   16.59      1.16
47     -7.26e-2    12.87      1.91
48     -6.87e-2	   16.59      1.16  
49     -7.26e-2    12.87      1.91	
50     -6.87e-2	   16.59      1.16
51     -7.26e-2    12.87      1.91
52     -6.87e-2	   16.59      1.16
53     -7.26e-2    12.87      1.91
54     -6.87e-2	   16.59      1.16
55     -7.26e-2    12.87      1.91
56     -6.87e-2	   16.59      1.16 
57     -7.26e-2    12.87      1.91	
58     -6.87e-2	   16.59      1.16
59     -7.26e-2    12.87      1.91
60     -6.87e-2	   16.59      1.16
61     -7.26e-2    12.87      1.91
62     -6.87e-2	   16.59      1.16
63     -7.26e-2    12.87      1.91
64     -6.87e-2	   16.59      1.16 
65     -7.26e-2    12.87      1.91	
66     -6.87e-2	   16.59      1.16
67     -7.26e-2    12.87      1.91
68     -6.87e-2	   16.59      1.16
69     -7.26e-2    12.87      1.91
70     -6.87e-2	   16.59      1.16
71     -7.26e-2    12.87      1.91
72     -6.87e-2	   16.59      1.16 
73     -7.26e-2    12.87      1.91	
74     -6.87e-2	   16.59      1.16
75     -7.26e-2    12.87      1.91
76     -6.87e-2	   16.59      1.16
77     -7.26e-2    12.87      1.91
78     -6.87e-2	   16.59      1.16
79     -7.26e-2    12.87      1.91
80     -6.87e-2	   16.59      1.16 
81     -7.26e-2    12.87      1.91	
82     -6.87e-2	   16.59      1.16
83     -7.26e-2    12.87      1.91
84     -6.87e-2	   16.59      1.16
85     -7.26e-2    12.87      1.91
86     -6.87e-2	   16.59      1.16
87     -7.26e-2    12.87      1.91
88     -6.87e-2	   16.59      1.16 
89     -7.26e-2    12.87      1.91	
90     -6.87e-2	   16.59      1.16
91     -7.26e-2    12.87      1.91
92     -6.87e-2	   16.59      1.16
93     -7.26e-2    12.87      1.91
94     -6.87e-2	   16.59      1.16
95     -7.26e-2    12.87      1.91
96     -6.87e-2	   16.59      1.16 
97     -7.26e-2    12.87      1.91	
98     -6.87e-2	   16.59      1.16
99     -7.26e-2    12.87      1.91
100    -6.87e-2	   16.59      1.16
101    -7.26e-2    12.87      1.91
102    -6.87e-2	   16.59      1.16
103    -7.26e-2    12.87      1.91
104    -6.87e-2	   16.59      1.16 
105    -7.26e-2    12.87      1.91	
106    -6.87e-2	   16.59      1.16
107    -7.26e-2    12.87      1.91
108    -6.87e-2	   16.59      1.16
109    -7.26e-2    12.87      1.91
110    -6.87e-2	   16.59      1.16
111    -7.26e-2    12.87      1.91
112    -6.87e-2	   16.59      1.16 
113    -7.26e-2    12.87      1.91	
114    -6.87e-2	   16.59      1.16
115    -7.26e-2    12.87      1.91
116    -6.87e-2	   16.59      1.16
117    -7.26e-2    12.87      1.91
118    -6.87e-2	   16.59      1.16
119    -7.26e-2    12.87      1.91
120    -6.87e-2	   16.59      1.16 
121    -7.26e-2    12.87      1.91	
122    -6.87e-2	   16.59      1.16
123    -7.26e-2    12.87      1.91
124    -6.87e-2	   16.59      1.16
125    -7.26e-2    12.87      1.91
126    -6.87e-2	   16.59      1.16
127    -7.26e-2    12.87      1.91
128    -6.87e-2	   16.59      1.16  
129    -7.26e-2    12.87      1.91	
130    -6.87e-2	   16.59      1.16
131    -7.26e-2    12.87      1.91
132    -6.87e-2	   16.59      1.16
133    -7.26e-2    12.87      1.91
134    -6.87e-2	   16.59      1.16
135    -7.26e-2    12.87      1.91
136    -6.87e-2	   16.59      1.16 
137    -7.26e-2    12.87      1.91	
138    -6.87e-2	   16.59      1.16
139    -7.26e-2    12.87      1.91
140    -6.87e-2	   16.59      1.16
141    -7.26e-2    12.87      1.91
142    -6.87e-2	   16.59      1.16
143    -7.26e-2    12.87      1.91
144    -6.87e-2	   16.59      1.16  
145    -7.26e-2    12.87      1.91	
146    -6.87e-2	   16.59      1.16
