# Slewing corrections obtained with run 3754
#-----------------------------------------------------------------------------------
#SeqID 	p0       	p1			p2	     
#-----------------------------------------------------------------------------------
0      -8.35e-2    23.19      1.378  
1      -8.676e-2   16.67      2.047
2      -8.35e-2    23.19      1.378
3      -8.676e-2   16.67      2.047
4      -8.35e-2    23.19      1.378
5      -8.676e-2   16.67      2.047
6      -8.35e-2    23.19      1.378
7      -8.676e-2   16.67      2.047
8      -8.35e-2    23.19      1.378
9      -8.676e-2   16.67      2.047
10     -8.35e-2    23.19      1.378
11     -8.676e-2   16.67      2.047
12     -8.35e-2    23.19      1.378
13     -8.676e-2   16.67      2.047
14     -8.35e-2    23.19      1.378
15     -8.676e-2   16.67      2.047
16     -8.35e-2    23.19      1.378
17     -8.676e-2   16.67      2.047
18     -8.35e-2    23.19      1.378
19     -8.676e-2   16.67      2.047
20     -8.35e-2    23.19      1.378
21     -8.676e-2   16.67      2.047
22     -8.35e-2    23.19      1.378
23     -8.676e-2   16.67      2.047
24     -8.35e-2    23.19      1.378
25     -8.676e-2   16.67      2.047
26     -8.35e-2    23.19      1.378
27     -8.676e-2   16.67      2.047
28     -8.35e-2    23.19      1.378
29     -8.676e-2   16.67      2.047
30     -8.35e-2    23.19      1.378
31     -8.676e-2   16.67      2.047
32     -8.35e-2    23.19      1.378
33     -8.676e-2   16.67      2.047
34     -8.35e-2    23.19      1.378
35     -8.676e-2   16.67      2.047
36     -8.35e-2    23.19      1.378
37     -8.676e-2   16.67      2.047
38     -8.35e-2    23.19      1.378
39     -8.676e-2   16.67      2.047
40     -8.35e-2    23.19      1.378
41     -8.676e-2   16.67      2.047
42     -8.35e-2    23.19      1.378
43     -8.676e-2   16.67      2.047
44     -8.35e-2    23.19      1.378
45     -8.676e-2   16.67      2.047
46     -8.35e-2    23.19      1.378
47     -8.676e-2   16.67      2.047
48     -8.35e-2    23.19      1.378
49     -8.676e-2   16.67      2.047
50     -8.35e-2    23.19      1.378
51     -8.676e-2   16.67      2.047
52     -8.35e-2    23.19      1.378
53     -8.676e-2   16.67      2.047
54     -8.35e-2    23.19      1.378
55     -8.676e-2   16.67      2.047
56     -8.35e-2    23.19      1.378
57     -8.676e-2   16.67      2.047
58     -8.35e-2    23.19      1.378
59     -8.676e-2   16.67      2.047
60     -8.35e-2    23.19      1.378
61     -8.676e-2   16.67      2.047
62     -8.35e-2    23.19      1.378
63     -8.676e-2   16.67      2.047
64     -8.35e-2    23.19      1.378
65     -8.676e-2   16.67      2.047
66     -8.35e-2    23.19      1.378
67     -8.676e-2   16.67      2.047
68     -8.35e-2    23.19      1.378
69     -8.676e-2   16.67      2.047
70     -8.35e-2    23.19      1.378
71     -8.676e-2   16.67      2.047
72     -8.35e-2    23.19      1.378
73     -8.676e-2   16.67      2.047
74     -8.35e-2    23.19      1.378
75     -8.676e-2   16.67      2.047
76     -8.35e-2    23.19      1.378
77     -8.676e-2   16.67      2.047
78     -8.35e-2    23.19      1.378
79     -8.676e-2   16.67      2.047
80     -8.35e-2    23.19      1.378
81     -8.676e-2   16.67      2.047
82     -8.35e-2    23.19      1.378
83     -8.676e-2   16.67      2.047
84     -8.35e-2    23.19      1.378
85     -8.676e-2   16.67      2.047
86     -8.35e-2    23.19      1.378
87     -8.676e-2   16.67      2.047
88     -8.35e-2    23.19      1.378
89     -8.676e-2   16.67      2.047
90     -8.35e-2    23.19      1.378
91     -8.676e-2   16.67      2.047
92     -8.35e-2    23.19      1.378
93     -8.676e-2   16.67      2.047
94     -8.35e-2    23.19      1.378
95     -8.676e-2   16.67      2.047
96     -8.35e-2    23.19      1.378
97     -8.676e-2   16.67      2.047
98     -8.35e-2    23.19      1.378
99     -8.676e-2   16.67      2.047
