  77166.2656  76021.6641  74329.0312  72185.2969  69822.1719  97349.1641
  77654.9219  56271.0156  53327.7969  56449.5859  59338.7734  62192.3359
  64878.0156  67466.0234  69936.7656  71995.  73555.6719  74781.1719
  75510.4453  75998.0625  76272.6719  75991.8281  75502.875  74170.0547
  72588.4531  70579.3516  68173.1797  95022.1094  75885.5469  54781.8906
  52011.0078  54996.8281  57822.0391  60472.9844  63003.5469  65507.3906
  68020.2891  69976.1016  71495.2109  72676.9219  73400.7031  74025.0312
  74075.7969  73791.3906  73153.8516  72006.875  70443.5312  68548.5781
  66358.5312  92414.9531  73829.6875  53185.2969  50554.9844  53259.5156
  55972.3594  58568.9766  61022.2031  63478.25  65779.0312  67562.9531
  69147.6719  70162.3906  70963.6562  71593.1797  71651.8125  71247.6172
  70601.9141  69421.9844  68031.125  66198.6641  64114.6016  89277.4297
  71341.2812  51358.3281  48854.9297  51524.7266  54107.8359  56427.1719
  58832.3047  61075.6406  63152.2812  64886.625  66411.2266  67565.4766
  68229.4375  68747.1875  68828.8281  68462.7812  67916.6797  66781.2812
  65364.4453  63859.1406  61857.6094  85814.8281  68742.2891  49270.2578
  46952.2578  49526.9062  51984.4375  54293.0859  56443.9453  58512.8672
  60505.9375  62207.4766  63628.4688  64598.5078  65310.8594  65891.3984
  65893.1797  65507.6875  64875.6406  63846.0781  62503.3125  61092.8594
  59322.5938  82058.3203  66011.6328  47123.2578  45083.875  47464.3672
  49744.0703  51882.6094  53997.9922  55953.3594  57740.25  59366.9766
  60636.5625  61628.125  62323.8516  62648.3359  62760.1094  62290.0078
  61637.9219  60774.9062  59634.3125  58291.25  56647.6016  78383.8984
  63016.6094  44845.6328  43105.0547  45245.8203  47406.625  49364.8125
  51378.2188  53268.5703  54940.4219  56504.6562  57689.7812  58505.1484
  59143.4297  59459.3047  59451.2891  59235.0156  58524.4453  57631.7422
  56622.2188  55423.8828  53878.9453  74527.6406  60197.4844  42558.6562
  41028.7109  43010.6484  45108.3672  46998.2734  48837.1172  50531.3828
  51956.9766  53416.7109  54461.4141  55276.6328  55814.8672  56120.5
  56196.9453  55920.5547  55322.6484  54447.3125  53504.7344  52362.5078
  51176.1953  70645.7031  62978.7578  45294.5078  42601.7031  44877.25
  47077.5391  49309.5938  51427.2031  53238.4375  54886.2422  56457.4531
  57600.2734  58631.1719  59279.9922  59627.6328  59654.9453  59402.8984
  58701.5312  57765.6328  56664.8203  55439.0234  53987.75  77141.9219
  95445.3047  63033.2344  60272.  63214.7734  66122.9609  68932.4375
  71475.9141  73821.2266  75898.4609  77765.3594  79278.6797  80525.7031
  81436.9609  81814.1406  81868.6172  81569.6641  80882.3984  79684.3594
  78135.5625  76360.6953  74531.9453  108291.977
