  108239.578  76770.0859  70340.5156  74438.4297  78291.7188  82211.5078
  85820.9141  89266.8906  92415.1016  95031.6094  97448.7656  99335.7031
  100595.789  101338.125  101386.07  100764.562  99604.375  98085.1172
  95883.7891  93443.0312  90436.7266  137616.781  74412.6016  53699.4844
  50958.5859  53777.1172  56466.2109  59205.7734  61749.5469  64089.0703
  66393.1172  68241.1641  69860.7656  71232.7734  72072.7812  72570.3438
  72611.9062  72046.9531  71337.8672  70217.6094  68790.8281  67142.5781
  65103.1953  90408.0781  76318.3906  55275.8906  52290.3672  55255.4062
  58158.9922  60971.8828  63750.4844  66212.1719  68524.8281  70484.5
  72197.4688  73503.125  74501.8125  75017.6328  74877.2109  74518.7344
  73726.6719  72644.1172  71116.8438  69289.2812  67172.8594  93466.0391
  78099.0469  56839.0859  53680.7812  56700.5938  59692.5  62548.8828
  65388.4922  67953.7891  70395.8828  72408.25  74338.2344  75791.7344
  76689.4844  77169.0859  77041.7266  76730.0078  75867.1406  74713.4844
  73171.5156  71256.375  68956.1875  96122.9219  79665.3594  58017.5312
  54730.0859  57932.3281  61013.  63949.5391  66868.5625  69452.5625
  71910.6875  74189.0547  76016.1719  77421.7266  78531.8906  78968.2969
  79047.4141  78647.2266  77739.9766  76469.7969  74776.8672  72713.8828
  70435.0703  98293.0781  80880.6172  58853.2344  55463.6641  58779.3125
  61950.9766  65037.7344  68007.375  70706.1172  73162.4609  75364.8281
  77320.1953  78751.1328  79807.4141  80268.0156  80421.2031  80150.75
  79056.4688  77784.3594  75961.25  73783.375  71445.6328  99948.8984
  81568.9219  59425.1641  55995.9609  59284.7422  62482.6797  65734.2031
  68779.5469  71450.0859  73988.3672  76119.3359  78103.5  79479.9609
  80491.2656  81227.9609  81297.5781  80933.0156  79988.2109  78622.1406
  76726.4453  74588.6484  72236.2109  100804.195  82014.0859  59646.9297
  56150.9297  59448.6172  62777.9219  65978.9766  69022.3906  71899.1094
  74381.2812  76524.8672  78290.5312  79748.7812  80846.3281  81549.7734
  81688.7109  81303.5156  80279.7422  78908.1797  77093.5312  74867.1172
  72476.2344  101421.102  82023.1406  59650.3438  56141.875  59454.2578
  62742.4453  65931.9219  69211.3516  71884.1172  74164.4141  76375.5391
  78167.4766  79675.0078  80781.6094  81355.1719  81547.1016  81089.4688
  80218.1406  78790.3203  77027.3281  74824.9609  72507.8516  101288.25
  81600.5391  59257.2812  55802.5469  59059.8594  62377.2891  65611.4453
  68621.1641  71340.2422  73648.4453  75833.1484  77644.9766  78895.7109
  80015.9688  80667.0156  80842.3203  80478.0547  79637.4531  78282.3672
  76578.8984  74323.3906  71783.9219  100449.43  80598.5859  58501.2891
  55223.1953  58484.3672  61726.8359  64771.5859  67656.3203  70333.2422
  72725.4609  74904.5234  76477.2188  77812.7109  78959.6875  79601.0859
  79652.4453  79430.5312  78640.3984  77431.9688  75666.6016  73523.4609
  71093.0938  99133.5312  79267.5469  57536.1484  54334.7969  57553.0703
  60598.7109  63628.4688  66499.3984  69157.1719  71561.8594  73608.3672
  75207.0391  76433.5781  77334.2969  78007.3125  78185.5859  77991.2812
