######################## RICH Reconstruction SCs indexed positions ########################
#SCPosition: NPMs (starting from 0, grouped by 2, x y couples)
SCPosition_SC_0 = -294.0 9.0 -276.0 9.0
SCPosition_SC_1 = -264.0 9.0 -246.0 9.0
SCPosition_SC_2 = -228.0 9.0 -216.0 9.0
SCPosition_SC_3 = -198.0 9.0 -180.0 9.0
SCPosition_SC_4 = -168.0 9.0 -150.0 9.0
SCPosition_SC_5 = -132.0 9.0 -120.0 9.0
SCPosition_SC_6 = -102.0 9.0 -84.0 9.0
SCPosition_SC_7 = -72.0 9.0 -54.0 9.0
SCPosition_SC_8 = -36.0 9.0 -24.0 9.0
SCPosition_SC_9 = -6.0 9.0 12.0 9.0
SCPosition_SC_10 = 24.0 9.0 42.0 9.0
SCPosition_SC_11 = 60.0 9.0 72.0 9.0
SCPosition_SC_12 = 90.0 9.0 108.0 9.0
SCPosition_SC_13 = 120.0 9.0 138.0 9.0
SCPosition_SC_14 = 156.0 9.0 168.0 9.0
SCPosition_SC_15 = 186.0 9.0 204.0 9.0
SCPosition_SC_16 = 216.0 9.0 234.0 9.0
SCPosition_SC_17 = 252.0 9.0 264.0 9.0
SCPosition_SC_18 = 282.0 9.0 300.0 9.0
SCPosition_SC_19 = 294.0 27.0 276.0 27.0
SCPosition_SC_20 = 258.0 27.0 246.0 27.0
SCPosition_SC_21 = 228.0 27.0 210.0 27.0
SCPosition_SC_22 = 198.0 27.0 180.0 27.0
SCPosition_SC_23 = 162.0 27.0 150.0 27.0
SCPosition_SC_24 = 132.0 27.0 114.0 27.0
SCPosition_SC_25 = 102.0 27.0 84.0 27.0
SCPosition_SC_26 = 66.0 27.0 54.0 27.0
SCPosition_SC_27 = 36.0 27.0 18.0 27.0
SCPosition_SC_28 = 6.0 27.0 -12.0 27.0
SCPosition_SC_29 = -30.0 27.0 -42.0 27.0
SCPosition_SC_30 = -60.0 27.0 -78.0 27.0
SCPosition_SC_31 = -90.0 27.0 -108.0 27.0
SCPosition_SC_32 = -126.0 27.0 -138.0 27.0
SCPosition_SC_33 = -156.0 27.0 -174.0 27.0
SCPosition_SC_34 = -186.0 27.0 -204.0 27.0
SCPosition_SC_35 = -222.0 27.0 -234.0 27.0
SCPosition_SC_36 = -252.0 27.0 -270.0 27.0
SCPosition_SC_37 = -282.0 27.0 -300.0 27.0
SCPosition_SC_38 = -288.0 45.0 -276.0 45.0
SCPosition_SC_39 = -258.0 45.0 -240.0 45.0
SCPosition_SC_40 = -228.0 45.0 -210.0 45.0
SCPosition_SC_41 = -192.0 45.0 -180.0 45.0
SCPosition_SC_42 = -162.0 45.0 -144.0 45.0
SCPosition_SC_43 = -132.0 45.0 -114.0 45.0
SCPosition_SC_44 = -96.0 45.0 -84.0 45.0
SCPosition_SC_45 = -66.0 45.0 -48.0 45.0
SCPosition_SC_46 = -36.0 45.0 -18.0 45.0
SCPosition_SC_47 = 0.0 45.0 12.0 45.0
SCPosition_SC_48 = 30.0 45.0 48.0 45.0
SCPosition_SC_49 = 60.0 45.0 78.0 45.0
SCPosition_SC_50 = 96.0 45.0 108.0 45.0
SCPosition_SC_51 = 126.0 45.0 144.0 45.0
SCPosition_SC_52 = 156.0 45.0 174.0 45.0
SCPosition_SC_53 = 192.0 45.0 204.0 45.0
SCPosition_SC_54 = 222.0 45.0 240.0 45.0
SCPosition_SC_55 = 252.0 45.0 270.0 45.0
SCPosition_SC_56 = 288.0 45.0 300.0 45.0
SCPosition_SC_57 = 282.0 63.0 264.0 63.0
SCPosition_SC_58 = 252.0 63.0 234.0 63.0
SCPosition_SC_59 = 216.0 63.0 204.0 63.0
SCPosition_SC_60 = 186.0 63.0 168.0 63.0
SCPosition_SC_61 = 156.0 63.0 138.0 63.0
SCPosition_SC_62 = 120.0 63.0 108.0 63.0
SCPosition_SC_63 = 90.0 63.0 72.0 63.0
SCPosition_SC_64 = 60.0 63.0 42.0 63.0
SCPosition_SC_65 = 24.0 63.0 12.0 63.0
SCPosition_SC_66 = -6.0 63.0 -24.0 63.0
SCPosition_SC_67 = -36.0 63.0 -54.0 63.0
SCPosition_SC_68 = -72.0 63.0 -84.0 63.0
SCPosition_SC_69 = -102.0 63.0 -120.0 63.0
SCPosition_SC_70 = -132.0 63.0 -150.0 63.0
SCPosition_SC_71 = -168.0 63.0 -180.0 63.0
SCPosition_SC_72 = -198.0 63.0 -216.0 63.0
SCPosition_SC_73 = -228.0 63.0 -246.0 63.0
SCPosition_SC_74 = -264.0 63.0 -276.0 63.0
SCPosition_SC_75 = -294.0 63.0 -288.0 81.0
SCPosition_SC_76 = -276.0 81.0 -258.0 81.0
SCPosition_SC_77 = -240.0 81.0 -228.0 81.0
SCPosition_SC_78 = -210.0 81.0 -192.0 81.0
SCPosition_SC_79 = -180.0 81.0 -162.0 81.0
SCPosition_SC_80 = -144.0 81.0 -132.0 81.0
SCPosition_SC_81 = -114.0 81.0 -96.0 81.0
SCPosition_SC_82 = -84.0 81.0 -66.0 81.0
SCPosition_SC_83 = -48.0 81.0 -36.0 81.0
SCPosition_SC_84 = -18.0 81.0 0.0 81.0
SCPosition_SC_85 = 12.0 81.0 30.0 81.0
SCPosition_SC_86 = 48.0 81.0 60.0 81.0
SCPosition_SC_87 = 78.0 81.0 96.0 81.0
SCPosition_SC_88 = 108.0 81.0 126.0 81.0
SCPosition_SC_89 = 144.0 81.0 156.0 81.0
SCPosition_SC_90 = 174.0 81.0 192.0 81.0
SCPosition_SC_91 = 204.0 81.0 222.0 81.0
SCPosition_SC_92 = 240.0 81.0 252.0 81.0
SCPosition_SC_93 = 270.0 81.0 288.0 81.0
SCPosition_SC_94 = 288.0 99.0 270.0 99.0
SCPosition_SC_95 = 252.0 99.0 240.0 99.0
SCPosition_SC_96 = 222.0 99.0 204.0 99.0
SCPosition_SC_97 = 192.0 99.0 174.0 99.0
SCPosition_SC_98 = 156.0 99.0 144.0 99.0
SCPosition_SC_99 = 126.0 99.0 108.0 99.0
SCPosition_SC_100 = 96.0 99.0 78.0 99.0
SCPosition_SC_101 = 60.0 99.0 48.0 99.0
