######################## RICH Reconstruction SCs indexed positions ########################
#SCPosition: NPMs (starting from 0, grouped by 2, x y couples)
SCPosition_SC_0 = -291.0 13.5 -264.0 13.5
SCPosition_SC_1 = -246.0 13.5 -219.0 13.5
SCPosition_SC_2 = -192.0 13.5 -174.0 13.5
SCPosition_SC_3 = -147.0 13.5 -120.0 13.5
SCPosition_SC_4 = -102.0 13.5 -75.0 13.5
SCPosition_SC_5 = -48.0 13.5 -30.0 13.5
SCPosition_SC_6 = -3.0 13.5 24.0 13.5
SCPosition_SC_7 = 42.0 13.5 69.0 13.5
SCPosition_SC_8 = 96.0 13.5 114.0 13.5
SCPosition_SC_9 = 141.0 13.5 168.0 13.5
SCPosition_SC_10 = 186.0 13.5 213.0 13.5
SCPosition_SC_11 = 240.0 13.5 258.0 13.5
SCPosition_SC_12 = 285.0 13.5 303.0 40.5
SCPosition_SC_13 = 285.0 40.5 258.0 40.5
SCPosition_SC_14 = 231.0 40.5 213.0 40.5
SCPosition_SC_15 = 186.0 40.5 159.0 40.5
SCPosition_SC_16 = 141.0 40.5 114.0 40.5
SCPosition_SC_17 = 87.0 40.5 69.0 40.5
SCPosition_SC_18 = 42.0 40.5 15.0 40.5
SCPosition_SC_19 = -3.0 40.5 -30.0 40.5
SCPosition_SC_20 = -57.0 40.5 -75.0 40.5
SCPosition_SC_21 = -102.0 40.5 -129.0 40.5
SCPosition_SC_22 = -147.0 40.5 -174.0 40.5
SCPosition_SC_23 = -201.0 40.5 -219.0 40.5
SCPosition_SC_24 = -246.0 40.5 -273.0 40.5
SCPosition_SC_25 = -291.0 40.5 -291.0 67.5
SCPosition_SC_26 = -264.0 67.5 -246.0 67.5
SCPosition_SC_27 = -219.0 67.5 -192.0 67.5
SCPosition_SC_28 = -174.0 67.5 -147.0 67.5
SCPosition_SC_29 = -120.0 67.5 -102.0 67.5
SCPosition_SC_30 = -75.0 67.5 -48.0 67.5
SCPosition_SC_31 = -30.0 67.5 -3.0 67.5
SCPosition_SC_32 = 24.0 67.5 42.0 67.5
SCPosition_SC_33 = 69.0 67.5 96.0 67.5
SCPosition_SC_34 = 114.0 67.5 141.0 67.5
SCPosition_SC_35 = 168.0 67.5 186.0 67.5
SCPosition_SC_36 = 213.0 67.5 240.0 67.5
SCPosition_SC_37 = 258.0 67.5 285.0 67.5
SCPosition_SC_38 = 285.0 94.5 267.0 94.5
SCPosition_SC_39 = 240.0 94.5 213.0 94.5
SCPosition_SC_40 = 195.0 94.5 168.0 94.5
SCPosition_SC_41 = 141.0 94.5 123.0 94.5
SCPosition_SC_42 = 96.0 94.5 69.0 94.5
SCPosition_SC_43 = 51.0 94.5 24.0 94.5
SCPosition_SC_44 = -3.0 94.5 -21.0 94.5
SCPosition_SC_45 = -48.0 94.5 -75.0 94.5
SCPosition_SC_46 = -93.0 94.5 -120.0 94.5
SCPosition_SC_47 = -147.0 94.5 -165.0 94.5
SCPosition_SC_48 = -192.0 94.5 -219.0 94.5
SCPosition_SC_49 = -237.0 94.5 -264.0 94.5
SCPosition_SC_50 = -291.0 94.5 -273.0 121.5
SCPosition_SC_51 = -246.0 121.5 -219.0 121.5
SCPosition_SC_52 = -201.0 121.5 -174.0 121.5
SCPosition_SC_53 = -147.0 121.5 -129.0 121.5
SCPosition_SC_54 = -102.0 121.5 -75.0 121.5
SCPosition_SC_55 = -57.0 121.5 -30.0 121.5
SCPosition_SC_56 = -3.0 121.5 15.0 121.5
SCPosition_SC_57 = 42.0 121.5 69.0 121.5
SCPosition_SC_58 = 87.0 121.5 114.0 121.5
SCPosition_SC_59 = 141.0 121.5 159.0 121.5
SCPosition_SC_60 = 186.0 121.5 213.0 121.5
SCPosition_SC_61 = 231.0 121.5 258.0 121.5
SCPosition_SC_62 = 285.0 121.5 258.0 148.5
SCPosition_SC_63 = 231.0 148.5 204.0 148.5
SCPosition_SC_64 = 186.0 148.5 159.0 148.5
SCPosition_SC_65 = 132.0 148.5 114.0 148.5
SCPosition_SC_66 = 87.0 148.5 60.0 148.5
SCPosition_SC_67 = 42.0 148.5 15.0 148.5
SCPosition_SC_68 = -12.0 148.5 -30.0 148.5
SCPosition_SC_69 = -57.0 148.5 -84.0 148.5
SCPosition_SC_70 = -102.0 148.5 -129.0 148.5
SCPosition_SC_71 = -156.0 148.5 -174.0 148.5
SCPosition_SC_72 = -201.0 148.5 -228.0 148.5
SCPosition_SC_73 = -246.0 148.5 -273.0 148.5
SCPosition_SC_74 = -237.0 175.5 -219.0 175.5
SCPosition_SC_75 = -192.0 175.5 -165.0 175.5
SCPosition_SC_76 = -147.0 175.5 -120.0 175.5
SCPosition_SC_77 = -93.0 175.5 -75.0 175.5
SCPosition_SC_78 = -48.0 175.5 -21.0 175.5
SCPosition_SC_79 = -3.0 175.5 24.0 175.5
SCPosition_SC_80 = 51.0 175.5 69.0 175.5
SCPosition_SC_81 = 96.0 175.5 123.0 175.5
SCPosition_SC_82 = 141.0 175.5 168.0 175.5
SCPosition_SC_83 = 195.0 175.5 213.0 175.5
SCPosition_SC_84 = 240.0 175.5 231.0 202.5
SCPosition_SC_85 = 213.0 202.5 186.0 202.5
SCPosition_SC_86 = 159.0 202.5 141.0 202.5
SCPosition_SC_87 = 114.0 202.5 87.0 202.5
SCPosition_SC_88 = 69.0 202.5 42.0 202.5
SCPosition_SC_89 = 15.0 202.5 -3.0 202.5
SCPosition_SC_90 = -30.0 202.5 -57.0 202.5
SCPosition_SC_91 = -75.0 202.5 -102.0 202.5
SCPosition_SC_92 = -129.0 202.5 -147.0 202.5
SCPosition_SC_93 = -174.0 202.5 -201.0 202.5
SCPosition_SC_94 = -219.0 202.5 -210.0 229.5
SCPosition_SC_95 = -183.0 229.5 -165.0 229.5
SCPosition_SC_96 = -138.0 229.5 -111.0 229.5
SCPosition_SC_97 = -93.0 229.5 -66.0 229.5
SCPosition_SC_98 = -39.0 229.5 -21.0 229.5
SCPosition_SC_99 = 6.0 229.5 33.0 229.5
SCPosition_SC_100 = 51.0 229.5 78.0 229.5
SCPosition_SC_101 = 105.0 229.5 123.0 229.5
SCPosition_SC_102 = 150.0 229.5 177.0 229.5
SCPosition_SC_103 = 195.0 229.5 177.0 256.5
SCPosition_SC_104 = 150.0 256.5 132.0 256.5
SCPosition_SC_105 = 105.0 256.5 78.0 256.5
SCPosition_SC_106 = 60.0 256.5 33.0 256.5
SCPosition_SC_107 = 6.0 256.5 -12.0 256.5
SCPosition_SC_108 = -39.0 256.5 -66.0 256.5
SCPosition_SC_109 = -84.0 256.5 -111.0 256.5
SCPosition_SC_110 = -138.0 256.5 -156.0 256.5
