# Generated with run 8511, valid from the start of 2018 till run 8622.
# Stretching values of FE thresholds for channels with ROID 576-608
# found wrong and fixed from run 8623.
#---------------------------------------------------------------------
#SeqID 	 MinWidth 	 MaxWidth 	 SC_MinWidth 	 SC_MaxWidth
#---------------------------------------------------------------------
407 	 14.8177 	 18.8177 	 0.137778 	 -0.253509
408 	 13.1313 	 17.1313 	 0.144742 	 -0.224811
409 	 12.9018 	 16.9018 	 0.205885 	 -0.279018
410 	 13.0683 	 17.0683 	 0.174811 	 -0.256685
411 	 12.9454 	 16.9454 	 0.216171 	 -0.290475
412 	 13.2856 	 17.2856 	 0.185627 	 -0.252713
413 	 13.37 	 17.37 	 0.171344 	 -0.21196
414 	 13.0384 	 17.0384 	 0.124561 	 -0.203523
415 	 13.2883 	 17.2883 	 0.208743 	 -0.213115
416 	 12.732 	 16.732 	 0.191193 	 -0.275192
417 	 13.0748 	 17.0748 	 0.194304 	 -0.286536
418 	 12.7436 	 16.7436 	 0.223778 	 -0.331176
419 	 12.5144 	 16.5144 	 0.229535 	 -0.30271
420 	 12.6941 	 16.6941 	 0.216775 	 -0.305939
421 	 12.7245 	 16.7245 	 0.275926 	 -0.358833
422 	 12.7189 	 16.7189 	 0.219116 	 -0.324541
423 	 12.9212 	 16.9212 	 0.20871 	 -0.271903
