# generated with run 4854
#---------------------------------------------------------------------
#SeqID 	 MinWidth 	 MaxWidth 	 SC_MinWidth 	 SC_MaxWidth
#---------------------------------------------------------------------
0 	 11.9846 	 15.9846 	 -0.722793 	 -1.31144
1 	 11.5801 	 15.5801 	 -0.574612 	 -1.52506
2 	 11.3227 	 15.3227 	 -0.538351 	 -1.57033
3 	 11.1533 	 15.1533 	 -0.473597 	 -1.48496
4 	 12.0621 	 16.0621 	 -0.535659 	 -1.39025
5 	 11.4443 	 15.4443 	 -0.75906 	 -1.4474
6 	 11.2421 	 15.2421 	 -0.609573 	 -1.59709
7 	 11.9305 	 15.9305 	 -0.585493 	 -1.42082
8 	 12.0843 	 16.0843 	 -0.720839 	 -1.40954
9 	 12.2885 	 16.2885 	 -0.577508 	 -1.56131
10 	 12.5087 	 16.5087 	 -0.868398 	 -1.19205
11 	 11.994 	 15.994 	 -0.628967 	 -1.42366
12 	 12.0418 	 16.0418 	 -0.658739 	 -1.51518
13 	 11.5704 	 15.5704 	 -0.441743 	 -1.56806
14 	 12.2925 	 16.2925 	 -0.632207 	 -1.33533
15 	 12.1317 	 16.1317 	 -0.642211 	 -1.38479
16 	 12.8365 	 16.8365 	 -0.799448 	 -1.21
17 	 12.7655 	 16.7655 	 -0.68399 	 -1.44581
18 	 12.8488 	 16.8488 	 -0.689362 	 -1.30908
19 	 12.6723 	 16.6723 	 -0.635702 	 -1.50688
20 	 12.7931 	 16.7931 	 -0.695496 	 -1.3777
21 	 12.6361 	 16.6361 	 -0.627191 	 -1.42338
22 	 12.5396 	 16.5396 	 -0.70477 	 -1.29757
23 	 12.3983 	 16.3983 	 -0.745092 	 -1.43467
24 	 11.5925 	 15.5925 	 -0.630019 	 -1.35942
25 	 11.8238 	 15.8238 	 -0.649393 	 -1.24561
26 	 12.3194 	 16.3194 	 -0.79176 	 -1.29137
27 	 11.8716 	 15.8716 	 -0.728958 	 -1.36134
28 	 11.7756 	 15.7756 	 -0.681595 	 -1.33144
29 	 11.6945 	 15.6945 	 -0.49797 	 -1.36156
30 	 11.9172 	 15.9172 	 -0.751138 	 -1.32817
31 	 11.8372 	 15.8372 	 -0.671985 	 -1.3683
32 	 11.4096 	 15.4096 	 -0.176135 	 -1.13279
33 	 11.6699 	 15.6699 	 -0.263941 	 -1.07031
34 	 11.7334 	 15.7334 	 -0.261272 	 -1.01072
35 	 11.1913 	 15.1913 	 -0.141321 	 -1.03658
36 	 11.6041 	 15.6041 	 -0.240858 	 -1.05768
37 	 11.3054 	 15.3054 	 -0.18667 	 -1.02636
38 	 11.0145 	 15.0145 	 -0.162267 	 -1.21791
39 	 11.86 	 15.86 	 -0.179826 	 -0.991457
40 	 12.0632 	 16.0632 	 -0.320943 	 -0.904146
41 	 12.4626 	 16.4626 	 -0.293243 	 -0.915721
42 	 12.3391 	 16.3391 	 -0.304103 	 -0.89664
43 	 12.7691 	 16.7691 	 -0.377691 	 -0.895919
44 	 12.5176 	 16.5176 	 -0.257008 	 -0.889886
45 	 12.638 	 16.638 	 -0.308816 	 -0.923756
46 	 12.4213 	 16.4213 	 -0.300162 	 -0.881407
47 	 12.3037 	 16.3037 	 -0.198796 	 -0.897456
48 	 11.5459 	 15.5459 	 -0.214169 	 -0.860783
49 	 11.3841 	 15.3841 	 -0.264071 	 -1.02771
50 	 11.6776 	 15.6776 	 -0.227688 	 -0.887791
51 	 11.582 	 15.582 	 -0.299787 	 -0.952808
52 	 11.4025 	 15.4025 	 -0.276521 	 -0.938768
53 	 11.7612 	 15.7612 	 -0.277278 	 -0.901577
54 	 11.7088 	 15.7088 	 -0.296461 	 -0.93888
55 	 11.2189 	 15.2189 	 -0.216985 	 -0.937585
56 	 12.4987 	 16.4987 	 -0.522911 	 -1.24134
57 	 13.2952 	 17.2952 	 -0.586585 	 -1.14072
58 	 12.7093 	 16.7093 	 -0.526994 	 -1.29207
59 	 13.0463 	 17.0463 	 -0.661068 	 -1.14138
60 	 13.8845 	 17.8845 	 -0.615252 	 -1.15754
61 	 13.1664 	 17.1664 	 -0.545083 	 -1.25899
62 	 13.097 	 17.097 	 -0.569043 	 -1.18637
