# generated with run 7422
#---------------------------------------------------------------------
#SeqID 	 MinWidth 	 MaxWidth 	 SC_MinWidth 	 SC_MaxWidth
#---------------------------------------------------------------------
0 	 13.0497 	 17.0497 	 -0.457595 	 -0.17728
1 	 12.5911 	 16.5911 	 -1.03956 	 -0.142102
2 	 12.2387 	 16.2387 	 -0.744126 	 -0.613899
3 	 12.0611 	 16.0611 	 -0.422733 	 -0.631132
4 	 13.1496 	 17.1496 	 -0.124204 	 -0.545726
5 	 12.408 	 16.408 	 -0.782155 	 -0.665236
6 	 12.2008 	 16.2008 	 -0.275596 	 -0.205937
7 	 12.9092 	 16.9092 	 -1.077 	 0.32623
8 	 12.9746 	 16.9746 	 0.241035 	 -0.671401
9 	 13.2797 	 17.2797 	 0.0465375 	 -0.573699
10 	 13.5378 	 17.5378 	 0.0362654 	 -0.373344
11 	 12.9425 	 16.9425 	 -0.0159502 	 -0.511105
12 	 12.9652 	 16.9652 	 0.102311 	 -0.577457
13 	 12.4462 	 16.4462 	 -0.0251837 	 -0.513919
14 	 13.3282 	 17.3282 	 -0.0793059 	 -0.418307
15 	 13.1326 	 17.1326 	 0.161584 	 -0.60797
16 	 13.8804 	 17.8804 	 0.0325434 	 -0.346145
17 	 13.7433 	 17.7433 	 0.141695 	 -0.482483
18 	 13.8316 	 17.8316 	 0.101676 	 -0.4691
19 	 13.674 	 17.674 	 0.115209 	 -0.549376
20 	 13.8137 	 17.8137 	 0.128394 	 -0.450369
21 	 13.667 	 17.667 	 -0.0263576 	 -0.401993
22 	 13.5425 	 17.5425 	 0.0389688 	 -0.524193
23 	 13.3712 	 17.3712 	 0.089968 	 -0.363953
24 	 12.5467 	 16.5467 	 0.138694 	 -0.450471
25 	 12.7578 	 16.7578 	 0.104805 	 -0.428708
26 	 13.2543 	 17.2543 	 0.144261 	 -0.34474
27 	 12.8375 	 16.8375 	 0.165226 	 -0.452841
28 	 12.6839 	 16.6839 	 0.121729 	 -0.4321
29 	 12.6625 	 16.6625 	 0.166727 	 -0.545516
30 	 12.87 	 16.87 	 0.124651 	 -0.410247
31 	 12.7661 	 16.7661 	 0.0670708 	 -0.390158
32 	 12.2119 	 16.2119 	 0.240284 	 -0.561976
33 	 12.6033 	 16.6033 	 0.146004 	 -0.450751
34 	 12.643 	 16.643 	 0.138376 	 -0.445275
35 	 12.1136 	 16.1136 	 0.204471 	 -0.555524
36 	 12.5273 	 16.5273 	 0.156429 	 -0.501576
37 	 12.1744 	 16.1744 	 0.234645 	 -0.476106
38 	 11.8592 	 15.8592 	 0.204705 	 -0.555665
39 	 12.7556 	 16.7556 	 0.232197 	 -0.420326
40 	 13.0144 	 17.0144 	 0.0453627 	 -0.248506
41 	 13.4281 	 17.4281 	 0.0709187 	 -0.411879
42 	 13.3169 	 17.3169 	 0.131296 	 -0.283119
43 	 13.8184 	 17.8184 	 0.0736092 	 -0.291286
44 	 13.4225 	 17.4225 	 0.10793 	 -0.399039
45 	 13.5771 	 17.5771 	 0.0960233 	 -0.343313
46 	 13.448 	 17.448 	 0.0640574 	 -0.354638
47 	 13.2503 	 17.2503 	 0.0994851 	 -0.363075
48 	 11.5362 	 15.5362 	 0.290312 	 -0.289353
49 	 11.3638 	 15.3638 	 0.367488 	 -0.40278
50 	 11.6652 	 15.6652 	 0.268412 	 -0.315622
51 	 11.5702 	 15.5702 	 0.307264 	 -0.296926
52 	 11.3643 	 15.3643 	 0.292066 	 -0.361104
53 	 11.7451 	 15.7451 	 0.251356 	 -0.361762
54 	 11.7022 	 15.7022 	 0.323604 	 -0.241351
55 	 11.1951 	 15.1951 	 0.329969 	 -0.402441
56 	 12.4446 	 16.4446 	 0.419157 	 -0.286708
57 	 13.24 	 17.24 	 0.341458 	 -0.291644
58 	 12.6505 	 16.6505 	 0.390507 	 -0.261629
59 	 12.9803 	 16.9803 	 0.279149 	 -0.316755
60 	 13.8269 	 17.8269 	 0.236514 	 -0.249028
61 	 13.1001 	 17.1001 	 0.345139 	 -0.233339
62 	 13.0386 	 17.0386 	 0.345456 	 -0.343783
63 	 13.3512 	 17.3512 	 0.290772 	 -0.265066
64 	 12.9325 	 16.9325 	 0.281422 	 -0.28477
65 	 13.1259 	 17.1259 	 0.284318 	 -0.237991
66 	 12.7264 	 16.7264 	 0.313579 	 -0.167084
67 	 13.2851 	 17.2851 	 0.214856 	 -0.199112
68 	 12.6887 	 16.6887 	 0.303793 	 -0.249639
69 	 13.2917 	 17.2917 	 0.219699 	 -0.200409
70 	 13.2693 	 17.2693 	 0.282711 	 -0.160761
71 	 13.3002 	 17.3002 	 0.25522 	 -0.242501
72 	 13.058 	 17.058 	 0.260894 	 -0.269815
73 	 12.4923 	 16.4923 	 0.253822 	 -0.325267
74 	 13.017 	 17.017 	 0.255923 	 -0.226001
75 	 12.5835 	 16.5835 	 0.277589 	 -0.280966
76 	 13.0492 	 17.0492 	 0.365718 	 -0.24793
77 	 13.1374 	 17.1374 	 0.300381 	 -0.178359
78 	 12.8543 	 16.8543 	 0.201459 	 -0.217108
79 	 13.1406 	 17.1406 	 0.330333 	 -0.215074
80 	 12.1949 	 16.1949 	 0.491566 	 -0.390362
81 	 13.0846 	 17.0846 	 0.368272 	 -0.309419
82 	 12.7972 	 16.7972 	 0.304782 	 -0.345522
83 	 12.7582 	 16.7582 	 0.332674 	 -0.406994
84 	 12.8093 	 16.8093 	 0.323381 	 -0.367932
85 	 12.9124 	 16.9124 	 0.396886 	 -0.316551
86 	 12.7693 	 16.7693 	 0.405148 	 -0.327621
87 	 13.231 	 17.231 	 0.330191 	 -0.326633
88 	 13.7969 	 17.7969 	 0.136478 	 -0.438933
89 	 13.0382 	 17.0382 	 0.358845 	 -0.375013
90 	 14.1893 	 18.1893 	 0.151966 	 -0.445409
91 	 14.1042 	 18.1042 	 0.118347 	 -0.434527
92 	 14.2474 	 18.2474 	 0.181036 	 -0.373294
93 	 14.1598 	 18.1598 	 0.105813 	 -0.410722
94 	 14.0071 	 18.0071 	 0.183068 	 -0.421924
95 	 13.7791 	 17.7791 	 -0.0511 	 -0.539336
96 	 12.675 	 16.675 	 0.0203138 	 -0.636141
97 	 12.6285 	 16.6285 	 0.119975 	 -0.613576
98 	 12.5862 	 16.5862 	 0.11214 	 -0.603134
99 	 12.3441 	 16.3441 	 0.218656 	 -0.671989
100 	 12.7058 	 16.7058 	 0.0785439 	 -0.502138
101 	 12.5082 	 16.5082 	 -0.158808 	 -0.281712
102 	 12.6965 	 16.6965 	 0.110745 	 -0.671063
103 	 12.6073 	 16.6073 	 0.0598641 	 -0.657965
104 	 12.2954 	 16.2954 	 0.0155655 	 -0.574125
105 	 13.2821 	 17.2821 	 0.185502 	 -0.488472
106 	 14.0266 	 18.0266 	 -0.0600716 	 -0.488185
107 	 12.8126 	 16.8126 	 0.163562 	 -0.555576
108 	 13.4094 	 17.4094 	 0.0125142 	 -0.451331
