# generated with run 7442
#---------------------------------------------------------------------
#SeqID 	 MinWidth 	 MaxWidth 	 SC_MinWidth 	 SC_MaxWidth
#---------------------------------------------------------------------
0 	 12.0201 	 16.0201 	 -0.24856 	 -1.22914
1 	 11.5968 	 15.5968 	 -0.7669 	 -0.347231
2 	 11.2925 	 15.2925 	 -0.535518 	 -0.555073
3 	 11.1486 	 15.1486 	 -0.344491 	 -0.15761
4 	 12.0953 	 16.0953 	 -0.608593 	 -0.558199
5 	 11.4758 	 15.4758 	 0.1338 	 -0.989518
6 	 11.271 	 15.271 	 -0.386639 	 -1.0844
7 	 11.9687 	 15.9687 	 -0.586389 	 -0.435732
8 	 11.9846 	 15.9846 	 -0.0867481 	 -1.14239
9 	 12.313 	 16.313 	 -0.435072 	 -1.09399
10 	 12.5251 	 16.5251 	 -0.391065 	 -1.00698
11 	 11.9458 	 15.9458 	 -0.326494 	 -1.25509
12 	 12.01 	 16.01 	 -0.331987 	 -1.20075
13 	 11.5251 	 15.5251 	 -0.398781 	 -1.15838
14 	 12.3336 	 16.3336 	 -0.311938 	 -1.0583
15 	 12.1595 	 16.1595 	 -0.313471 	 -1.08939
16 	 12.8399 	 16.8399 	 -0.425849 	 -0.93428
17 	 12.7358 	 16.7358 	 -0.423031 	 -0.989627
18 	 12.8273 	 16.8273 	 -0.423613 	 -1.0266
19 	 12.6869 	 16.6869 	 -0.339635 	 -1.06174
20 	 12.8409 	 16.8409 	 -0.243449 	 -1.0625
21 	 12.6303 	 16.6303 	 -0.330009 	 -1.03236
22 	 12.5498 	 16.5498 	 -0.39662 	 -1.10993
23 	 12.3576 	 16.3576 	 -0.355958 	 -0.903243
24 	 11.5496 	 15.5496 	 -0.284627 	 -0.972051
25 	 11.7893 	 15.7893 	 -0.382318 	 -0.975291
26 	 12.2762 	 16.2762 	 -0.368513 	 -0.898141
27 	 11.8346 	 15.8346 	 -0.313443 	 -0.940765
28 	 11.7063 	 15.7063 	 -0.365171 	 -0.919777
29 	 11.6759 	 15.6759 	 -0.250956 	 -1.06136
30 	 11.8535 	 15.8535 	 -0.302799 	 -0.962435
