pi02gg        =  1
pi0D          = 11
pi0D_MS       = 12
pi0D_g_radc   = 13
pi0Dg         = 14
pi0D_MS_IC_x  = 15
pi0D_g_radc_x = 16
pi02dee       = 21
pi02ee_g      = 22
pi02eeee      = 31
pi02eeee_NLO  = 32
pi02eeeeg     = 33
pi02eeee_g_45 = 34
pi02mupe      = 41
pi02mune      = 42
pi02ggg       = 51
pi02gggg      = 52
pi02gnunu     = 53
pi02gX        = 91
pi02XXX       = 92
pi02invis     = 99
