0 0 -0.0384875 -0.015344   
0 1 +0.0692588 +0.0164608  
0 2 -0.145934  -0.0275812  
0 3 +0.0115516 +0.0152055  
1 0 +0.212612  +0.0459039  
1 1 +0.0298165 +0.0154931  
1 2 +0.132463  +0.0239249  
1 3 -0.00204968-0.0177563  
2 0 +0.00857821-0.0183119  
2 1 +0.0357917 -0.0144992  
2 2 -0.296724  -0.0356126  
2 3 +0.0468851 -0.000487492
3 0 +0.0425757 -0.00282565 
3 1 +0.0893313 +0.0230893  
3 2 -0.0186113 -0.00382283 
3 3 -0.0292184 +0.00744541 
